anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,preheat_temp_c,material_compatibility,weld_strength_mpa,contact_resistance_ohm,weld_width_mm,penetration_depth_mm,porosity_percent,thermal_cycles_to_failure,resistance_degradation_rate,strength_retention_percent,primary_failure_mode
Steel,Ti,424.03458020740015,Polished,Laser,2508.6012218116034,76.5722938120081,4592.202232479164,168.93690114837753,9.221176528802118,292.0910657016941,264.44954762746033,0.888,815.4437933938125,0.00013463979028951545,0.7785602721187938,0.3474741347016168,0.038489588819800996,6214.987430977287,8.565414255534305e-06,0.885110548716931,Delamination
Cu,Cu,190.79731066816976,Rough,Resistance_Spot,1941.2392705563761,59.33030888916097,2219.0872786275168,873.6945483335951,12.80144238189298,654.1663110245405,245.87517021197257,1.0,182.64866201684228,0.0002408490237798631,2.406287699045261,0.17760789535898455,0.0574867711726162,1096.797475642867,0.0,0.8424110079146158,Delamination
Al,Ni,356.7229655757391,Polished,Resistance_Spot,4556.268399119314,79.00918496830617,3008.2165065497716,679.0093989028809,7.051643742930933,10.556762701024223,237.7771118961478,0.4565,196.46040752933743,0.00017558997353766168,3.3907191843305053,0.4298163389315357,0.10400369774265072,498.283263268561,4.929545613567395e-05,0.35142597808779297,Thermal_Fatigue
Ni,Ni,186.91397753439296,Coated,USW,2863.437178863115,99.73524045617572,1011.1849129828241,530.6121246777142,36.45106746736844,835.3668580047608,157.80978945446068,1.0,247.49104197256526,0.0007158299233955898,1.8869984781976765,0.09853817299930132,0.04815473031618657,2230.5704795959773,0.0,0.9370245536124541,Delamination
Ti,Al,382.56817437430493,Anodized,USW,4187.339748797881,89.98609205033365,1298.6680898873035,832.7728826712171,37.470437735767526,965.8644922915113,274.39930955255863,0.281,260.4821222912289,0.0007595636291376487,3.1912546137391766,0.16686465489550978,0.08081448367043499,525.950117376004,7.210066914040268e-05,0.2539666580598618,Thermal_Fatigue
Ti,Cu,258.3381493155705,Plated,USW,3465.683068324069,18.01866537775716,2788.0751461400673,976.423736395926,32.287919646933865,207.83755490272864,266.00171271259137,0.3295,502.58898196041946,0.0001798201640472628,2.8231160242581845,0.1352052609266403,0.08464387957596643,1001.2819415974494,5.0822704242418425e-05,0.27398895770148746,Thermal_Fatigue
Ni,Ni,318.894968537249,Rough,Laser,1141.7546218748796,61.73451553384781,3515.224362464243,415.3053747611961,45.96451392910741,883.7530777888404,233.167451197969,1.0,482.91658842696495,0.00026968067982361267,0.8678572852767266,0.07052449953000632,0.03698232815938327,4621.072697952257,0.0,0.9688561959252945,Delamination
Cu,Ti,237.127991643756,Coated,Friction_Stir,4351.561487534358,80.78267401398892,2233.7574345128564,359.53058597863384,13.983242432273851,168.6675161476649,242.17861462312715,0.3295,253.7445618334679,0.0003744436800853401,2.9294167344061663,0.26727719303925535,0.03865298355817046,1116.423338308137,7.384065348377157e-05,0.38469296843547074,Thermal_Fatigue
Ni,Steel,122.89231711842093,Rough,Laser,527.6269072037668,70.46879343020294,2220.0759671059127,756.0563176378404,41.23017135492525,491.9900742658727,273.62745094893586,0.9365,542.3518562272569,0.0003397275611263087,0.7486917981491352,0.03062694385427559,0.042402633246135926,4129.739637216392,7.997699664159402e-06,0.9729870685743794,Delamination
Cu,Cu,130.11328832241367,Polished,USW,2298.3255168071573,47.527107652157625,1354.3720064948604,460.05947339304277,10.105850201558892,293.30503390118093,116.03169254874112,1.0,94.53486007309807,0.00025179740379376747,1.6221597228941542,0.17319971095073383,0.04647513237296724,904.3484227449723,0.0,0.896007779468012,Mechanical_Fatigue
Al,Cu,84.90600826796052,Plated,Electron_Beam,1271.8615851070192,39.019993688897515,3520.84075154579,94.9111837735763,4.32331027203288,192.64333885886217,287.1770394561689,0.6234999999999999,53.98258752670321,0.0001435367726198014,0.31575705168512924,0.15513093108131054,0.024427498699991838,301.64755548093416,2.6568224481663872e-05,0.662722027654503,Mechanical_Fatigue
Ni,Ni,328.1327058747478,Polished,Resistance_Spot,2734.0215708978026,66.43044411356507,126.81709098286242,360.87077442061,1.0063124119312759,755.9317080186534,56.87034488952071,1.0,40.426184188983456,0.0006271682920327147,1.9940310005803128,0.5992224264741177,0.05319652537201166,240.56825871355568,0.0,0.8679745984134675,Mechanical_Fatigue
Cu,Ni,431.8872790788767,Polished,Resistance_Spot,1570.2429392795034,47.113185323434266,2612.566337509754,810.5457850179047,29.451034846857706,806.796316751809,265.9545465944044,0.505,193.64072621023442,0.0001837509634143085,2.152627703983402,0.14092160961671477,0.09003053236789312,554.9340772951225,3.922350179497972e-05,0.37078665956042994,Thermal_Fatigue
Al,Ni,59.37657181793642,Polished,Resistance_Spot,3641.848670200656,45.27977788633533,117.46729965509584,709.6272401728926,39.15827495511738,838.7785829879073,83.61729627797135,0.4565,15.2391269407529,0.0006548020070365502,3.0260919638215995,0.057178901789505125,0.08091600165112564,107.249852278555,4.703672450647883e-05,0.3504974698906423,Mechanical_Fatigue
Ni,Ti,79.80777593975907,Coated,Resistance_Spot,4690.90163565364,85.30676439764906,3007.9927581448587,864.2152789410909,41.32633254863269,9.471078852800074,175.81423780065106,0.8245,1507.0544464474167,0.00034960372992569143,3.754800414442752,0.0722845670164676,0.06676169111237809,7758.562468909495,1.7506607804178052e-05,0.6389383992934343,Delamination
Ti,Al,255.86014653630966,Plated,Electron_Beam,3574.54089325466,38.408988086675855,251.44180879756144,155.16026418844524,24.06207156762221,847.9941993524181,180.90768921657283,0.281,28.38863468599074,0.0005912253294091706,0.7453240614726899,0.17658572643648787,0.029446949436449668,100.16600559977395,5.595910983381439e-05,0.2829130609388649,Mechanical_Fatigue
Ni,Ni,381.9743312756852,Anodized,USW,1841.020797201447,68.04315433388047,4706.328691498429,251.48239754897838,3.8773051407105363,52.40122248944089,282.168642177149,1.0,443.6740800871016,0.00033624951370813397,1.079602257653235,0.38972059251260305,0.053568101719183595,3167.079509716988,0.0,0.9582105123351108,Delamination
Steel,Al,120.96844012037809,Rough,Friction_Stir,3040.3428121239735,88.60900942116456,2441.973434883791,222.58791361774402,2.7523556422588134,448.9673173876388,96.27298396653273,0.393,101.40785579707759,0.000269069999729721,1.845600945425577,0.31269928803549607,0.0361733264678176,564.7505940345544,7.610992665376327e-05,0.4618151819790077,Mechanical_Fatigue
Ni,Al,172.24309379713725,Polished,Resistance_Spot,4453.777849810793,65.95947225644268,3451.711383756116,971.619494622391,45.95022732625219,176.10702318260934,137.9759782225855,0.4565,228.90321766838173,0.00015815733930669596,4.107088082264589,0.10001438677773283,0.09087005590880011,693.2054060039407,4.66867270732029e-05,0.3717766655403844,Thermal_Fatigue
Steel,Cu,154.40279057681323,Plated,Friction_Stir,1423.1391099558373,54.350863508406846,4282.63252536896,177.23516670783357,5.554077697336128,906.8081634306807,60.352558539756785,0.4415,128.98993372449303,0.00012970882300414397,1.2344621007874836,0.19155259106834657,0.033116299091175555,695.2256304659435,3.744287670724162e-05,0.5246703463182573,Thermal_Fatigue
Al,Steel,229.57304840201937,Rough,Laser,679.2033423175264,13.177243374486963,1253.5683593088377,601.9507550990263,39.44857395636832,577.142236327743,172.5403859990236,0.393,113.43785247969893,0.00045713028188773796,0.7723353903311676,0.05218612199627633,0.05477554080365483,408.4334409228177,7.418936822879783e-05,0.3519223572739996,Mechanical_Fatigue
Ni,Steel,151.249404657907,Plated,Laser,740.7435441938604,71.34152989372035,2746.2641204598503,636.5844625747379,4.408787175489955,468.98660891005187,129.47630055664825,0.9365,618.0737957358566,0.00022784737046861546,0.8541582884434094,0.1426570038084894,0.037621029990648674,5188.0388270535495,4.606527965926048e-06,0.9031714479819486,Delamination
Al,Ti,208.66940534513887,Rough,Resistance_Spot,2524.779750682404,99.77734245546988,4330.902962780378,622.7044854087766,9.984068631038953,444.733269612535,144.51710666662433,0.281,466.5628075962871,0.0001895690525838344,2.6309491979625688,0.23758069977900653,0.1018366623510343,829.2429883660154,9.488618019933938e-05,0.2163624366819461,Thermal_Fatigue
Al,Ti,377.84416939787485,Plated,USW,3687.46767953623,82.75874979756453,2735.0906792452324,694.7464096284235,8.980467203718236,405.03517731901184,39.56707795800993,0.281,367.93372717561033,0.00020845587586086186,2.5697312716470413,0.3912408047027851,0.06405313602149612,1060.582178949217,5.2834846251527704e-05,0.25954937027083436,Thermal_Fatigue
Cu,Steel,324.95416180438514,Anodized,Electron_Beam,3320.562936223392,67.10195677189526,2024.5852314025312,489.0824293038284,14.578253396481937,474.45667605369243,253.35887114391002,0.4415,130.19299226082828,0.0005276408331971631,1.4366418352448354,0.2780009298834438,0.030331057069066837,622.0215300355092,5.260910915753969e-05,0.4450192873952283,Thermal_Fatigue
Al,Steel,86.53176742626181,Plated,Resistance_Spot,2324.058552374941,52.22300518454216,1907.462057307103,92.85139924719421,20.87586754455261,566.0598957303715,118.91289335138401,0.393,47.82603843833225,0.00026909416127848156,0.940387005018785,0.0835738299636112,0.08824855971392723,125.02266640137583,4.363874229982382e-05,0.31089157119533944,Mechanical_Fatigue
Al,Cu,336.985549810573,Plated,Laser,3673.5603968886794,30.18917774040502,1982.1309644520245,704.2237483242917,7.111573443216123,817.2516018096571,198.23063527629049,0.6234999999999999,117.77092782032135,0.0002307096412735409,2.28960439981183,0.4052396561561995,0.04886693270167237,710.0781723586845,2.7131855900496332e-05,0.5929973213348746,Mechanical_Fatigue
Ni,Cu,264.68472720164607,Polished,Laser,3206.4527850909835,72.28982789398258,3115.613312839001,288.2938167864339,48.68478167673006,238.4442050054974,197.07849939339349,0.505,139.10848872717153,0.00015598899819965694,1.1719789389715016,0.09980316089366414,0.05070668109970812,590.497786789347,4.519788554121782e-05,0.5110098360651923,Thermal_Fatigue
Ni,Steel,470.5545086182124,Polished,Friction_Stir,3178.3307024441533,25.957172576085274,323.73961303737065,85.11321704258319,1.0981623958602107,804.5699108479107,198.15393793838072,0.9365,36.04989612634802,0.000565258293190734,1.3847749671542793,0.744676603010538,0.024077163562995794,413.77672358532146,4.934550823373704e-06,1.0086438914787415,Mechanical_Fatigue
Ti,Ni,180.18694269682396,Polished,Electron_Beam,1091.6443467416038,89.83436055684619,2135.3760854528064,178.08812151004176,38.83380483791266,830.6545492598192,85.53384354807409,0.8245,501.5253592404367,0.0002544480440458692,0.39266596425856026,0.06036725035947194,0.019988238474012574,4863.540554708997,1.5185933305710288e-05,0.7626529083611367,Delamination
Cu,Ni,376.77488886462197,Plated,Resistance_Spot,1631.6588218287814,41.85897285247253,2846.8867308594226,294.34740638769654,26.798894838052135,851.4023007127329,49.34025171016294,0.505,114.73006372390942,0.00020128575619676056,1.3029170596395414,0.13133285392886906,0.07193623020257994,436.5220887607221,3.5763037969747554e-05,0.36499721886682696,Thermal_Fatigue
Al,Cu,378.88737037005643,Anodized,USW,1787.6791939171299,45.98167685074032,3953.2658584249093,438.11517708047575,5.193248656545496,941.6284235581677,39.73246938665972,0.6234999999999999,137.82236252959095,0.00031327909249564853,1.3488700100370696,0.35913833597058004,0.05737549562062127,803.2166988001607,3.3902856643710376e-05,0.5699231461375718,Mechanical_Fatigue
Cu,Al,149.67535145413433,Rough,Friction_Stir,4060.134715591087,29.4437448891608,2696.969353479013,862.7102938979393,6.881561808010942,956.6299488139684,179.35955778307326,0.6234999999999999,146.89139397456654,0.00024958029284334984,4.451503871898246,0.3041292022877506,0.030751112188413168,1058.00529079309,4.687204322899678e-05,0.6564856114755107,Thermal_Fatigue
Steel,Steel,456.45063123692125,Polished,Electron_Beam,3898.0414057302696,53.349611626445174,4638.246402060984,541.1375321293758,29.909961931002073,108.81721025196491,46.49710730706988,1.0,787.4562540651222,0.00012478189931104864,1.4203680287668718,0.21735602358834236,0.016075117277484712,9021.031589171153,0.0,1.0311554903820785,Delamination
Al,Ti,271.03244019332135,Coated,Friction_Stir,1338.0965113330315,71.2409041137046,2274.4876626149085,477.2475822476231,16.447416160793416,877.8333149012257,131.46476331283543,0.281,281.9663334000758,0.0003571610511437199,1.8863188938540447,0.1400334652352102,0.0354589018117012,1142.2040048294796,7.187740303759487e-05,0.33864094642451453,Thermal_Fatigue
Cu,Ni,355.4975151001861,Plated,USW,370.2461441189011,37.25012532145974,3288.891340666121,199.3452229723934,23.059280767070895,845.6210111861811,265.34073285369607,0.505,109.35784017141664,0.0001654896367121202,0.43605847167007117,0.07176710645446235,0.07083274566562359,384.20079383243626,3.347112374463498e-05,0.4717651395555643,Mechanical_Fatigue
Ti,Al,115.63500149757705,Anodized,Laser,3862.140665111632,73.1653835117865,186.14745269153508,959.6700910082342,27.910266424559207,378.02792008735315,41.620501171089565,0.281,52.68924449530565,0.001607364501548088,2.400521368822459,0.11677366918186852,0.051718478918463,175.93312520116356,7.251269250947553e-05,0.28940044261224246,Mechanical_Fatigue
Ti,Ni,166.01176264638616,Anodized,Resistance_Spot,2108.3442760921603,65.85239926168447,1268.3955302135014,909.4307691160249,29.0940585395188,691.6644713762219,202.2050657995849,0.8245,814.1867082751205,0.0008240178431385883,2.7000507672940364,0.09851504210666882,0.07222684804803244,4423.245409574818,1.626156125394233e-05,0.7345938992881078,Delamination
Al,Al,313.74820307175025,Polished,Resistance_Spot,1177.0355280523925,43.51494464451925,4095.740997353092,817.9164577955647,29.54792260936657,926.7812025327667,139.98718596807538,1.0,367.83380201546674,0.00013143139517926924,1.9047818776407046,0.0940173086023496,0.05358677685487407,2305.7678786737056,0.0,0.8320730493509495,Delamination
Steel,Steel,193.56227076800727,Polished,USW,673.3826657983677,38.15237901039396,2972.453770259994,329.9197159748432,4.4324813421369464,92.24357720512307,260.7433231137303,1.0,496.37454150460024,0.0001898502906844453,0.7349584218839084,0.16329875783302342,0.05067911994379658,3759.960297464288,0.0,0.8953261439580581,Delamination
Ti,Steel,274.861813356938,Coated,Resistance_Spot,162.79178788365468,87.51964176002411,4736.247999049987,566.0113480551482,37.283448165641445,355.16585519808245,228.0298864815104,0.888,1721.2570302294118,0.00025439336160134826,0.5693918945703169,0.030002254583479885,0.07084585072927235,8858.885000150693,1.160837910339788e-05,0.6922274218717683,Delamination
Ti,Steel,218.30233971798015,Coated,Resistance_Spot,2195.875210588042,11.074150813871922,3789.0945428498067,394.958529276526,15.381703997629486,974.0342737291992,53.184344571690026,0.888,1232.5818623593684,0.00029266364720078783,1.6590902808412358,0.17598953529682412,0.05788590389397533,8578.580648143656,1.1977587368208124e-05,0.7307622643529553,Delamination
Steel,Cu,338.24920848982157,Polished,Friction_Stir,1764.8426904954447,74.43151407578466,2303.3529054264154,408.88500421038884,6.607113339676416,548.6349014196805,101.86441265284665,0.4415,135.57335054942774,0.0002050760351715267,2.029355462851751,0.3065245732825769,0.033452402557303466,834.3412215407903,4.4105816748574546e-05,0.47013483388225524,Thermal_Fatigue
Cu,Al,269.215413251364,Rough,USW,3512.7037384656855,47.55284790722909,3915.6852135839304,81.41004220619006,6.007843805773371,92.6799801046162,198.3540774156724,0.6234999999999999,51.2820362076853,0.00018530156110404994,0.86585946667702,0.418588733137263,0.06704849455293203,241.42980652536824,4.647949835258695e-05,0.5937066139768987,Mechanical_Fatigue
Ti,Ti,52.074471187925674,Polished,Friction_Stir,4885.6606177183,74.59225950356422,2392.1552299576565,148.64413654683378,12.613765821907716,961.0766057573611,68.06025071590253,1.0,953.0823670320607,0.00022172389277650868,2.1193383432949755,0.1474014501980182,0.02012194178303772,14132.864581354628,0.0,1.029219915064789,Delamination
Ni,Ti,342.3563770754228,Polished,Resistance_Spot,1113.2348361191544,55.67617210124309,1717.8274699658166,961.5570983138796,31.805315769627835,902.8369190340915,244.47419114071667,0.8245,1097.4330197186914,0.0002565518541795566,1.846713130157589,0.09000011166133642,0.06931085440230059,4682.57408386043,1.4316345604734462e-05,0.7025151463100415,Delamination
Ti,Steel,239.95470067258177,Anodized,Electron_Beam,1290.8770878322932,17.547457363209986,330.7707527165261,613.9829820542645,24.124224801855526,806.6244099957391,88.15607915864904,0.888,290.1609344204233,0.0015061693474726448,0.8099228508023412,0.1038713912596541,0.016677739892970545,2931.541977897962,1.0160405781925255e-05,0.9552345400225333,Delamination
