Participant_ID,Data_Collection_Date,Country,Country_Name,Age,Gender,Gender_Label,Education,Education_Label,Income_Level,Income_Label,Income_Band_NGN,Income_Band_GHS,Bank_Type,Bank_Type_Label,Years_with_Account,Frequency_of_Use,Frequency_Label,Past_Victim,Past_Victim_Label
P0884,2025-01-18 16:18:00,2,Ghana,44,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.3,1,Daily,0,No
P0885,2025-01-18 16:24:00,2,Ghana,65,2,Female,1,No formal education,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,1.3,3,Weekly,0,No
P0886,2025-01-18 16:30:00,2,Ghana,35,2,Female,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,7.5,3,Weekly,0,No
P0887,2025-01-18 16:36:00,2,Ghana,20,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0888,2025-01-18 16:42:00,2,Ghana,53,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,12.8,3,Weekly,1,Yes
P0889,2025-01-18 16:48:00,2,Ghana,40,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.1,3,Weekly,1,Yes
P0890,2025-01-18 16:54:00,2,Ghana,46,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,7.0,2,Several times a week,0,No
P0891,2025-01-18 17:00:00,2,Ghana,24,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,0.6,3,Weekly,0,No
P0892,2025-01-18 17:06:00,2,Ghana,33,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,8.7,3,Weekly,0,No
P0893,2025-01-18 17:12:00,2,Ghana,51,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.3,3,Weekly,0,No
P0894,2025-01-18 17:18:00,2,Ghana,26,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,3.3,2,Several times a week,1,Yes
P0895,2025-01-18 17:24:00,2,Ghana,46,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,6.7,1,Daily,1,Yes
P0896,2025-01-18 17:30:00,2,Ghana,38,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,3.4,3,Weekly,0,No
P0897,2025-01-18 17:36:00,2,Ghana,31,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,7.4,3,Weekly,0,No
P0898,2025-01-18 17:42:00,2,Ghana,30,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.1,4,Monthly,0,No
P0899,2025-01-18 17:48:00,2,Ghana,28,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,1.5,3,Weekly,0,No
P0900,2025-01-18 17:54:00,2,Ghana,40,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,0.5,2,Several times a week,1,Yes
P0901,2025-01-18 18:00:00,2,Ghana,41,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,11.8,1,Daily,0,No
P0902,2025-01-18 18:06:00,2,Ghana,34,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.6,1,Daily,0,No
P0903,2025-01-18 18:12:00,2,Ghana,28,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,2.3,1,Daily,0,No
P0904,2025-01-18 18:18:00,2,Ghana,45,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,15.4,2,Several times a week,1,Yes
P0905,2025-01-18 18:24:00,2,Ghana,53,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,1.9,2,Several times a week,0,No
P0906,2025-01-18 18:30:00,2,Ghana,48,2,Female,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,8.0,2,Several times a week,1,Yes
P0907,2025-01-18 18:36:00,2,Ghana,75,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.5,1,Daily,1,Yes
P0908,2025-01-18 18:42:00,2,Ghana,37,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,0.6,5,Less than monthly,1,Yes
P0909,2025-01-18 18:48:00,2,Ghana,62,2,Female,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,7.4,1,Daily,0,No
P0910,2025-01-18 18:54:00,2,Ghana,31,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",2,Digital-Only Bank,0.8,4,Monthly,0,No
P0911,2025-01-18 19:00:00,2,Ghana,30,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,7.9,4,Monthly,0,No
P0912,2025-01-18 19:06:00,2,Ghana,40,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,5.1,2,Several times a week,0,No
P0913,2025-01-18 19:12:00,2,Ghana,68,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,1.6,4,Monthly,0,No
P0914,2025-01-18 19:18:00,2,Ghana,35,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.9,2,Several times a week,0,No
P0915,2025-01-18 19:24:00,2,Ghana,24,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.9,2,Several times a week,0,No
P0916,2025-01-18 19:30:00,2,Ghana,53,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,8.6,2,Several times a week,1,Yes
P0917,2025-01-18 19:36:00,2,Ghana,38,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.0,1,Daily,0,No
P0918,2025-01-18 19:42:00,2,Ghana,43,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,6.1,2,Several times a week,0,No
P0919,2025-01-18 19:48:00,2,Ghana,30,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,12.0,2,Several times a week,1,Yes
P0920,2025-01-18 19:54:00,2,Ghana,40,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,8.6,2,Several times a week,1,Yes
P0921,2025-01-18 20:00:00,2,Ghana,25,2,Female,6,Postgraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.0,1,Daily,1,Yes
P0922,2025-01-18 20:06:00,2,Ghana,74,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,5.6,2,Several times a week,1,Yes
P0923,2025-01-18 20:12:00,2,Ghana,56,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,9.8,1,Daily,1,Yes
P0924,2025-01-18 20:18:00,2,Ghana,40,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,1,Daily,0,No
P0925,2025-01-18 20:24:00,2,Ghana,52,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,7.4,2,Several times a week,0,No
P0926,2025-01-18 20:30:00,2,Ghana,31,2,Female,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,0.8,1,Daily,0,No
P0927,2025-01-18 20:36:00,2,Ghana,55,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,7.2,1,Daily,0,No
P0928,2025-01-18 20:42:00,2,Ghana,35,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,17.0,4,Monthly,0,No
P0929,2025-01-18 20:48:00,2,Ghana,34,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,1.1,1,Daily,0,No
P0930,2025-01-18 20:54:00,2,Ghana,29,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.5,2,Several times a week,0,No
P0931,2025-01-18 21:00:00,2,Ghana,45,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,1.9,2,Several times a week,0,No
P0932,2025-01-18 21:06:00,2,Ghana,39,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,2.6,4,Monthly,0,No
P0933,2025-01-18 21:12:00,2,Ghana,63,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,1.6,2,Several times a week,1,Yes
P0934,2025-01-18 21:18:00,2,Ghana,28,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,5.2,2,Several times a week,0,No
P0935,2025-01-18 21:24:00,2,Ghana,45,2,Female,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,9.5,2,Several times a week,1,Yes
P0936,2025-01-18 21:30:00,2,Ghana,58,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,0.8,3,Weekly,0,No
P0937,2025-01-18 21:36:00,2,Ghana,75,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,4.1,3,Weekly,1,Yes
P0938,2025-01-18 21:42:00,2,Ghana,41,1,Male,3,Secondary,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,10.1,1,Daily,1,Yes
P0939,2025-01-18 21:48:00,2,Ghana,35,2,Female,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,1.2,5,Less than monthly,0,No
P0940,2025-01-18 21:54:00,2,Ghana,41,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,5.3,3,Weekly,0,No
P0941,2025-01-18 22:00:00,2,Ghana,61,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,4.1,2,Several times a week,0,No
P0942,2025-01-18 22:06:00,2,Ghana,61,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,13.1,3,Weekly,1,Yes
P0943,2025-01-18 22:12:00,2,Ghana,37,2,Female,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.7,2,Several times a week,1,Yes
P0944,2025-01-18 22:18:00,2,Ghana,61,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,8.1,4,Monthly,1,Yes
P0945,2025-01-18 22:24:00,2,Ghana,39,1,Male,5,Undergraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,3.8,2,Several times a week,0,No
P0946,2025-01-18 22:30:00,2,Ghana,52,1,Male,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,1.2,2,Several times a week,0,No
P0947,2025-01-18 22:36:00,2,Ghana,47,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,3.1,1,Daily,1,Yes
P0948,2025-01-18 22:42:00,2,Ghana,34,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,6.3,4,Monthly,0,No
P0949,2025-01-18 22:48:00,2,Ghana,29,2,Female,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.2,3,Weekly,0,No
P0950,2025-01-18 22:54:00,2,Ghana,59,1,Male,3,Secondary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,5.1,1,Daily,0,No
P0951,2025-01-18 23:00:00,2,Ghana,66,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.7,1,Daily,1,Yes
P0952,2025-01-18 23:06:00,2,Ghana,45,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,11.9,2,Several times a week,0,No
P0953,2025-01-18 23:12:00,2,Ghana,39,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.8,5,Less than monthly,0,No
P0954,2025-01-18 23:18:00,2,Ghana,27,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,0.5,2,Several times a week,0,No
P0955,2025-01-18 23:24:00,2,Ghana,58,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,6.4,3,Weekly,1,Yes
P0956,2025-01-18 23:30:00,2,Ghana,43,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,18.1,1,Daily,1,Yes
P0957,2025-01-18 23:36:00,2,Ghana,36,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,2.5,2,Several times a week,0,No
P0958,2025-01-18 23:42:00,2,Ghana,52,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,5.2,4,Monthly,0,No
P0959,2025-01-18 23:48:00,2,Ghana,26,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.3,4,Monthly,0,No
P0960,2025-01-18 23:54:00,2,Ghana,28,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",3,Microfinance Bank,3.4,3,Weekly,1,Yes
P0961,2025-01-19 00:00:00,2,Ghana,31,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.2,3,Weekly,0,No
P0962,2025-01-19 00:06:00,2,Ghana,46,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.0,2,Several times a week,0,No
P0963,2025-01-19 00:12:00,2,Ghana,41,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,9.8,1,Daily,1,Yes
P0964,2025-01-19 00:18:00,2,Ghana,48,1,Male,2,Primary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.3,2,Several times a week,0,No
P0965,2025-01-19 00:24:00,2,Ghana,57,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.4,3,Weekly,0,No
P0966,2025-01-19 00:30:00,2,Ghana,49,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,0.5,4,Monthly,0,No
P0967,2025-01-19 00:36:00,2,Ghana,75,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,12.6,4,Monthly,0,No
P0968,2025-01-19 00:42:00,2,Ghana,57,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.4,1,Daily,1,Yes
P0969,2025-01-19 00:48:00,2,Ghana,37,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,0.6,1,Daily,0,No
P0970,2025-01-19 00:54:00,2,Ghana,33,1,Male,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,5.7,1,Daily,0,No
P0971,2025-01-19 01:00:00,2,Ghana,38,1,Male,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.6,4,Monthly,0,No
P0972,2025-01-19 01:06:00,2,Ghana,50,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,4.1,4,Monthly,0,No
P0973,2025-01-19 01:12:00,2,Ghana,34,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,0.9,2,Several times a week,0,No
P0974,2025-01-19 01:18:00,2,Ghana,50,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",3,Microfinance Bank,12.6,3,Weekly,0,No
P0975,2025-01-19 01:24:00,2,Ghana,48,1,Male,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,2.2,2,Several times a week,0,No
P0976,2025-01-19 01:30:00,2,Ghana,29,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",3,Microfinance Bank,0.5,3,Weekly,0,No
P0977,2025-01-19 01:36:00,2,Ghana,56,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,1,Traditional Commercial Bank,4.6,2,Several times a week,0,No
P0978,2025-01-19 01:42:00,2,Ghana,44,2,Female,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",1,Traditional Commercial Bank,9.8,2,Several times a week,1,Yes
P0979,2025-01-19 01:48:00,2,Ghana,73,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,7.8,1,Daily,0,No
P0980,2025-01-19 01:54:00,2,Ghana,39,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,4.6,1,Daily,1,Yes
P0981,2025-01-19 02:00:00,2,Ghana,35,1,Male,2,Primary,1,Very Low,"< ₦50,000/month",< GH₵500/month,3,Microfinance Bank,3.5,4,Monthly,1,Yes
P0982,2025-01-19 02:06:00,2,Ghana,28,2,Female,4,Vocational/Diploma,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",2,Digital-Only Bank,0.6,3,Weekly,0,No
P0983,2025-01-19 02:12:00,2,Ghana,28,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,5.9,1,Daily,0,No
P0984,2025-01-19 02:18:00,2,Ghana,54,1,Male,2,Primary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.0,2,Several times a week,0,No
P0985,2025-01-19 02:24:00,2,Ghana,70,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",2,Digital-Only Bank,6.7,1,Daily,1,Yes
P0986,2025-01-19 02:30:00,2,Ghana,37,2,Female,6,Postgraduate,6,High,"> ₦800,000/month","> GH₵8,000/month",1,Traditional Commercial Bank,4.9,3,Weekly,0,No
P0987,2025-01-19 02:36:00,2,Ghana,37,1,Male,4,Vocational/Diploma,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,1.2,3,Weekly,0,No
P0988,2025-01-19 02:42:00,2,Ghana,40,1,Male,4,Vocational/Diploma,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.8,3,Weekly,0,No
P0989,2025-01-19 02:48:00,2,Ghana,58,2,Female,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,1.0,3,Weekly,0,No
P0990,2025-01-19 02:54:00,2,Ghana,29,1,Male,3,Secondary,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,1.2,1,Daily,1,Yes
P0991,2025-01-19 03:00:00,2,Ghana,42,1,Male,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,6.3,2,Several times a week,0,No
P0992,2025-01-19 03:06:00,2,Ghana,54,1,Male,3,Secondary,2,Low,"₦50,000 - ₦100,000/month","GH₵500 - GH₵1,000/month",1,Traditional Commercial Bank,7.8,2,Several times a week,0,No
P0993,2025-01-19 03:12:00,2,Ghana,46,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,1.3,2,Several times a week,0,No
P0994,2025-01-19 03:18:00,2,Ghana,19,2,Female,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",2,Digital-Only Bank,1.0,2,Several times a week,0,No
P0995,2025-01-19 03:24:00,2,Ghana,49,1,Male,4,Vocational/Diploma,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,2.4,2,Several times a week,0,No
P0996,2025-01-19 03:30:00,2,Ghana,46,1,Male,5,Undergraduate,3,Lower-Middle,"₦100,001 - ₦200,000/month","GH₵1,001 - GH₵2,000/month",1,Traditional Commercial Bank,3.5,1,Daily,0,No
P0997,2025-01-19 03:36:00,2,Ghana,62,2,Female,1,No formal education,1,Very Low,"< ₦50,000/month",< GH₵500/month,2,Digital-Only Bank,2.3,1,Daily,0,No
P0998,2025-01-19 03:42:00,2,Ghana,68,2,Female,5,Undergraduate,4,Middle,"₦200,001 - ₦400,000/month","GH₵2,001 - GH₵4,000/month",1,Traditional Commercial Bank,6.7,5,Less than monthly,0,No
P0999,2025-01-19 03:48:00,2,Ghana,61,2,Female,6,Postgraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",3,Microfinance Bank,0.5,2,Several times a week,1,Yes
P1000,2025-01-19 03:54:00,2,Ghana,40,1,Male,5,Undergraduate,5,Upper-Middle,"₦400,001 - ₦800,000/month","GH₵4,001 - GH₵8,000/month",2,Digital-Only Bank,4.3,2,Several times a week,0,No
