sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n
7974,Copper,Aluminum,93.674,silver_plated,RSW,3.484,2.475,20.0,,,,,,,,,,19.66769,3.078033,141.78051,84.928102,104.290554,2596.061266
7975,Copper,Aluminum,76.209,tin_plated,Laser,3.071,4.685,20.0,,,,,433.483037,28.731454,0.0,0.0,0.162277,,,,,,
7976,Aluminum,Nickel,230.177,brushed,RSW,5.27,7.418,52.162,,,,,,,,,,5.962639,4.355675,125.756661,76.446411,119.232919,1361.098272
7977,Copper,StainlessSteel,132.757,bare,Laser,4.344,6.025,20.0,,,,,456.687634,5.0,0.0,0.0,0.271932,,,,,,
7978,Copper,StainlessSteel,156.978,silver_plated,USW,5.764,10.818,81.521,2112.189497,28.55524,556.065022,55.739205,,,,,,,,,,,
7979,Copper,Copper,157.847,nickel_plated,RSW,3.647,5.285,45.421,,,,,,,,,,13.492306,1.382599,215.935015,129.170261,77.158806,2038.49208
7980,Copper,Nickel,231.306,graphite_coated,USW,2.186,7.105,20.0,1185.595924,23.665618,897.968993,96.902076,,,,,,,,,,,
7981,Copper,Nickel,98.432,bare,Laser,8.376,5.86,20.0,,,,,755.273969,33.336452,0.0,0.0,0.372088,,,,,,
7982,Aluminum,StainlessSteel,168.96,tin_plated,RSW,4.593,8.282,27.923,,,,,,,,,,11.320821,2.670314,263.419985,113.23424,65.378634,1327.16379
7983,Copper,Nickel,93.112,brushed,RSW,6.0,8.69,54.923,,,,,,,,,,8.201655,1.682802,153.303954,105.091084,123.543613,1778.66447
7984,Copper,Aluminum,161.22,tin_plated,RSW,5.226,4.401,37.319,,,,,,,,,,6.113273,4.585873,179.510698,116.100358,93.006683,2706.759972
7985,Aluminum,Nickel,83.396,nickel_plated,USW,6.186,4.336,54.91,827.887929,33.475998,194.67313,435.517379,,,,,,,,,,,
7986,Copper,Copper,161.532,nickel_plated,USW,8.429,5.764,35.385,500.0,39.533352,592.247891,261.63385,,,,,,,,,,,
7987,Aluminum,Nickel,92.501,silver_plated,USW,8.981,4.652,26.617,1670.787925,23.428993,1031.537514,235.754498,,,,,,,,,,,
7988,Copper,Nickel,89.567,silver_plated,USW,9.017,5.864,48.256,2424.884493,43.184253,255.580166,243.124242,,,,,,,,,,,
7989,Copper,Aluminum,179.572,bare,Laser,3.742,4.014,28.457,,,,,777.434157,39.648609,0.0,0.0,0.122921,,,,,,
7990,Aluminum,Titanium,170.051,silver_plated,USW,6.779,7.411,35.332,2056.279675,26.498801,568.563071,203.790406,,,,,,,,,,,
7991,Copper,Aluminum,79.864,nickel_plated,RSW,8.323,6.851,20.0,,,,,,,,,,12.39904,2.698245,170.413132,84.033016,107.02694,1514.622215
7992,Copper,Nickel,153.768,nickel_plated,Laser,3.648,7.509,52.87,,,,,788.596357,23.57857,180.138405,0.570796,0.131275,,,,,,
7993,Copper,StainlessSteel,105.178,bare,RSW,7.382,4.4,43.174,,,,,,,,,,15.129887,3.522882,299.471758,86.281539,200.0,1961.397943
7994,Aluminum,Nickel,139.807,bare,USW,4.767,9.019,54.547,873.968751,35.459922,691.500928,305.830815,,,,,,,,,,,
7995,Aluminum,Nickel,94.775,graphite_coated,Laser,3.498,2.074,38.561,,,,,608.255304,44.874475,0.0,0.0,0.095835,,,,,,
7996,Copper,Aluminum,99.302,bare,RSW,4.267,2.905,75.849,,,,,,,,,,16.453239,4.127172,183.99435,129.161622,113.322014,2162.325987
7997,Copper,Aluminum,132.558,nickel_plated,USW,5.79,5.328,20.0,1432.30116,30.389287,644.110166,256.680687,,,,,,,,,,,
7998,Aluminum,StainlessSteel,123.758,oxide_heavy,USW,4.515,4.867,45.935,1263.790972,23.814276,567.301906,321.101176,,,,,,,,,,,
7999,Copper,Aluminum,114.923,tin_plated,Laser,4.994,6.61,61.965,,,,,838.057684,52.31671,0.0,0.0,0.268995,,,,,,
8000,Aluminum,StainlessSteel,46.456,brushed,USW,6.525,8.798,26.161,1506.879001,31.86288,601.72404,547.815032,,,,,,,,,,,
8001,Aluminum,StainlessSteel,130.748,tin_plated,Laser,7.752,8.387,28.394,,,,,701.943112,34.406238,264.978226,0.609974,0.105915,,,,,,
8002,Copper,Copper,130.032,bare,USW,5.526,9.489,68.405,1487.386854,20.112126,980.815035,167.063562,,,,,,,,,,,
8003,Aluminum,Nickel,160.787,brushed,RSW,7.327,8.706,36.337,,,,,,,,,,12.738845,2.637264,170.701185,90.367599,54.858628,2324.206055
8004,Aluminum,Aluminum,90.529,bare,RSW,8.449,4.774,42.372,,,,,,,,,,5.581601,3.04302,236.250279,103.85855,112.615008,2465.386387
8005,Aluminum,Titanium,213.029,brushed,RSW,10.322,6.676,44.558,,,,,,,,,,15.741402,2.258589,170.227548,99.070614,155.729427,3176.065884
8006,Copper,Copper,92.304,oxide_heavy,USW,2.004,6.703,27.994,1398.007649,27.368893,772.725996,130.723133,,,,,,,,,,,
8007,Copper,Copper,82.011,brushed,Laser,4.368,9.356,51.989,,,,,602.241806,53.949214,254.458353,0.562428,0.255376,,,,,,
8008,Copper,Copper,164.27,graphite_coated,USW,5.701,5.132,20.0,1092.333657,23.44934,788.744353,269.263711,,,,,,,,,,,
8009,Aluminum,Titanium,170.579,bare,RSW,9.691,8.994,44.111,,,,,,,,,,8.566899,4.97837,206.348874,98.778704,140.990453,1577.569119
8010,Copper,Copper,86.089,nickel_plated,Laser,5.205,6.178,35.035,,,,,749.076876,70.218394,0.0,0.0,0.192488,,,,,,
8011,Copper,Copper,155.071,tin_plated,Laser,7.709,4.685,31.892,,,,,569.884016,26.174222,0.0,0.0,0.111273,,,,,,
8012,Aluminum,Nickel,104.428,graphite_coated,Laser,5.467,7.901,38.151,,,,,156.979015,32.741436,212.116852,1.115689,0.209024,,,,,,
8013,Aluminum,Aluminum,76.305,bare,USW,6.452,5.989,55.866,1339.886867,12.014611,300.35482,556.301435,,,,,,,,,,,
8014,Aluminum,Aluminum,164.257,nickel_plated,RSW,6.706,7.641,41.885,,,,,,,,,,14.803184,3.138924,177.603615,59.474583,121.347644,2794.27041
8015,Copper,Aluminum,166.624,nickel_plated,USW,8.365,6.634,51.073,1791.471999,34.207458,777.320731,410.804032,,,,,,,,,,,
8016,Copper,Nickel,20.0,oxide_heavy,USW,6.594,7.757,75.65,1084.643971,31.797546,220.338022,390.854008,,,,,,,,,,,
8017,Copper,Copper,116.924,silver_plated,USW,6.44,8.298,26.208,1838.791792,27.503753,546.457397,127.059686,,,,,,,,,,,
8018,Copper,Aluminum,125.036,oxide_heavy,USW,6.243,5.613,44.611,2177.949506,36.412232,947.068575,390.240554,,,,,,,,,,,
8019,Copper,StainlessSteel,158.876,brushed,USW,5.604,7.41,27.551,1521.112534,28.853549,971.54115,418.616516,,,,,,,,,,,
8020,Copper,Aluminum,127.562,oxide_heavy,USW,4.211,4.993,32.662,1104.981747,28.066555,488.71357,379.202764,,,,,,,,,,,
8021,Copper,Copper,149.996,graphite_coated,Laser,3.791,6.506,25.475,,,,,877.803247,42.402548,0.0,0.0,0.253286,,,,,,
8022,Aluminum,Nickel,58.228,bare,Laser,2.0,8.18,20.0,,,,,902.708894,56.977898,199.981573,1.257554,0.33563,,,,,,
8023,Aluminum,StainlessSteel,170.281,brushed,USW,4.974,6.247,29.834,1451.74525,27.466927,401.75624,198.49398,,,,,,,,,,,
8024,Aluminum,Nickel,62.337,nickel_plated,Laser,3.072,7.097,20.0,,,,,623.250794,35.929975,216.449203,0.925145,0.165347,,,,,,
8025,Copper,Aluminum,138.502,bare,RSW,7.14,3.932,39.11,,,,,,,,,,8.441068,1.797754,51.478158,132.151488,126.943398,2782.294855
8026,Copper,Aluminum,49.225,bare,Laser,5.026,5.829,32.811,,,,,960.640009,41.349545,0.0,0.0,0.24686,,,,,,
8027,Copper,Copper,180.677,silver_plated,RSW,6.086,5.205,38.902,,,,,,,,,,11.658267,1.0,241.62184,102.69062,80.949012,1908.024382
8028,Copper,Nickel,109.587,nickel_plated,USW,3.727,11.613,61.27,1066.692649,25.388483,320.707256,255.19544,,,,,,,,,,,
8029,Copper,Copper,119.347,tin_plated,Laser,6.609,4.501,38.095,,,,,947.421421,33.274896,260.46346,0.519171,0.074391,,,,,,
8030,Copper,StainlessSteel,188.36,nickel_plated,USW,6.464,2.726,20.0,1472.964567,34.641677,985.553695,292.520547,,,,,,,,,,,
8031,Copper,Aluminum,160.639,nickel_plated,USW,6.751,9.467,33.426,1504.165089,11.06962,869.265757,187.155725,,,,,,,,,,,
8032,Copper,Nickel,118.861,nickel_plated,RSW,5.535,9.109,20.0,,,,,,,,,,13.022904,2.923583,280.923049,90.146668,151.526224,981.083272
8033,Copper,Copper,126.621,nickel_plated,RSW,2.0,5.061,67.54,,,,,,,,,,13.619805,3.449758,272.671108,97.061457,98.233392,1924.204606
8034,Copper,Aluminum,96.047,graphite_coated,USW,9.025,7.997,59.949,1617.877105,27.91805,865.391138,355.326189,,,,,,,,,,,
8035,Copper,StainlessSteel,129.077,nickel_plated,RSW,6.254,5.465,51.872,,,,,,,,,,14.064774,2.610482,211.167636,94.398274,143.686863,2705.172001
8036,Aluminum,StainlessSteel,143.184,gold_plated,USW,8.31,7.223,20.0,1528.426423,20.683912,902.829256,400.143622,,,,,,,,,,,
8037,Copper,StainlessSteel,128.312,tin_plated,USW,3.558,7.078,20.0,1147.994665,18.747975,454.157995,469.461392,,,,,,,,,,,
8038,Aluminum,StainlessSteel,160.877,gold_plated,Laser,7.074,6.325,35.933,,,,,429.392995,43.234849,327.63737,0.583166,0.19618,,,,,,
8039,Copper,Copper,36.192,brushed,USW,5.576,10.942,34.935,1664.504017,35.501769,716.012462,89.286092,,,,,,,,,,,
8040,Aluminum,StainlessSteel,48.885,oxide_heavy,USW,8.355,4.609,25.441,1825.690634,36.150945,825.405798,204.077026,,,,,,,,,,,
8041,Copper,Aluminum,123.787,bare,Laser,8.712,7.859,86.542,,,,,516.37956,80.87056,318.482441,0.05,0.155266,,,,,,
8042,Copper,Nickel,132.422,brushed,Laser,5.023,8.056,45.297,,,,,248.474919,50.412895,216.986798,0.624254,0.217441,,,,,,
8043,Aluminum,StainlessSteel,93.084,nickel_plated,RSW,6.391,9.238,36.055,,,,,,,,,,17.776271,3.335569,141.631404,73.705502,72.673509,1797.751002
8044,Copper,Aluminum,41.412,bare,USW,5.205,4.032,35.397,1288.266777,40.202794,326.192536,294.468782,,,,,,,,,,,
8045,Copper,Aluminum,114.567,gold_plated,RSW,7.037,4.936,20.0,,,,,,,,,,19.898846,3.594337,200.299792,93.633641,81.321546,2094.073635
8046,Copper,Nickel,78.052,brushed,RSW,6.541,7.008,43.88,,,,,,,,,,14.142107,2.011128,156.792066,56.854448,87.06729,2708.39719
8047,Aluminum,Nickel,148.289,brushed,Laser,5.213,3.217,21.894,,,,,613.335725,28.647381,224.860751,1.170391,0.057581,,,,,,
8048,Copper,Copper,120.368,nickel_plated,USW,2.786,2.733,49.002,1345.077526,30.637571,712.177047,376.715519,,,,,,,,,,,
8049,Aluminum,Nickel,95.789,nickel_plated,Laser,3.391,6.074,40.912,,,,,911.552381,27.255231,0.0,0.0,0.088921,,,,,,
8050,Aluminum,Aluminum,153.138,brushed,Laser,3.425,2.972,41.236,,,,,557.167329,71.827376,0.0,0.0,0.198384,,,,,,
8051,Aluminum,Titanium,77.71,tin_plated,RSW,3.501,8.047,72.119,,,,,,,,,,5.26458,2.196038,151.938501,111.71625,113.989247,1831.263918
8052,Copper,Aluminum,80.333,silver_plated,RSW,4.08,6.384,42.168,,,,,,,,,,8.010062,2.689847,156.821979,79.67047,110.342405,2710.417954
8053,Copper,Copper,82.051,nickel_plated,RSW,7.535,4.309,44.534,,,,,,,,,,9.747349,3.664875,207.324559,66.90961,95.705686,1548.605192
8054,Copper,Copper,77.325,bare,USW,2.395,7.873,76.258,1455.154736,23.552474,549.600379,421.389851,,,,,,,,,,,
8055,Aluminum,Nickel,97.861,gold_plated,RSW,2.58,5.606,28.49,,,,,,,,,,11.970221,3.000859,253.022473,87.147202,83.652744,2956.842983
8056,Copper,Nickel,161.78,bare,Laser,7.512,4.42,29.126,,,,,589.203507,8.927047,91.86083,0.766012,0.247985,,,,,,
8057,Copper,Aluminum,126.18,tin_plated,Laser,4.328,7.101,20.0,,,,,259.143601,42.890897,218.209032,0.342194,0.104801,,,,,,
8058,Copper,StainlessSteel,108.817,nickel_plated,USW,3.535,4.973,21.771,1418.52495,33.182383,892.115161,331.579308,,,,,,,,,,,
8059,Aluminum,Nickel,62.901,bare,Laser,3.025,6.452,74.619,,,,,706.21404,63.75697,223.560696,1.704991,0.214925,,,,,,
8060,Copper,StainlessSteel,168.053,bare,USW,7.5,5.489,56.109,1603.473686,27.495853,1147.159447,613.286323,,,,,,,,,,,
8061,Copper,Titanium,89.942,bare,Laser,4.758,5.155,20.0,,,,,434.196153,58.608773,0.0,0.0,0.281227,,,,,,
8062,Copper,Aluminum,164.046,tin_plated,USW,5.515,5.992,83.095,1072.735275,28.41248,568.958455,236.323289,,,,,,,,,,,
8063,Aluminum,StainlessSteel,154.594,tin_plated,USW,6.174,5.713,81.094,1628.224682,19.924782,610.341009,382.886549,,,,,,,,,,,
8064,Copper,Copper,100.936,tin_plated,RSW,6.6,5.271,86.56,,,,,,,,,,17.660286,3.508408,270.125409,144.778696,80.459225,1675.198119
8065,Aluminum,StainlessSteel,126.278,silver_plated,USW,6.368,8.261,20.0,1642.595495,31.013992,707.429319,357.359974,,,,,,,,,,,
8066,Copper,Copper,208.734,silver_plated,USW,6.809,2.892,52.065,2166.866279,40.109645,756.132161,341.705958,,,,,,,,,,,
8067,Copper,Aluminum,128.4,tin_plated,Laser,7.325,2.924,20.0,,,,,689.094664,26.183798,257.096577,0.804353,0.271714,,,,,,
8068,Aluminum,Nickel,101.344,bare,USW,5.902,8.691,52.31,2232.180773,41.034458,689.758639,119.445005,,,,,,,,,,,
8069,Copper,Aluminum,128.324,brushed,RSW,4.541,6.798,24.813,,,,,,,,,,6.474802,3.583187,187.982383,134.551518,131.02947,1563.179337
8070,Copper,Copper,141.504,tin_plated,Laser,6.254,5.795,61.378,,,,,272.565212,56.743082,0.0,0.0,0.138534,,,,,,
8071,Copper,Titanium,179.039,gold_plated,RSW,6.803,5.938,48.263,,,,,,,,,,9.790526,2.509729,175.873995,54.93425,50.0,2268.426797
8072,Copper,StainlessSteel,159.653,bare,USW,6.154,9.429,32.234,1413.198492,30.748657,589.903977,530.988007,,,,,,,,,,,
8073,Aluminum,StainlessSteel,73.688,bare,USW,4.45,4.926,50.943,1521.374808,52.862539,482.226106,339.999086,,,,,,,,,,,
8074,Aluminum,Nickel,107.009,bare,USW,7.702,5.632,22.938,1763.998563,37.722526,399.291187,433.849516,,,,,,,,,,,
8075,Aluminum,Titanium,162.461,nickel_plated,Laser,3.806,7.12,42.223,,,,,567.096929,58.03251,164.538179,0.05,0.338426,,,,,,
8076,Copper,Copper,51.752,nickel_plated,RSW,9.128,8.107,20.0,,,,,,,,,,10.789185,4.491466,179.953549,96.086928,103.103688,2004.56357
8077,Aluminum,StainlessSteel,88.049,bare,Laser,7.62,7.74,97.624,,,,,389.782695,33.007187,208.974414,0.767609,0.276489,,,,,,
8078,Copper,Aluminum,126.387,nickel_plated,Laser,6.744,4.948,38.494,,,,,536.998813,55.382619,0.0,0.0,0.14526,,,,,,
8079,Copper,Copper,113.568,tin_plated,Laser,3.95,4.801,26.714,,,,,718.541972,44.008261,0.0,0.0,0.240492,,,,,,
8080,Copper,StainlessSteel,101.643,brushed,USW,3.297,4.895,62.292,1895.677391,30.702782,788.342551,544.438653,,,,,,,,,,,
8081,Aluminum,Aluminum,135.664,nickel_plated,USW,7.187,7.066,33.074,1959.125699,27.096596,839.853626,143.086619,,,,,,,,,,,
8082,Aluminum,StainlessSteel,64.025,tin_plated,USW,3.692,8.514,42.639,1388.986802,40.654233,926.624159,486.259045,,,,,,,,,,,
8083,Aluminum,Titanium,68.595,silver_plated,RSW,5.683,5.503,89.614,,,,,,,,,,12.787198,3.847575,147.753226,196.145982,92.29839,2257.723636
8084,Aluminum,Aluminum,123.095,brushed,USW,5.219,3.119,27.98,1410.460375,38.460431,820.957623,305.627745,,,,,,,,,,,
8085,Aluminum,Nickel,197.682,bare,RSW,5.261,7.376,64.393,,,,,,,,,,9.296148,3.909695,82.792532,120.925132,94.768248,2646.966509
8086,Copper,StainlessSteel,74.302,silver_plated,Laser,10.942,9.186,60.725,,,,,424.357498,31.952488,286.654438,1.171911,0.217086,,,,,,
8087,Aluminum,Aluminum,153.129,tin_plated,USW,6.118,8.68,28.03,1348.652483,45.932955,796.056624,401.520996,,,,,,,,,,,
8088,Aluminum,Aluminum,131.499,nickel_plated,Laser,7.158,6.358,28.494,,,,,479.055401,53.396429,199.88385,0.94136,0.112677,,,,,,
8089,Aluminum,Nickel,101.349,silver_plated,USW,5.225,4.543,42.542,1514.008158,17.401319,100.0,180.864583,,,,,,,,,,,
8090,Copper,Aluminum,80.774,silver_plated,Laser,7.8,2.0,26.744,,,,,922.497634,14.684897,0.0,0.0,0.168423,,,,,,
8091,Copper,StainlessSteel,118.846,tin_plated,Laser,8.098,4.426,44.441,,,,,703.094116,29.233712,0.0,0.0,0.10782,,,,,,
8092,Copper,Copper,79.164,nickel_plated,USW,6.443,3.09,20.0,1426.516089,37.193293,544.931836,369.491803,,,,,,,,,,,
8093,Copper,Nickel,141.671,bare,USW,6.272,4.292,31.224,1019.34103,22.040706,815.684785,233.020265,,,,,,,,,,,
8094,Copper,Aluminum,159.914,bare,RSW,7.28,6.448,46.918,,,,,,,,,,7.766029,2.124636,209.362567,91.454508,104.52939,2199.65951
8095,Copper,Aluminum,122.447,brushed,USW,9.881,6.673,68.802,1269.836957,27.488028,743.180133,302.421747,,,,,,,,,,,
8096,Aluminum,Titanium,126.116,bare,USW,5.555,6.732,25.021,2193.14486,28.819993,633.825853,454.524057,,,,,,,,,,,
8097,Copper,Aluminum,140.03,bare,Laser,4.555,6.539,23.141,,,,,1012.297539,5.190272,210.060035,0.954306,0.119012,,,,,,
8098,Copper,Aluminum,155.321,brushed,USW,3.067,5.495,20.0,1796.021931,30.092014,673.299755,392.144331,,,,,,,,,,,
8099,Aluminum,StainlessSteel,158.125,bare,Laser,3.482,6.632,24.043,,,,,933.399814,34.477782,278.597254,0.621141,0.20516,,,,,,
8100,Copper,StainlessSteel,157.651,brushed,Laser,2.912,5.749,20.0,,,,,638.156085,25.334731,64.903972,0.738548,0.310726,,,,,,
8101,Copper,Copper,181.985,brushed,Laser,6.417,4.464,68.76,,,,,649.432852,5.0,29.589168,1.186806,0.05,,,,,,
8102,Aluminum,StainlessSteel,155.267,brushed,RSW,9.693,8.314,76.481,,,,,,,,,,7.356485,3.29646,181.347914,100.227211,58.49729,2337.399864
8103,Copper,Aluminum,160.096,nickel_plated,Laser,5.885,6.122,37.844,,,,,880.288676,50.034208,0.0,0.0,0.263726,,,,,,
8104,Copper,Copper,143.524,nickel_plated,Laser,5.919,8.35,20.0,,,,,613.150829,50.210972,0.0,0.0,0.272441,,,,,,
8105,Copper,Aluminum,143.77,bare,Laser,3.445,4.268,20.0,,,,,578.519683,47.505821,0.0,0.0,0.271184,,,,,,
8106,Copper,StainlessSteel,80.803,nickel_plated,USW,6.757,5.104,63.955,1969.920089,14.474626,574.002654,255.512923,,,,,,,,,,,
8107,Aluminum,Nickel,118.721,nickel_plated,RSW,4.476,4.469,47.237,,,,,,,,,,13.933331,3.144066,128.842906,74.81186,97.605747,2007.7307
8108,Copper,Aluminum,124.885,bare,USW,4.123,10.448,35.978,1557.561027,44.956058,786.226952,305.340837,,,,,,,,,,,
8109,Copper,StainlessSteel,110.932,bare,Laser,5.698,6.901,33.886,,,,,803.633262,13.980654,0.0,0.0,0.195753,,,,,,
8110,Copper,Copper,147.64,bare,Laser,5.563,4.798,47.302,,,,,369.855159,46.862705,0.0,0.0,0.186715,,,,,,
8111,Copper,Copper,60.298,bare,USW,7.071,7.351,20.0,1267.813534,33.779085,509.474613,50.0,,,,,,,,,,,
8112,Aluminum,Nickel,68.619,brushed,Laser,4.019,5.034,24.659,,,,,220.473412,53.410618,233.721518,0.534041,0.078655,,,,,,
8113,Aluminum,StainlessSteel,103.186,oxide_heavy,USW,6.591,6.303,20.0,1699.490138,19.278761,964.356527,313.745368,,,,,,,,,,,
8114,Copper,Aluminum,20.0,gold_plated,USW,4.453,4.761,47.756,1754.031162,18.872607,634.96108,386.005502,,,,,,,,,,,
8115,Aluminum,Nickel,191.375,gold_plated,Laser,4.343,3.87,71.038,,,,,599.92286,16.859296,175.40877,0.671027,0.274829,,,,,,
8116,Copper,Aluminum,156.72,brushed,USW,4.944,8.214,40.356,849.168601,31.330376,751.156472,179.747859,,,,,,,,,,,
8117,Aluminum,StainlessSteel,72.901,graphite_coated,RSW,8.838,5.713,46.166,,,,,,,,,,7.516291,3.417937,227.411744,132.276686,63.367843,2351.907208
8118,Copper,Nickel,78.156,brushed,USW,6.144,4.195,20.0,1301.783009,34.391004,708.202488,347.431938,,,,,,,,,,,
8119,Copper,Copper,142.94,bare,RSW,5.379,8.883,20.0,,,,,,,,,,16.111618,4.191682,192.305073,98.633539,103.991086,2805.300145
8120,Copper,Copper,20.0,nickel_plated,USW,7.147,6.328,53.139,1382.974009,36.21715,766.027596,391.509137,,,,,,,,,,,
8121,Copper,Aluminum,119.567,nickel_plated,Laser,7.81,8.139,39.423,,,,,620.122061,5.0,195.560081,1.189721,0.05,,,,,,
8122,Copper,StainlessSteel,92.544,silver_plated,Laser,8.226,6.855,55.609,,,,,100.0,45.145729,202.552448,0.563315,0.099551,,,,,,
8123,Copper,Titanium,98.439,graphite_coated,RSW,4.206,7.629,36.929,,,,,,,,,,12.594171,3.122703,174.019269,106.680914,51.177906,3099.314657
8124,Copper,Copper,144.37,nickel_plated,Laser,6.73,2.502,32.859,,,,,531.9594,13.188015,0.0,0.0,0.188871,,,,,,
8125,Copper,Aluminum,96.86,nickel_plated,RSW,7.775,2.0,55.68,,,,,,,,,,9.11374,2.437522,159.725722,145.714396,60.688537,2701.630562
8126,Aluminum,StainlessSteel,164.444,nickel_plated,Laser,4.381,5.473,47.743,,,,,689.956542,17.422392,356.472218,1.140742,0.05,,,,,,
8127,Aluminum,StainlessSteel,142.379,tin_plated,Laser,7.362,2.0,22.117,,,,,1250.777948,72.822624,0.0,0.0,0.154382,,,,,,
8128,Copper,Nickel,156.855,brushed,Laser,3.753,3.864,57.469,,,,,756.018333,38.321338,0.0,0.0,0.19957,,,,,,
8129,Aluminum,StainlessSteel,143.312,brushed,Laser,6.846,3.037,47.666,,,,,160.214027,35.315438,0.0,0.0,0.188654,,,,,,
8130,Copper,Copper,140.947,graphite_coated,Laser,6.751,6.713,20.0,,,,,260.075414,108.767449,252.37969,1.157843,0.075288,,,,,,
8131,Copper,StainlessSteel,104.814,nickel_plated,USW,6.4,7.638,86.623,2248.615394,46.507237,693.460204,316.746803,,,,,,,,,,,
8132,Copper,Copper,148.095,brushed,Laser,4.565,6.932,20.0,,,,,1058.099352,32.712273,241.605497,1.190729,0.207437,,,,,,
8133,Copper,Copper,93.536,nickel_plated,USW,7.422,9.05,53.812,1746.638151,45.175021,1042.187079,347.877451,,,,,,,,,,,
8134,Copper,StainlessSteel,98.185,brushed,RSW,3.892,2.0,26.801,,,,,,,,,,11.124552,2.830755,173.063331,75.438646,51.175818,2498.28601
8135,Copper,Copper,110.719,tin_plated,Laser,9.495,7.147,35.171,,,,,745.888205,27.397931,301.555057,0.268692,0.118893,,,,,,
8136,Aluminum,StainlessSteel,126.633,nickel_plated,USW,3.05,2.788,50.186,1692.572906,20.064522,458.063646,382.031511,,,,,,,,,,,
8137,Aluminum,Nickel,163.755,nickel_plated,RSW,10.912,6.639,61.274,,,,,,,,,,8.132317,1.601993,250.2238,51.694573,72.873637,2052.66196
8138,Aluminum,Nickel,129.45,silver_plated,Laser,4.991,5.317,35.793,,,,,837.223049,10.808529,341.658037,0.982673,0.12756,,,,,,
8139,Copper,Copper,143.732,tin_plated,USW,2.063,6.214,20.0,1494.709488,30.349328,576.766954,274.957693,,,,,,,,,,,
8140,Copper,StainlessSteel,110.906,silver_plated,Laser,9.056,4.598,55.02,,,,,984.873914,15.713257,230.146212,0.128401,0.171489,,,,,,
8141,Copper,Titanium,138.744,nickel_plated,USW,3.733,2.0,28.293,1300.793244,32.252228,260.60566,493.568465,,,,,,,,,,,
8142,Aluminum,StainlessSteel,71.034,bare,Laser,4.452,8.562,71.801,,,,,494.258336,12.432842,0.0,0.0,0.100845,,,,,,
8143,Copper,Aluminum,97.205,bare,USW,3.249,5.865,20.0,2447.441721,28.408714,814.565423,348.42668,,,,,,,,,,,
8144,Aluminum,Nickel,124.159,tin_plated,Laser,7.421,7.19,47.114,,,,,491.040592,41.862149,156.398036,0.904008,0.329966,,,,,,
8145,Aluminum,Titanium,158.136,graphite_coated,USW,6.234,2.0,67.52,1555.986574,16.899182,687.113077,373.620914,,,,,,,,,,,
8146,Aluminum,StainlessSteel,101.94,graphite_coated,USW,5.597,2.0,23.786,1988.290722,28.511611,701.775332,182.671766,,,,,,,,,,,
8147,Copper,Aluminum,95.172,tin_plated,RSW,6.741,5.331,29.287,,,,,,,,,,11.7478,3.798223,217.283845,100.479588,68.951696,2509.812034
8148,Copper,Nickel,67.592,graphite_coated,USW,8.461,8.098,40.075,1847.309125,44.844528,714.115403,214.476087,,,,,,,,,,,
8149,Copper,Titanium,83.154,bare,USW,5.649,7.65,54.235,1762.138748,45.70387,513.783004,437.692387,,,,,,,,,,,
8150,Aluminum,StainlessSteel,89.367,brushed,Laser,3.688,6.705,24.557,,,,,549.402538,53.547491,0.0,0.0,0.244633,,,,,,
8151,Copper,Copper,129.815,tin_plated,RSW,8.029,4.242,98.967,,,,,,,,,,17.794361,1.508025,225.614012,182.330353,81.239179,1985.37875
8152,Aluminum,StainlessSteel,75.069,brushed,Laser,5.511,7.497,67.455,,,,,336.658127,62.807496,213.431942,0.980856,0.178361,,,,,,
8153,Copper,Aluminum,108.171,brushed,USW,5.333,6.076,22.902,1369.76333,28.839403,833.132483,226.735179,,,,,,,,,,,
