resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
12.72,86.26,9508,0.247,0.6906,B
14.36,84.7,7403,0.267,0.5988,B
5.6,100.0,11628,0.182,0.2927,A
11.16,90.63,9160,0.195,0.2945,A
11.76,87.9,9208,0.239,0.4982,B
22.27,70.26,6837,0.478,0.9079,C
17.44,79.64,8303,0.351,0.7488,B
19.16,93.8,7486,0.265,0.568,B
7.28,97.84,9270,0.135,0.3802,A
12.87,89.44,9908,0.273,0.5375,B
15.14,84.73,7763,0.274,0.6472,B
15.7,78.23,8670,0.223,0.6835,B
7.28,95.58,7937,0.168,0.3223,A
15.81,90.82,7554,0.189,0.5116,B
8.03,100.0,9783,0.192,0.3162,A
24.03,72.62,7485,0.335,0.7787,C
11.35,100.0,9240,0.207,0.3676,A
20.48,75.55,8303,0.428,0.9117,B
6.64,94.7,8316,0.18,0.3899,A
3.26,97.83,9305,0.167,0.3668,A
12.4,89.96,9431,0.128,0.5036,B
13.72,82.09,10480,0.217,0.5855,B
16.87,80.58,8106,0.248,0.625,B
10.17,91.05,8731,0.298,0.4634,A
14.03,84.08,8143,0.265,0.6696,B
17.64,83.78,7843,0.251,0.5389,B
13.38,90.28,8875,0.165,0.4762,A
30.61,69.49,6668,0.688,0.9185,C
10.91,87.71,9964,0.219,0.5627,B
21.29,73.54,6634,0.332,0.7493,C
19.71,85.48,7110,0.398,0.5833,B
13.79,90.95,8985,0.167,0.4613,A
25.37,81.35,7152,0.268,0.7046,B
10.51,93.49,9741,0.244,0.4391,A
13.71,81.03,8059,0.255,0.6843,B
15.5,82.41,8233,0.27,0.5916,B
15.02,90.57,9391,0.317,0.4487,B
15.72,89.59,6943,0.334,0.487,B
10.41,84.51,7940,0.242,0.5008,B
13.07,88.57,8247,0.295,0.4994,B
12.92,83.12,8927,0.247,0.6312,B
7.61,97.51,9401,0.14,0.2693,A
14.93,96.04,8224,0.187,0.4393,A
11.08,89.71,8087,0.256,0.3916,B
12.67,83.79,9935,0.159,0.5507,B
13.29,84.03,9632,0.241,0.6117,B
11.25,100.0,10367,0.252,0.3648,A
9.24,91.61,9367,0.154,0.3257,A
4.44,100.0,10847,0.136,0.2782,A
16.63,79.76,7793,0.317,0.8072,B
18.83,83.61,9014,0.297,0.6177,B
9.43,94.85,8603,0.229,0.4129,A
21.18,73.34,8594,0.376,0.7868,C
7.72,99.07,10287,0.256,0.4151,A
15.42,80.69,8096,0.291,0.6142,B
10.64,93.63,7939,0.213,0.3738,A
11.95,78.56,9269,0.23,0.611,B
9.5,87.9,8680,0.165,0.398,B
10.98,87.69,7725,0.316,0.4572,B
18.6,77.68,7938,0.402,0.7839,B
12.71,98.07,9882,0.263,0.4244,A
20.57,73.1,8289,0.339,0.8837,C
8.68,97.86,8953,0.173,0.4115,A
14.8,99.51,9263,0.243,0.3538,A
28.36,74.78,7429,0.443,0.8926,C
14.19,81.43,8738,0.207,0.59,B
14.7,81.65,8465,0.248,0.6726,B
12.47,89.38,8178,0.27,0.4546,B
9.06,96.38,9456,0.3,0.4283,A
12.54,86.57,9351,0.244,0.6123,B
16.48,73.17,8057,0.348,0.7356,C
16.2,93.01,8562,0.323,0.4954,B
14.71,90.65,7914,0.275,0.5012,A
16.44,77.56,8137,0.363,0.7259,B
16.84,91.96,9381,0.205,0.4977,B
6.47,98.59,9917,0.233,0.4022,A
12.18,89.39,10093,0.213,0.4277,B
5.31,99.96,10535,0.126,0.2652,A
9.96,92.17,8467,0.197,0.4866,A
28.86,76.4,7170,0.411,0.8428,B
16.6,79.65,7388,0.19,0.6096,B
8.26,82.14,8846,0.245,0.5571,B
24.29,74.97,7085,0.453,0.9303,C
10.52,94.99,8734,0.204,0.3855,A
13.61,88.41,7959,0.283,0.4739,B
10.36,94.01,8994,0.203,0.3441,A
12.17,88.53,6725,0.2,0.3594,B
13.63,88.35,7145,0.254,0.6057,B
13.85,87.69,6418,0.305,0.5697,B
17.81,78.02,7955,0.404,0.8385,B
9.2,84.46,8316,0.181,0.5228,B
29.23,65.42,7141,0.726,0.9592,C
11.74,91.02,8349,0.218,0.4895,A
20.55,90.8,9313,0.332,0.5571,B
11.96,98.39,8060,0.194,0.3462,A
8.28,86.75,8474,0.211,0.4989,B
16.26,89.26,7929,0.286,0.5373,B
15.64,87.54,8878,0.237,0.5521,B
15.08,86.78,7532,0.258,0.6413,B
8.69,98.46,8934,0.225,0.3975,A
12.78,90.39,8286,0.268,0.4151,A
17.92,84.53,7042,0.248,0.4266,B
14.41,92.53,7554,0.278,0.529,A
11.79,91.89,8127,0.18,0.4414,A
12.0,94.54,8840,0.169,0.3975,A
11.64,87.1,7976,0.323,0.4661,B
15.41,89.25,6401,0.27,0.4753,B
8.25,89.04,9365,0.188,0.4318,B
10.02,91.76,9609,0.206,0.3205,A
14.35,89.28,8021,0.19,0.4702,B
12.86,88.48,9504,0.275,0.4254,B
7.32,90.97,8138,0.21,0.3715,A
9.99,97.18,8821,0.255,0.4177,A
9.78,95.08,9398,0.248,0.4984,A
9.66,91.7,9039,0.208,0.4439,A
6.65,86.62,9716,0.115,0.4073,B
15.4,85.14,8183,0.234,0.6153,B
10.08,97.37,8803,0.265,0.3711,A
17.59,86.41,8584,0.283,0.6809,B
14.71,84.29,8699,0.282,0.5949,B
9.84,82.63,9631,0.258,0.5467,B
6.51,100.0,10156,0.182,0.2924,A
17.53,80.52,9048,0.328,0.6716,B
11.25,89.68,7926,0.267,0.5021,B
11.29,100.0,9753,0.178,0.3219,A
25.79,71.98,6017,0.461,0.8445,C
14.72,86.27,8048,0.168,0.5083,B
11.02,92.11,8238,0.25,0.4079,A
13.99,95.16,9179,0.191,0.3468,A
11.12,88.77,8279,0.251,0.4679,B
10.97,87.79,8637,0.217,0.4774,B
12.13,95.6,8796,0.17,0.3643,A
19.56,77.63,8374,0.326,0.7176,B
17.69,80.5,8039,0.358,0.7782,B
10.48,94.53,9484,0.272,0.4366,A
12.77,90.37,6484,0.266,0.3849,A
14.64,92.99,8033,0.123,0.4748,A
14.44,88.64,8646,0.24,0.4262,B
22.71,76.07,6685,0.472,0.8833,B
15.21,84.81,8644,0.301,0.6122,B
21.22,96.55,7733,0.317,0.5091,B
4.86,96.86,9127,0.221,0.3319,A
9.79,88.12,8212,0.214,0.5015,B
8.34,95.3,7944,0.195,0.3991,A
6.64,100.0,11158,0.098,0.2235,A
9.52,86.95,7843,0.325,0.4427,B
13.76,93.78,9726,0.166,0.3334,A
13.39,96.46,8636,0.186,0.4034,A
9.37,90.6,7996,0.189,0.3399,A
13.37,95.49,9026,0.299,0.4267,A
22.84,74.71,6973,0.449,0.8682,C
10.25,85.15,8036,0.215,0.4996,B
12.77,100.0,9593,0.215,0.3645,A
16.71,81.04,9404,0.354,0.7307,B
14.29,84.44,9068,0.324,0.779,B
17.79,89.85,6903,0.324,0.5752,B
7.54,97.0,10417,0.18,0.3061,A
21.32,72.25,8015,0.263,0.7722,C
13.95,98.21,9270,0.249,0.4499,A
12.73,80.58,7160,0.288,0.6347,B
10.01,100.0,8750,0.178,0.3561,A
10.91,94.09,7334,0.216,0.4694,A
18.67,100.0,7395,0.3,0.5292,B
10.04,85.33,8986,0.234,0.5792,B
6.78,95.5,10133,0.242,0.3839,A
15.83,86.94,8024,0.209,0.4023,B
12.13,90.72,8763,0.228,0.4492,A
19.49,91.58,9705,0.263,0.4122,B
19.23,79.39,8633,0.318,0.7721,B
16.88,73.6,6680,0.514,0.8759,C
20.36,71.27,9534,0.295,0.7795,C
17.87,85.13,8679,0.34,0.6821,B
14.21,85.53,6592,0.387,0.4803,B
9.58,92.12,8638,0.261,0.4356,A
23.8,70.36,6519,0.467,0.9135,C
19.23,79.95,7912,0.306,0.7822,B
7.31,100.0,11085,0.153,0.3301,A
9.5,100.0,8381,0.11,0.3275,A
21.02,80.91,6048,0.368,0.6264,B
12.61,92.94,9003,0.203,0.3575,A
11.53,97.73,8387,0.185,0.3968,A
7.22,100.0,10877,0.185,0.2738,A
10.19,94.04,9453,0.265,0.4191,A
16.87,81.48,7813,0.329,0.6425,B
11.14,84.33,7096,0.256,0.5393,B
16.78,84.61,7839,0.292,0.6492,B
13.24,94.03,8325,0.265,0.5107,A
19.67,78.49,7775,0.317,0.8539,B
16.61,81.89,8400,0.263,0.5252,B
17.41,94.8,6727,0.254,0.4735,B
10.94,93.85,8193,0.149,0.38,A
16.37,90.07,8885,0.351,0.5503,B
17.72,78.9,8144,0.343,0.7044,B
14.48,86.34,7830,0.293,0.5294,B
11.07,92.97,8481,0.166,0.4509,A
12.73,85.65,10586,0.187,0.5588,B
19.29,74.23,8788,0.256,0.7128,C
8.93,97.26,8472,0.267,0.3999,A
21.84,73.62,7651,0.286,0.8544,C
14.04,90.5,7074,0.238,0.4504,A
7.87,98.94,9183,0.248,0.3527,A
20.6,75.64,8047,0.383,0.8604,B
10.88,87.72,9128,0.202,0.5585,B
14.34,77.95,9444,0.26,0.6572,B
9.58,95.04,8669,0.154,0.3891,A
14.16,92.16,8505,0.26,0.4471,A
16.66,97.81,8566,0.364,0.4937,B
11.26,88.41,9041,0.191,0.3217,B
17.5,84.0,9438,0.27,0.6689,B
16.18,76.08,9382,0.263,0.7381,B
15.43,77.33,8641,0.29,0.7158,B
18.62,86.48,5923,0.289,0.5157,B
10.47,94.46,8294,0.236,0.4854,A
9.43,94.26,9126,0.128,0.3729,A
9.27,97.59,8604,0.175,0.3491,A
17.71,78.9,9361,0.254,0.6673,B
17.67,80.31,7524,0.252,0.6199,B
14.03,87.51,8099,0.252,0.6006,B
9.44,96.94,9379,0.213,0.3669,A
13.16,92.95,7333,0.235,0.4582,A
9.52,87.86,8918,0.175,0.3899,B
17.96,87.22,7335,0.313,0.5451,B
17.88,89.13,8888,0.221,0.4585,B
10.04,96.8,9523,0.279,0.4185,A
22.85,74.72,7336,0.5,0.8949,C
17.05,76.61,8812,0.255,0.7591,B
10.36,91.01,7638,0.198,0.4469,A
15.87,89.19,7780,0.241,0.5075,B
16.12,98.36,8598,0.346,0.5124,B
16.92,81.98,7884,0.271,0.6821,B
13.52,83.29,8034,0.28,0.5304,B
15.28,86.27,7508,0.288,0.6137,B
11.69,99.42,9427,0.227,0.3704,A
12.65,94.86,7371,0.223,0.4566,A
10.16,92.5,7805,0.231,0.4442,A
9.25,95.16,9323,0.16,0.3308,A
15.56,93.88,8125,0.297,0.3975,B
10.13,88.15,8264,0.223,0.6369,B
9.31,92.99,8266,0.225,0.4505,A
14.74,89.8,7774,0.227,0.4421,B
12.1,99.19,7836,0.288,0.3926,A
13.28,93.64,9413,0.278,0.4231,A
22.07,69.35,7535,0.57,0.894,C
22.0,81.84,8396,0.353,0.8372,B
15.98,99.16,9009,0.191,0.4139,B
10.4,98.25,9523,0.156,0.335,A
13.78,87.6,8124,0.275,0.545,B
15.51,90.1,10093,0.218,0.4313,B
9.32,100.0,10852,0.165,0.3046,A
13.36,86.25,7203,0.28,0.5035,B
17.69,75.21,8547,0.291,0.7018,B
20.22,71.85,6783,0.49,0.8795,C
14.08,89.99,8030,0.217,0.4194,B
11.6,95.22,8384,0.201,0.3297,A
15.92,80.88,9444,0.262,0.6026,B
12.59,90.23,7300,0.24,0.4729,A
13.91,98.6,9171,0.311,0.4146,A
19.73,93.66,9434,0.402,0.6274,B
18.04,79.39,7667,0.322,0.6699,B
9.84,92.17,8537,0.201,0.4426,A
16.81,99.22,8839,0.283,0.4064,B
14.9,100.0,8467,0.245,0.3877,A
9.67,94.77,9764,0.279,0.4322,A
11.04,93.48,9210,0.162,0.3823,A
11.21,100.0,9377,0.213,0.3173,A
15.28,91.82,8300,0.269,0.543,B
13.22,85.1,7979,0.236,0.5773,B
11.81,84.42,9360,0.211,0.4792,B
13.16,91.47,7854,0.266,0.4745,A
15.92,77.72,7744,0.413,0.8503,B
11.66,81.29,7379,0.318,0.703,B
15.04,92.58,7734,0.254,0.4916,B
12.86,88.22,8418,0.234,0.4344,B
10.83,79.6,9295,0.227,0.5825,B
14.11,93.37,8466,0.2,0.4178,A
13.55,80.75,6970,0.411,0.7485,B
16.46,82.28,9297,0.344,0.7684,B
11.55,93.16,8472,0.208,0.4452,A
12.36,91.59,7281,0.246,0.4663,A
14.56,90.22,8265,0.31,0.5502,A
25.39,76.03,7839,0.313,0.7171,B
15.31,84.53,8593,0.268,0.664,B
14.37,82.1,10088,0.262,0.5868,B
15.46,90.1,7248,0.222,0.5462,B
13.7,97.34,8848,0.147,0.4094,A
10.57,88.49,8815,0.116,0.4314,B
12.88,88.85,8831,0.227,0.5335,B
10.69,92.63,7062,0.179,0.4173,A
22.37,76.73,7596,0.42,0.818,B
10.11,87.69,8501,0.24,0.544,B
8.63,92.43,7388,0.142,0.4235,A
11.11,95.71,7557,0.195,0.4227,A
8.49,89.93,8349,0.208,0.571,B
14.98,81.24,7734,0.288,0.5677,B
11.5,93.78,9655,0.25,0.3282,A
13.74,90.87,7527,0.177,0.4463,A
24.8,72.22,6444,0.492,0.9349,C
7.39,92.13,9431,0.231,0.3007,A
13.72,92.54,9781,0.142,0.3523,A
29.21,71.75,6276,0.533,0.8838,C
14.76,87.99,7254,0.241,0.4416,B
8.27,100.0,9486,0.144,0.2691,A
13.66,99.32,8617,0.267,0.4919,A
12.48,84.22,8861,0.261,0.6361,B
7.95,100.0,8997,0.243,0.3198,A
17.92,74.12,8107,0.442,0.814,C
10.47,91.62,8796,0.172,0.5134,A
11.13,84.39,8617,0.224,0.5098,B
21.32,95.45,6054,0.239,0.4964,B
15.67,85.11,9466,0.303,0.6433,B
10.92,83.61,9574,0.18,0.5441,B
20.15,75.11,7427,0.426,0.8504,B
28.32,64.37,6712,0.678,0.9726,C
11.59,94.1,8370,0.25,0.472,A
18.55,99.72,8220,0.222,0.4286,B
13.27,100.0,9828,0.287,0.3663,A
11.55,93.29,8044,0.206,0.4522,A
19.65,77.64,6688,0.242,0.5843,B
13.49,81.1,7735,0.252,0.5427,B
13.37,93.75,7800,0.213,0.4355,A
8.85,93.87,8449,0.227,0.3795,A
13.64,82.59,9052,0.289,0.7902,B
23.54,81.54,8504,0.321,0.6678,B
17.68,81.22,9265,0.341,0.7478,B
10.18,100.0,10196,0.181,0.2781,A
12.78,92.32,9279,0.352,0.5155,A
12.24,82.65,9246,0.255,0.566,B
7.42,100.0,9581,0.119,0.275,A
14.33,92.79,7325,0.309,0.4867,A
10.98,89.66,9278,0.226,0.5204,B
7.8,95.3,8924,0.203,0.4362,A
14.53,91.54,7157,0.277,0.3995,A
9.58,96.59,7783,0.204,0.4759,A
15.87,86.59,7547,0.264,0.569,B
17.6,97.98,7368,0.263,0.3833,B
14.93,92.35,6804,0.237,0.4501,A
13.94,90.18,7582,0.261,0.4607,A
14.11,89.12,8722,0.326,0.4605,B
15.76,86.59,9374,0.268,0.4528,B
10.37,91.76,9107,0.168,0.3395,A
22.62,89.67,6915,0.416,0.6071,B
10.94,94.68,7773,0.298,0.411,A
13.27,96.44,8026,0.244,0.422,A
13.2,92.63,7960,0.23,0.4474,A
20.24,76.44,7253,0.377,0.8395,B
12.95,96.41,10288,0.146,0.315,A
10.36,100.0,9325,0.202,0.3761,A
11.39,85.96,7827,0.249,0.4737,B
8.33,100.0,9061,0.148,0.3504,A
8.42,95.45,9695,0.147,0.2958,A
10.19,85.43,8830,0.198,0.507,B
26.52,74.12,7460,0.501,0.9224,C
14.94,93.35,7806,0.171,0.4259,A
8.11,98.29,8460,0.241,0.3599,A
14.45,90.8,8093,0.189,0.4079,A
11.1,93.18,10250,0.157,0.3818,A
13.58,100.0,9076,0.259,0.3936,A
11.71,85.7,8689,0.225,0.4789,B
13.16,93.46,7486,0.258,0.4421,A
22.27,86.95,7685,0.364,0.5517,B
12.49,83.68,9003,0.201,0.5184,B
11.31,90.9,7172,0.306,0.5043,A
15.06,82.63,8015,0.314,0.7277,B
13.22,81.39,6594,0.3,0.5629,B
15.44,90.13,7175,0.242,0.4694,B
15.09,88.92,7838,0.225,0.6132,B
12.76,87.89,8664,0.265,0.415,B
29.2,68.81,7227,0.727,0.9594,C
14.57,87.35,9050,0.272,0.4685,B
17.53,94.86,7150,0.234,0.5122,B
21.71,83.25,7381,0.354,0.6139,B
10.09,92.68,8469,0.275,0.3827,A
8.51,95.64,8768,0.278,0.3811,A
12.55,85.86,8996,0.27,0.6713,B
7.95,95.24,10087,0.19,0.3604,A
15.9,82.8,7334,0.289,0.6034,B
17.64,87.3,8667,0.282,0.6463,B
11.08,95.77,8457,0.155,0.3332,A
12.16,95.96,8925,0.262,0.421,A
18.36,84.57,7323,0.287,0.6223,B
10.58,93.56,8772,0.191,0.4551,A
9.9,91.7,8871,0.199,0.3926,A
19.36,76.2,8286,0.322,0.7283,B
13.3,94.57,8408,0.276,0.4689,A
18.25,91.48,8440,0.393,0.5764,B
26.06,68.76,7043,0.734,0.9364,C
12.34,86.55,8734,0.366,0.5055,B
15.96,80.01,6716,0.292,0.4903,B
16.03,90.13,6614,0.366,0.5163,B
18.92,90.48,8370,0.377,0.5858,B
17.67,76.33,7922,0.384,0.8366,B
8.18,96.46,9515,0.283,0.4317,A
15.57,88.88,8194,0.235,0.4553,B
13.56,93.68,9276,0.166,0.3443,A
18.74,84.35,6921,0.244,0.5662,B
16.89,86.75,6151,0.308,0.5815,B
12.3,100.0,11151,0.104,0.2529,A
15.28,95.7,7975,0.326,0.4672,B
22.94,80.97,6320,0.43,0.6649,B
9.23,93.05,8508,0.206,0.3374,A
10.49,91.17,9312,0.207,0.3596,A
13.08,94.35,7772,0.257,0.431,A
9.81,90.0,7904,0.18,0.3608,B
12.16,93.1,7758,0.232,0.4417,A
15.57,89.88,8615,0.233,0.4493,B
8.78,93.43,9839,0.247,0.3471,A
12.89,97.88,8503,0.195,0.4048,A
20.27,78.87,6786,0.434,0.8922,B
12.29,98.51,8615,0.255,0.4118,A
14.13,99.08,8474,0.27,0.4167,A
16.53,93.63,7901,0.317,0.4981,B
11.5,90.56,7889,0.256,0.4757,A
16.82,77.54,7656,0.34,0.8147,B
10.85,93.01,8361,0.336,0.4836,A
15.18,88.54,8018,0.263,0.489,B
11.47,84.51,8433,0.305,0.5316,B
10.03,95.19,8889,0.217,0.3635,A
18.88,90.84,7727,0.239,0.5648,B
12.54,89.41,7144,0.328,0.4978,B
23.17,93.39,7061,0.274,0.4885,B
11.78,99.61,8723,0.243,0.4014,A
9.0,88.43,9051,0.184,0.3242,B
13.91,80.47,9880,0.206,0.6444,B
10.8,99.55,9014,0.169,0.3714,A
11.44,96.9,9015,0.264,0.4268,A
16.4,96.52,8567,0.347,0.4527,B
20.88,81.94,8543,0.234,0.6444,B
19.3,81.97,7891,0.277,0.6791,B
8.67,93.34,9082,0.269,0.4035,A
10.84,91.55,10097,0.256,0.4397,A
12.43,87.17,9063,0.225,0.5544,B
12.51,95.67,9570,0.16,0.3096,A
17.03,79.47,9242,0.328,0.8356,B
14.58,91.5,8273,0.213,0.4764,A
18.62,94.77,7592,0.239,0.3733,B
16.12,85.77,9165,0.269,0.7218,B
8.56,93.02,8496,0.16,0.4373,A
18.39,75.38,8443,0.343,0.7263,B
11.1,85.24,10529,0.135,0.4348,B
11.17,99.83,10490,0.196,0.3146,A
17.15,77.25,8973,0.324,0.7192,B
9.33,82.65,9043,0.36,0.6974,B
15.16,84.39,8789,0.275,0.6182,B
8.68,95.03,8139,0.247,0.4539,A
8.33,92.92,8248,0.16,0.4559,A
12.47,87.23,8684,0.225,0.5414,B
15.53,90.69,6690,0.216,0.4777,B
6.78,100.0,9445,0.12,0.3029,A
15.46,87.4,8780,0.255,0.5849,B
15.23,91.35,6567,0.213,0.4568,B
8.26,90.71,8682,0.197,0.4755,A
14.03,87.24,7496,0.306,0.5272,B
9.34,86.53,9650,0.16,0.394,B
10.64,96.31,8357,0.235,0.4282,A
14.65,93.34,7315,0.317,0.5044,A
12.6,89.21,8869,0.223,0.4494,B
25.8,72.15,7229,0.47,0.946,C
16.75,82.84,8690,0.327,0.626,B
15.71,86.51,8904,0.201,0.6369,B
20.09,84.75,8472,0.35,0.6409,B
14.4,83.41,10636,0.274,0.6705,B
21.12,81.6,8501,0.36,0.8147,B
14.73,100.0,9964,0.238,0.333,A
17.96,77.42,8967,0.373,0.8305,B
11.04,96.52,8907,0.209,0.3947,A
14.81,98.93,7078,0.338,0.4367,A
9.81,99.78,9891,0.158,0.2654,A
11.9,97.74,7799,0.194,0.3765,A
19.25,82.92,7433,0.331,0.6211,B
14.09,86.18,9587,0.233,0.5541,B
11.31,92.77,10158,0.23,0.3923,A
8.3,88.89,7685,0.273,0.4772,B
15.08,81.62,7771,0.274,0.6419,B
6.43,94.58,8381,0.11,0.2853,A
11.09,96.21,8400,0.138,0.2986,A
11.27,91.44,7976,0.275,0.4228,A
20.4,89.59,5465,0.309,0.5743,B
9.92,95.0,7836,0.217,0.3972,A
8.99,100.0,8619,0.216,0.3668,A
6.57,88.09,9619,0.18,0.4149,B
12.62,92.35,9050,0.344,0.4792,A
22.53,70.63,7055,0.489,0.9103,C
12.28,89.9,7814,0.3,0.4479,B
19.62,89.61,5986,0.28,0.5149,B
12.93,98.31,8693,0.243,0.4351,A
13.38,94.52,9401,0.272,0.4457,A
19.2,93.97,7437,0.324,0.5074,B
8.61,99.86,9513,0.111,0.2573,A
12.23,83.01,8901,0.238,0.5485,B
20.79,81.94,7631,0.355,0.7035,B
10.26,93.23,9115,0.293,0.4134,A
12.26,95.81,8455,0.268,0.4042,A
19.62,88.57,7211,0.27,0.616,B
15.94,73.03,8252,0.274,0.7545,C
11.91,84.39,8453,0.24,0.5442,B
20.76,76.4,7670,0.457,0.8825,B
9.59,97.82,10456,0.224,0.3126,A
13.53,93.2,9262,0.227,0.3221,A
12.29,87.46,8357,0.275,0.5503,B
22.76,72.55,6843,0.342,0.8242,C
10.55,87.01,8588,0.242,0.4652,B
10.2,90.89,7549,0.246,0.3374,A
12.72,79.53,8023,0.312,0.6177,B
20.95,86.79,6974,0.336,0.5899,B
25.6,75.9,7376,0.47,0.8486,B
17.78,92.66,6240,0.308,0.5183,B
14.61,93.74,9452,0.253,0.3935,A
30.77,71.67,7046,0.497,0.832,C
11.8,98.3,9321,0.17,0.3487,A
12.55,74.89,8192,0.303,0.7881,C
8.47,94.79,10168,0.232,0.324,A
15.01,96.42,8225,0.183,0.3939,B
8.03,89.0,8228,0.288,0.4495,B
11.66,82.39,8245,0.234,0.4913,B
13.7,86.69,8628,0.302,0.482,B
12.7,87.88,7868,0.2,0.4746,B
10.14,98.76,10137,0.165,0.3609,A
16.81,89.67,7757,0.255,0.5444,B
13.39,97.99,8640,0.305,0.444,A
13.69,87.72,8155,0.232,0.4549,B
8.78,100.0,9009,0.133,0.3325,A
20.94,88.44,8728,0.369,0.5359,B
12.36,85.7,7720,0.285,0.5006,B
18.83,80.25,9488,0.263,0.7822,B
10.95,96.08,9827,0.197,0.3108,A
11.91,95.29,6911,0.171,0.3831,A
17.57,89.5,10107,0.2,0.476,B
12.77,90.31,7096,0.238,0.4844,A
17.65,95.59,7958,0.223,0.3895,B
15.97,86.17,7016,0.274,0.4301,B
11.39,92.7,8411,0.196,0.4922,A
17.79,85.99,8671,0.357,0.5141,B
12.66,86.27,7964,0.189,0.5062,B
7.7,86.89,9357,0.233,0.4409,B
13.93,85.45,8555,0.286,0.6626,B
21.48,91.14,8651,0.363,0.535,B
21.14,70.31,7723,0.54,0.9037,C
13.24,90.22,8179,0.178,0.5144,A
19.2,75.7,8398,0.389,0.8244,B
31.1,70.91,7306,0.553,0.9045,C
11.89,93.41,9047,0.218,0.4349,A
12.44,90.21,7141,0.233,0.4923,A
12.66,92.46,6808,0.234,0.4268,A
23.41,79.92,9463,0.296,0.6192,B
10.4,90.26,9557,0.125,0.4217,A
16.57,100.0,9060,0.252,0.4177,B
11.05,87.87,8199,0.25,0.4952,B
19.13,86.35,7920,0.326,0.5354,B
8.55,94.1,8815,0.159,0.4446,A
10.68,93.58,9266,0.327,0.4043,A
12.04,100.0,10607,0.24,0.3683,A
14.12,76.88,9317,0.241,0.7495,B
9.46,100.0,10874,0.129,0.2592,A
12.4,91.42,7660,0.244,0.3788,A
8.82,88.14,8418,0.175,0.4415,B
11.93,88.04,8360,0.202,0.4809,B
15.02,84.51,5800,0.342,0.5576,B
8.88,100.0,8537,0.292,0.3551,A
15.69,95.41,8698,0.202,0.3789,B
22.35,71.09,7762,0.479,0.8649,C
10.97,84.24,9184,0.201,0.4693,B
21.37,72.21,7719,0.376,0.7596,C
4.37,92.72,8936,0.186,0.3939,A
15.55,83.39,9966,0.154,0.5192,B
11.71,86.16,7058,0.344,0.5164,B
5.6,95.09,9753,0.162,0.4257,A
8.26,99.03,9448,0.279,0.4118,A
16.27,89.94,7790,0.259,0.4407,B
16.4,78.97,8345,0.267,0.7307,B
12.56,87.43,9765,0.246,0.664,B
7.69,100.0,8950,0.148,0.3959,A
13.06,77.9,9589,0.324,0.785,B
11.74,96.48,8497,0.279,0.3647,A
9.27,93.02,9746,0.197,0.3771,A
16.91,89.31,9227,0.165,0.4187,B
16.38,78.51,8627,0.281,0.6968,B
16.03,80.02,9444,0.343,0.7381,B
13.87,100.0,8732,0.199,0.4088,A
15.63,71.04,7704,0.308,0.7802,C
12.77,94.91,8643,0.244,0.3505,A
16.22,80.67,8822,0.32,0.6974,B
14.34,78.43,9911,0.248,0.6597,B
16.37,90.52,7047,0.252,0.5812,B
23.25,72.22,6595,0.422,0.8577,C
4.5,91.65,8686,0.174,0.5356,A
26.1,74.59,6686,0.453,0.8459,C
18.69,76.72,7302,0.556,0.9046,B
5.92,99.04,9511,0.176,0.3062,A
10.16,99.25,9175,0.236,0.3125,A
16.08,90.22,7707,0.254,0.4919,B
13.38,88.92,8482,0.156,0.4154,B
9.96,93.76,8281,0.26,0.515,A
13.1,91.53,7279,0.314,0.4631,A
8.69,92.77,8439,0.224,0.4305,A
12.14,86.57,8554,0.157,0.3577,B
9.13,91.59,7400,0.262,0.4178,A
15.15,84.46,6823,0.323,0.6025,B
11.45,87.32,8569,0.278,0.5309,B
9.25,93.81,8386,0.234,0.3934,A
14.27,85.57,8549,0.233,0.5272,B
17.42,76.8,8181,0.319,0.8396,B
11.7,91.1,7776,0.32,0.422,A
7.62,93.84,8942,0.198,0.3915,A
9.24,100.0,9353,0.183,0.3172,A
16.38,94.34,6982,0.311,0.5289,B
10.41,93.84,8784,0.266,0.5255,A
14.41,82.97,8330,0.272,0.653,B
13.17,86.4,8423,0.218,0.5715,B
8.88,89.21,8574,0.261,0.5065,B
13.51,86.36,7747,0.295,0.5658,B
15.29,88.17,7693,0.322,0.5403,B
7.13,100.0,10292,0.196,0.3389,A
12.67,91.56,9878,0.172,0.4104,A
11.32,96.13,8589,0.243,0.4035,A
11.59,95.38,8314,0.206,0.3801,A
13.09,86.01,10538,0.199,0.5508,B
11.08,98.08,8143,0.211,0.3913,A
15.4,85.97,9193,0.231,0.6277,B
12.11,76.34,10256,0.251,0.706,B
12.43,98.85,10156,0.289,0.419,A
13.35,87.16,7877,0.311,0.5125,B
10.97,90.06,8355,0.145,0.4366,A
16.56,75.94,9288,0.388,0.8169,B
10.56,90.87,8490,0.235,0.499,A
16.28,76.65,9238,0.298,0.7547,B
8.6,98.29,10754,0.252,0.3144,A
15.8,90.5,7642,0.28,0.4768,B
22.1,82.15,6572,0.323,0.5761,B
18.23,90.27,7876,0.202,0.4098,B
9.56,98.66,8333,0.192,0.3566,A
12.0,92.18,8393,0.223,0.5217,A
5.85,93.34,9072,0.192,0.385,A
22.11,72.33,6931,0.413,0.8883,C
10.79,85.09,8374,0.256,0.4591,B
20.64,86.3,6910,0.29,0.5025,B
