respondent_id,stakeholder_type,state,lga,industry_type,awareness_score_1_5,acceptance_score_1_5,perceived_benefits,perceived_risks,capex_concern_1_5,opex_concern_1_5,reliability_concern_1_5,regulatory_barrier_score_1_5,familiar_with_gas_price_volatility,prefer_grid_integration,prefer_isolated_minigrid,purchase_intent_0_1,comment,source,is_fabricated
R01672,Academic,Niger,Niger LGA 3,Food Processing,3,3,Lower OPEX,Maintenance,5,3,2,3,True,False,False,0,,Primary (synthetic),True
R01673,Academic,Imo,Imo LGA 11,Hospitality,3,1,Reliability,Regulatory Risk,4,2,3,4,False,False,False,0,,Primary (synthetic),True
R01674,Engineer,Rivers,Rivers LGA 19,Cement,3,3,Long Life,Gas Price Volatility,4,4,2,4,False,True,False,0,,Primary (synthetic),True
R01675,Academic,Zamfara,Zamfara LGA 3,Cement,4,1,Scalable,Maintenance,5,2,3,2,True,False,True,0,,Primary (synthetic),True
R01676,Industrial Manager,FCT,Abaji,Retail,4,4,Lower OPEX,Regulatory Risk,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R01677,DisCo Official,FCT,Gwagwalada,Oil & Gas Services,4,5,Scalable,Regulatory Risk,4,2,5,3,False,False,False,0,,Primary (synthetic),True
R01678,Policymaker,Edo,Edo LGA 8,Automotive,4,3,Scalable,Regulatory Risk,4,2,3,3,False,False,True,0,,Primary (synthetic),True
R01679,Industrial Manager,Edo,Edo LGA 11,Textile,4,4,Reliability,Capex,3,1,3,3,True,False,True,1,,Primary (synthetic),True
R01680,Policymaker,Ogun,Ogun LGA 13,FMCG,4,4,Scalable,Maintenance,5,2,3,3,True,True,False,0,,Primary (synthetic),True
R01681,Investor,Niger,Niger LGA 25,Textile,4,2,Lower OPEX,Regulatory Risk,3,3,2,2,False,True,False,0,,Primary (synthetic),True
R01682,Community Leader,Akwa Ibom,Akwa Ibom LGA 26,Automotive,3,3,Long Life,Regulatory Risk,2,2,2,4,True,True,False,0,,Primary (synthetic),True
R01683,Engineer,Akwa Ibom,Akwa Ibom LGA 19,Food Processing,3,3,Scalable,Capex,4,4,2,4,False,False,True,0,,Primary (synthetic),True
R01684,Industrial Manager,Ogun,Ogun LGA 12,Automotive,4,1,Long Life,Capex,3,4,3,3,True,True,False,0,,Primary (synthetic),True
R01685,Engineer,Sokoto,Sokoto LGA 6,Cement,2,3,Lower OPEX,Technical Complexity,2,3,5,3,True,False,False,1,,Primary (synthetic),True
R01686,Policymaker,Anambra,Anambra LGA 6,Textile,1,5,Lower Emissions,Maintenance,3,3,4,2,True,False,False,1,,Primary (synthetic),True
R01687,Industrial Manager,Gombe,Gombe LGA 4,FMCG,4,3,Reliability,Maintenance,3,2,3,2,True,True,False,1,,Primary (synthetic),True
R01688,Community Leader,Delta,Delta LGA 21,Oil & Gas Services,2,3,Scalable,Regulatory Risk,3,3,3,2,False,True,False,1,,Primary (synthetic),True
R01689,Policymaker,Kwara,Kwara LGA 7,Retail,2,2,Reliability,Regulatory Risk,4,3,3,4,False,False,True,0,,Primary (synthetic),True
R01690,Policymaker,Taraba,Taraba LGA 8,Textile,4,1,Scalable,Technical Complexity,4,2,3,4,True,True,False,0,,Primary (synthetic),True
R01691,Investor,Gombe,Gombe LGA 8,FMCG,4,3,Reliability,Capex,3,4,3,5,True,True,False,0,,Primary (synthetic),True
R01692,Academic,Gombe,Gombe LGA 4,Cement,2,2,Lower OPEX,Technical Complexity,3,2,3,4,True,True,False,0,,Primary (synthetic),True
R01693,Industrial Manager,Zamfara,Zamfara LGA 11,Oil & Gas Services,2,3,Lower OPEX,Capex,2,2,3,2,False,False,True,1,,Primary (synthetic),True
R01694,Academic,Adamawa,Adamawa LGA 21,Retail,3,4,Lower Emissions,Capex,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R01695,Engineer,Gombe,Gombe LGA 8,Textile,3,3,Scalable,Capex,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01696,Academic,Enugu,Enugu LGA 9,Textile,2,2,Scalable,Capex,3,2,3,4,False,False,True,0,,Primary (synthetic),True
R01697,Industrial Manager,Enugu,Enugu LGA 7,Hospitality,3,3,Lower Emissions,Maintenance,3,2,2,2,False,False,False,1,,Primary (synthetic),True
R01698,Industrial Manager,Cross River,Cross River LGA 11,Retail,1,3,Long Life,Capex,3,2,2,2,True,True,False,1,,Primary (synthetic),True
R01699,Industrial Manager,Ogun,Ogun LGA 16,Oil & Gas Services,4,2,Scalable,Gas Price Volatility,3,3,2,3,False,True,False,0,,Primary (synthetic),True
R01700,Community Leader,Taraba,Taraba LGA 11,Oil & Gas Services,3,3,Reliability,Capex,3,3,2,4,True,False,False,0,,Primary (synthetic),True
R01701,Engineer,Gombe,Gombe LGA 10,Oil & Gas Services,1,1,Lower Emissions,Capex,3,3,2,3,True,False,False,0,,Primary (synthetic),True
R01702,Policymaker,Ekiti,Ekiti LGA 3,FMCG,2,2,Long Life,Technical Complexity,4,3,4,4,True,True,False,0,,Primary (synthetic),True
R01703,Academic,Ebonyi,Ebonyi LGA 6,Retail,3,2,Lower Emissions,Regulatory Risk,3,1,4,4,True,False,True,0,,Primary (synthetic),True
R01704,Academic,Bauchi,Bauchi LGA 14,Retail,4,3,Long Life,Gas Price Volatility,4,4,3,4,False,True,False,0,,Primary (synthetic),True
R01705,DisCo Official,Delta,Delta LGA 14,Oil & Gas Services,4,2,Long Life,Regulatory Risk,3,1,3,3,True,True,False,0,,Primary (synthetic),True
R01706,Policymaker,Kaduna,Kaduna LGA 3,Retail,4,1,Long Life,Maintenance,3,3,3,3,False,False,False,0,,Primary (synthetic),True
R01707,Industrial Manager,Lagos,Oshodi-Isolo,FMCG,3,5,Lower Emissions,Maintenance,4,2,1,4,False,False,False,0,,Primary (synthetic),True
R01708,Policymaker,Gombe,Gombe LGA 9,FMCG,3,1,Lower Emissions,Capex,4,3,2,3,True,False,True,0,,Primary (synthetic),True
R01709,Engineer,Ekiti,Ekiti LGA 15,Oil & Gas Services,3,2,Long Life,Maintenance,2,2,2,3,True,True,False,0,,Primary (synthetic),True
R01710,Investor,Akwa Ibom,Akwa Ibom LGA 20,Retail,2,3,Reliability,Gas Price Volatility,2,3,3,3,True,False,True,1,,Primary (synthetic),True
R01711,Policymaker,Nasarawa,Nasarawa LGA 5,Textile,3,3,Lower Emissions,Technical Complexity,3,2,3,4,False,True,False,0,,Primary (synthetic),True
R01712,DisCo Official,Benue,Benue LGA 22,Retail,4,3,Lower Emissions,Capex,3,3,3,3,False,True,False,1,,Primary (synthetic),True
R01713,Engineer,Abia,Abia LGA 10,FMCG,3,4,Lower OPEX,Capex,2,3,3,2,True,True,False,1,,Primary (synthetic),True
R01714,Investor,Kogi,Kogi LGA 2,Food Processing,3,1,Scalable,Gas Price Volatility,3,3,2,4,False,False,True,0,,Primary (synthetic),True
R01715,DisCo Official,Katsina,Katsina LGA 8,Food Processing,3,3,Lower OPEX,Technical Complexity,4,2,3,2,True,True,False,0,,Primary (synthetic),True
R01716,Community Leader,Abia,Abia LGA 1,Hospitality,3,2,Lower OPEX,Technical Complexity,3,3,5,3,False,False,False,0,,Primary (synthetic),True
R01717,Industrial Manager,Benue,Benue LGA 18,Hospitality,2,2,Scalable,Gas Price Volatility,4,2,2,2,True,True,False,0,,Primary (synthetic),True
R01718,DisCo Official,Lagos,Ajeromi-Ifelodun,Hospitality,4,4,Long Life,Regulatory Risk,4,1,3,5,True,True,False,0,,Primary (synthetic),True
R01719,Policymaker,Rivers,Rivers LGA 3,FMCG,2,3,Scalable,Maintenance,3,3,4,2,True,False,False,1,,Primary (synthetic),True
R01720,Community Leader,Ondo,Ondo LGA 3,Food Processing,3,3,Lower OPEX,Regulatory Risk,3,2,2,5,False,False,False,0,,Primary (synthetic),True
R01721,Industrial Manager,Akwa Ibom,Akwa Ibom LGA 22,Food Processing,2,3,Long Life,Technical Complexity,4,2,2,4,False,True,False,0,,Primary (synthetic),True
R01722,Policymaker,Abia,Abia LGA 13,Cement,5,4,Reliability,Gas Price Volatility,4,3,1,4,False,False,False,0,,Primary (synthetic),True
R01723,Policymaker,Lagos,Alimosho,Hospitality,3,3,Scalable,Gas Price Volatility,4,3,4,3,False,False,True,0,,Primary (synthetic),True
R01724,Engineer,Gombe,Gombe LGA 11,Food Processing,3,3,Reliability,Gas Price Volatility,2,4,2,3,True,True,False,1,,Primary (synthetic),True
R01725,DisCo Official,Borno,Borno LGA 26,Hospitality,2,2,Lower OPEX,Regulatory Risk,3,2,5,3,False,False,True,0,,Primary (synthetic),True
R01726,Industrial Manager,Niger,Niger LGA 18,Oil & Gas Services,2,3,Long Life,Gas Price Volatility,4,3,4,3,True,True,False,0,,Primary (synthetic),True
R01727,Academic,Kaduna,Kaduna LGA 4,FMCG,3,4,Scalable,Capex,4,1,4,2,False,True,False,0,,Primary (synthetic),True
R01728,Community Leader,Zamfara,Zamfara LGA 14,Oil & Gas Services,2,3,Scalable,Maintenance,3,4,4,3,False,False,True,1,,Primary (synthetic),True
R01729,DisCo Official,Cross River,Cross River LGA 15,Hospitality,2,3,Scalable,Gas Price Volatility,3,4,1,3,True,True,False,1,,Primary (synthetic),True
R01730,DisCo Official,Kaduna,Kaduna LGA 3,Textile,2,2,Long Life,Capex,3,4,5,2,True,False,False,0,,Primary (synthetic),True
R01731,Policymaker,Yobe,Yobe LGA 10,Retail,3,2,Lower Emissions,Capex,4,2,3,3,True,False,True,0,,Primary (synthetic),True
R01732,Academic,Plateau,Plateau LGA 10,Retail,4,2,Reliability,Regulatory Risk,4,3,3,2,False,False,True,0,,Primary (synthetic),True
R01733,Community Leader,Nasarawa,Nasarawa LGA 7,Retail,2,3,Scalable,Regulatory Risk,3,4,3,5,False,False,False,0,,Primary (synthetic),True
R01734,Industrial Manager,Plateau,Plateau LGA 2,Retail,3,3,Lower OPEX,Maintenance,2,3,3,3,False,True,False,1,,Primary (synthetic),True
R01735,Industrial Manager,Cross River,Cross River LGA 7,Textile,3,3,Lower OPEX,Gas Price Volatility,4,3,2,4,True,False,True,0,,Primary (synthetic),True
R01736,Industrial Manager,Katsina,Katsina LGA 25,Automotive,3,3,Reliability,Maintenance,4,2,4,4,True,True,False,0,,Primary (synthetic),True
R01737,DisCo Official,Borno,Borno LGA 17,Hospitality,3,2,Reliability,Technical Complexity,2,2,3,4,True,False,True,0,,Primary (synthetic),True
R01738,Engineer,Bayelsa,Bayelsa LGA 3,Oil & Gas Services,5,2,Lower OPEX,Maintenance,3,3,4,1,False,False,True,0,,Primary (synthetic),True
R01739,Community Leader,Rivers,Rivers LGA 17,Oil & Gas Services,3,1,Scalable,Regulatory Risk,4,4,1,3,True,False,True,0,,Primary (synthetic),True
R01740,Industrial Manager,Delta,Delta LGA 4,Retail,4,3,Scalable,Gas Price Volatility,4,3,5,2,True,False,False,0,,Primary (synthetic),True
R01741,Community Leader,FCT,Gwagwalada,Oil & Gas Services,4,4,Reliability,Maintenance,4,3,2,2,True,True,False,0,,Primary (synthetic),True
R01742,Investor,Kano,Kano LGA 23,Textile,2,3,Long Life,Technical Complexity,3,4,3,3,True,True,False,1,,Primary (synthetic),True
R01743,Academic,Edo,Edo LGA 5,Hospitality,3,3,Scalable,Gas Price Volatility,5,2,2,2,True,False,True,0,,Primary (synthetic),True
R01744,Engineer,Lagos,Eti-Osa,Textile,3,3,Long Life,Gas Price Volatility,4,3,2,4,True,True,False,0,,Primary (synthetic),True
R01745,DisCo Official,Rivers,Rivers LGA 10,Automotive,4,3,Reliability,Capex,4,3,3,4,True,False,True,0,,Primary (synthetic),True
R01746,Community Leader,Cross River,Cross River LGA 13,Cement,3,2,Lower Emissions,Technical Complexity,4,2,4,3,True,False,True,0,,Primary (synthetic),True
R01747,DisCo Official,Nasarawa,Nasarawa LGA 2,Oil & Gas Services,2,4,Lower Emissions,Maintenance,4,2,3,4,False,True,False,0,,Primary (synthetic),True
R01748,Investor,Plateau,Plateau LGA 4,Cement,3,2,Long Life,Technical Complexity,3,3,3,4,False,False,True,0,,Primary (synthetic),True
R01749,Investor,Bayelsa,Bayelsa LGA 1,FMCG,3,1,Scalable,Maintenance,3,3,2,2,False,False,False,0,,Primary (synthetic),True
R01750,Investor,Taraba,Taraba LGA 3,Automotive,3,2,Scalable,Regulatory Risk,3,1,3,3,True,False,True,0,,Primary (synthetic),True
R01751,Engineer,Ondo,Ondo LGA 8,Textile,2,2,Reliability,Technical Complexity,5,1,3,3,True,False,True,0,,Primary (synthetic),True
R01752,Policymaker,Akwa Ibom,Akwa Ibom LGA 30,FMCG,3,3,Scalable,Technical Complexity,4,3,4,3,False,False,True,0,,Primary (synthetic),True
R01753,DisCo Official,Plateau,Plateau LGA 16,FMCG,2,3,Lower OPEX,Gas Price Volatility,2,4,4,3,False,True,False,1,,Primary (synthetic),True
R01754,Investor,Cross River,Cross River LGA 6,Textile,5,4,Reliability,Regulatory Risk,3,2,4,4,True,False,True,0,,Primary (synthetic),True
R01755,DisCo Official,Zamfara,Zamfara LGA 13,Automotive,3,3,Lower Emissions,Maintenance,3,2,3,3,False,False,True,1,,Primary (synthetic),True
R01756,Investor,Ebonyi,Ebonyi LGA 11,FMCG,4,2,Reliability,Gas Price Volatility,3,3,3,4,True,True,False,0,,Primary (synthetic),True
R01757,DisCo Official,Jigawa,Jigawa LGA 7,Oil & Gas Services,1,1,Long Life,Maintenance,5,4,2,1,True,False,True,0,,Primary (synthetic),True
R01758,Academic,Adamawa,Adamawa LGA 13,Food Processing,2,3,Reliability,Capex,2,3,3,4,True,False,True,0,,Primary (synthetic),True
R01759,Engineer,Ogun,Ogun LGA 11,Hospitality,4,2,Lower Emissions,Technical Complexity,4,1,3,2,True,True,False,0,,Primary (synthetic),True
R01760,Industrial Manager,FCT,Abuja Municipal,Food Processing,4,2,Long Life,Capex,4,2,3,3,True,True,False,0,,Primary (synthetic),True
R01761,Engineer,Rivers,Rivers LGA 12,Food Processing,3,4,Scalable,Gas Price Volatility,5,3,3,4,True,True,False,0,,Primary (synthetic),True
R01762,Engineer,Zamfara,Zamfara LGA 1,Oil & Gas Services,3,4,Long Life,Capex,4,2,3,3,True,False,True,0,,Primary (synthetic),True
R01763,Community Leader,Bauchi,Bauchi LGA 3,Cement,3,4,Lower Emissions,Capex,4,3,3,2,False,False,True,0,,Primary (synthetic),True
R01764,Industrial Manager,Abia,Abia LGA 3,Retail,5,4,Scalable,Gas Price Volatility,3,1,3,4,True,False,False,0,,Primary (synthetic),True
R01765,DisCo Official,FCT,Abaji,Automotive,4,5,Reliability,Capex,4,3,4,3,True,False,True,0,,Primary (synthetic),True
R01766,Industrial Manager,Niger,Niger LGA 4,Textile,3,1,Long Life,Regulatory Risk,3,3,3,4,True,False,False,0,,Primary (synthetic),True
R01767,Policymaker,Lagos,Surulere,Cement,3,2,Long Life,Capex,2,4,3,3,True,True,False,0,,Primary (synthetic),True
R01768,Academic,Kogi,Kogi LGA 10,Cement,4,2,Long Life,Gas Price Volatility,2,3,4,4,False,False,True,0,,Primary (synthetic),True
R01769,Engineer,Ogun,Ogun LGA 17,Retail,3,3,Lower Emissions,Regulatory Risk,3,2,3,3,True,False,False,1,,Primary (synthetic),True
R01770,Academic,Kano,Kano LGA 14,Food Processing,4,3,Long Life,Capex,3,4,3,3,False,False,False,1,,Primary (synthetic),True
R01771,Investor,Kwara,Kwara LGA 13,Oil & Gas Services,3,1,Lower Emissions,Capex,3,2,2,2,False,True,False,0,,Primary (synthetic),True
R01772,Investor,Imo,Imo LGA 9,Automotive,5,2,Lower Emissions,Technical Complexity,2,2,3,3,True,True,False,0,,Primary (synthetic),True
R01773,Academic,Abia,Abia LGA 9,Retail,3,3,Lower Emissions,Maintenance,3,2,4,3,True,False,False,1,,Primary (synthetic),True
R01774,Industrial Manager,Plateau,Plateau LGA 17,Hospitality,3,3,Scalable,Gas Price Volatility,3,2,3,3,True,False,True,1,,Primary (synthetic),True
R01775,Academic,Taraba,Taraba LGA 2,Oil & Gas Services,3,2,Lower OPEX,Maintenance,3,3,5,3,True,False,True,0,,Primary (synthetic),True
R01776,Industrial Manager,Jigawa,Jigawa LGA 27,Hospitality,4,3,Long Life,Regulatory Risk,4,2,1,3,True,True,False,0,,Primary (synthetic),True
R01777,Policymaker,Kano,Kano LGA 26,Oil & Gas Services,3,2,Lower OPEX,Technical Complexity,5,3,5,2,True,False,True,0,,Primary (synthetic),True
R01778,Investor,Rivers,Rivers LGA 7,Automotive,3,4,Lower OPEX,Gas Price Volatility,3,3,4,3,False,True,False,1,,Primary (synthetic),True
R01779,Industrial Manager,Rivers,Rivers LGA 14,Automotive,3,2,Lower Emissions,Regulatory Risk,4,2,1,4,False,True,False,0,,Primary (synthetic),True
R01780,Engineer,Plateau,Plateau LGA 7,Food Processing,5,3,Long Life,Maintenance,4,3,3,5,True,False,True,0,,Primary (synthetic),True
R01781,Industrial Manager,Enugu,Enugu LGA 11,Hospitality,2,1,Long Life,Regulatory Risk,3,2,3,4,True,True,False,0,,Primary (synthetic),True
R01782,Policymaker,Plateau,Plateau LGA 2,Cement,2,1,Reliability,Capex,1,2,4,3,False,False,True,0,,Primary (synthetic),True
R01783,Policymaker,Cross River,Cross River LGA 7,Automotive,3,4,Reliability,Technical Complexity,1,2,4,3,True,False,True,1,,Primary (synthetic),True
R01784,Investor,Kogi,Kogi LGA 17,FMCG,3,3,Lower OPEX,Gas Price Volatility,5,3,2,4,False,True,False,0,,Primary (synthetic),True
R01785,Policymaker,Rivers,Rivers LGA 2,Food Processing,3,1,Lower OPEX,Technical Complexity,3,4,3,5,True,False,True,0,,Primary (synthetic),True
R01786,Investor,Enugu,Enugu LGA 14,Hospitality,2,1,Reliability,Regulatory Risk,4,3,3,3,True,True,False,0,,Primary (synthetic),True
R01787,Engineer,Borno,Borno LGA 15,Food Processing,3,1,Long Life,Regulatory Risk,3,2,3,3,True,False,False,0,,Primary (synthetic),True
R01788,Industrial Manager,Jigawa,Jigawa LGA 9,Hospitality,4,2,Lower Emissions,Capex,5,3,3,3,True,False,True,0,,Primary (synthetic),True
R01789,Industrial Manager,Ondo,Ondo LGA 2,Hospitality,4,4,Scalable,Capex,2,1,2,2,True,True,False,1,,Primary (synthetic),True
R01790,DisCo Official,Ebonyi,Ebonyi LGA 4,Retail,2,5,Lower Emissions,Maintenance,3,3,2,2,False,False,False,1,,Primary (synthetic),True
R01791,Community Leader,Oyo,Oyo LGA 14,FMCG,5,4,Lower Emissions,Gas Price Volatility,3,2,5,4,True,True,False,0,,Primary (synthetic),True
R01792,Academic,Bayelsa,Bayelsa LGA 3,FMCG,3,1,Scalable,Gas Price Volatility,2,3,3,3,False,True,False,0,,Primary (synthetic),True
R01793,DisCo Official,Imo,Imo LGA 2,Oil & Gas Services,2,3,Scalable,Capex,3,4,2,4,False,False,True,0,,Primary (synthetic),True
R01794,Investor,Delta,Delta LGA 9,Hospitality,3,2,Long Life,Technical Complexity,3,3,4,2,False,True,False,0,,Primary (synthetic),True
R01795,Policymaker,Sokoto,Sokoto LGA 5,Oil & Gas Services,4,2,Lower Emissions,Capex,3,3,2,4,False,False,False,0,,Primary (synthetic),True
R01796,DisCo Official,Bayelsa,Bayelsa LGA 6,FMCG,3,5,Lower Emissions,Maintenance,4,3,3,2,True,True,False,0,,Primary (synthetic),True
R01797,Academic,Nasarawa,Nasarawa LGA 2,Hospitality,4,3,Lower Emissions,Gas Price Volatility,3,4,3,3,True,True,False,1,,Primary (synthetic),True
R01798,Policymaker,Jigawa,Jigawa LGA 10,Oil & Gas Services,5,3,Lower Emissions,Maintenance,5,3,1,4,False,False,False,0,,Primary (synthetic),True
R01799,Engineer,Lagos,Ikeja,Cement,4,3,Lower Emissions,Capex,3,2,2,3,False,True,False,1,,Primary (synthetic),True
R01800,DisCo Official,Rivers,Rivers LGA 16,Hospitality,3,3,Reliability,Maintenance,3,4,4,4,False,False,True,0,,Primary (synthetic),True
R01801,Industrial Manager,Plateau,Plateau LGA 2,Automotive,4,3,Lower Emissions,Regulatory Risk,3,3,4,3,False,True,False,1,,Primary (synthetic),True
R01802,Investor,Jigawa,Jigawa LGA 24,Cement,2,3,Lower OPEX,Technical Complexity,3,2,2,4,True,False,True,0,,Primary (synthetic),True
R01803,Investor,Adamawa,Adamawa LGA 6,Automotive,3,3,Reliability,Capex,3,3,3,4,True,True,False,0,,Primary (synthetic),True
R01804,Investor,Lagos,Epe,Cement,5,3,Lower OPEX,Gas Price Volatility,4,2,3,3,True,False,True,0,,Primary (synthetic),True
R01805,DisCo Official,Imo,Imo LGA 26,Hospitality,2,5,Lower OPEX,Capex,4,2,3,3,False,False,False,0,,Primary (synthetic),True
R01806,Investor,Enugu,Enugu LGA 12,Automotive,2,1,Lower Emissions,Gas Price Volatility,2,3,2,2,True,False,True,0,,Primary (synthetic),True
R01807,Policymaker,Adamawa,Adamawa LGA 17,FMCG,3,3,Reliability,Gas Price Volatility,5,4,3,2,False,False,True,0,,Primary (synthetic),True
R01808,Engineer,Gombe,Gombe LGA 7,Retail,4,2,Long Life,Gas Price Volatility,2,1,4,2,True,False,False,0,,Primary (synthetic),True
R01809,DisCo Official,Sokoto,Sokoto LGA 18,FMCG,3,3,Lower OPEX,Maintenance,2,4,3,3,False,True,False,1,,Primary (synthetic),True
R01810,DisCo Official,Ebonyi,Ebonyi LGA 7,FMCG,5,3,Long Life,Technical Complexity,3,2,3,1,True,True,False,1,,Primary (synthetic),True
R01811,Engineer,Abia,Abia LGA 8,Automotive,1,3,Lower Emissions,Maintenance,3,3,2,3,False,True,False,1,,Primary (synthetic),True
R01812,Investor,Benue,Benue LGA 14,Automotive,2,3,Scalable,Technical Complexity,4,2,4,2,True,False,True,0,,Primary (synthetic),True
R01813,Policymaker,Edo,Edo LGA 13,Oil & Gas Services,3,3,Scalable,Technical Complexity,3,2,4,2,False,False,False,1,,Primary (synthetic),True
R01814,Community Leader,Ondo,Ondo LGA 14,Automotive,2,2,Lower Emissions,Maintenance,2,3,2,3,False,True,False,0,,Primary (synthetic),True
R01815,Policymaker,Nasarawa,Nasarawa LGA 9,Cement,2,5,Lower Emissions,Technical Complexity,2,4,4,3,True,True,False,1,,Primary (synthetic),True
R01816,DisCo Official,Ondo,Ondo LGA 13,Textile,3,3,Lower OPEX,Regulatory Risk,4,2,3,2,False,False,True,0,,Primary (synthetic),True
R01817,Policymaker,Nasarawa,Nasarawa LGA 7,Cement,3,2,Reliability,Technical Complexity,4,3,4,4,False,False,False,0,,Primary (synthetic),True
R01818,Policymaker,Cross River,Cross River LGA 9,Automotive,4,4,Lower Emissions,Gas Price Volatility,3,3,2,3,False,False,True,1,,Primary (synthetic),True
R01819,Policymaker,Sokoto,Sokoto LGA 14,Oil & Gas Services,2,1,Lower Emissions,Maintenance,4,3,3,5,True,False,False,0,,Primary (synthetic),True
R01820,Academic,Kebbi,Kebbi LGA 15,Retail,2,2,Scalable,Gas Price Volatility,3,2,3,2,True,True,False,0,,Primary (synthetic),True
R01821,Policymaker,Bauchi,Bauchi LGA 5,Automotive,3,2,Reliability,Technical Complexity,3,4,3,4,True,True,False,0,,Primary (synthetic),True
R01822,Policymaker,Benue,Benue LGA 9,Hospitality,3,3,Scalable,Capex,3,3,3,3,True,True,False,1,,Primary (synthetic),True
R01823,Community Leader,Benue,Benue LGA 12,FMCG,3,3,Lower OPEX,Maintenance,2,2,2,3,True,False,True,1,,Primary (synthetic),True
R01824,DisCo Official,Kebbi,Kebbi LGA 18,FMCG,2,2,Scalable,Capex,5,3,4,2,False,True,False,0,,Primary (synthetic),True
R01825,Investor,Enugu,Enugu LGA 6,Automotive,2,1,Lower OPEX,Capex,4,3,3,4,True,False,False,0,,Primary (synthetic),True
R01826,Industrial Manager,Bauchi,Bauchi LGA 16,FMCG,3,3,Lower Emissions,Regulatory Risk,4,3,1,3,False,True,False,0,,Primary (synthetic),True
