sample_id,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_007785,-37.5,137.0,2912,2.0535,2.4722,20.39,83.8,79.7,2457,2.62e-06,3.11,1.76,Thermal Degradation,838.1,1.0,0.465,0.922,0.859,4.7,70.1,0.742,0.848
WLD_007786,-25.2,141.0,6669,27.8081,36.45,31.08,86.4,82.0,4161,3.92e-06,6.2,2.53,Thermal Degradation,2380.3,1.0,0.371,0.726,0.824,2.15,90.6,0.521,0.668
WLD_007787,-31.0,110.8,9795,41.9187,62.686,49.54,66.4,63.1,12644,3.46e-06,6.7,1.85,Fatigue Cracking,3632.1,0.775,0.137,0.78,0.875,4.32,62.1,0.697,0.898
WLD_007788,-38.9,84.2,7941,7.8018,10.777,38.13,77.1,73.3,5849,1.7e-06,-0.62,2.62,Thermal Degradation,1591.3,1.0,0.254,0.781,0.945,0.44,182.2,0.786,0.741
WLD_007789,-33.0,85.7,3290,4.4108,5.1549,16.87,94.1,89.4,2578,1.84e-06,14.15,2.07,Intermetallic Embrittlement,1358.1,1.0,0.452,0.891,0.833,3.46,78.2,0.512,0.607
WLD_007790,-30.1,125.2,6529,3081.3881,3766.056,22.22,72.5,68.8,1813,0.00011915,7.97,35.28,Fatigue Cracking,424.2,1.0,0.44,0.843,0.753,0.14,162.7,0.744,0.72
WLD_007791,-32.7,148.2,6075,1.5467,2.0189,30.53,74.8,71.0,8048,1.36e-06,0.91,1.73,Fatigue Cracking,3260.6,0.755,0.368,0.813,0.891,2.22,112.1,0.84,0.8
WLD_007792,-34.4,130.1,734,4.0437,4.716,16.62,88.7,84.3,9807,2.29e-06,8.15,2.26,Oxidation,734.0,0.075,0.627,0.735,0.904,1.16,184.4,0.779,0.714
WLD_007793,-31.2,100.8,2781,0.7257,0.7932,9.3,87.1,82.7,12506,1.72e-06,4.65,2.41,Thermal Degradation,2781.0,0.222,0.592,0.942,0.865,0.96,63.1,0.648,0.907
WLD_007794,-22.2,130.7,8645,0.1229,0.1658,34.87,79.3,75.3,6245,1.85e-06,8.02,1.92,Fatigue Cracking,3315.3,1.0,0.348,0.786,0.815,2.27,185.4,0.816,0.858
WLD_007795,-20.1,98.9,9784,0.1932,0.2596,34.38,75.2,71.4,9755,1.62e-06,3.56,1.66,Fatigue Cracking,5087.1,1.0,0.332,0.961,0.917,3.0,112.3,0.753,0.928
WLD_007796,-35.0,121.8,4536,0.8386,1.0408,24.11,83.5,79.3,8112,6.9e-07,2.67,2.4,Interface Delamination,2935.7,0.559,0.377,0.736,0.739,0.92,64.7,0.639,0.647
WLD_007797,-28.5,102.6,1261,0.9681,1.0732,10.86,87.2,82.9,21420,5.9e-07,6.6,1.74,Intermetallic Embrittlement,1261.0,0.059,0.477,0.788,0.721,1.37,99.0,0.528,0.683
WLD_007798,-35.7,91.6,3297,1.9243,2.1689,12.71,79.5,75.5,44676,1.04e-06,2.73,1.84,Intermetallic Embrittlement,3297.0,0.074,0.42,0.81,0.806,4.06,94.0,0.851,0.866
WLD_007799,-23.2,116.3,2480,2.461,2.8081,14.11,83.3,79.1,5914,1.52e-06,-0.13,1.78,Oxidation,1611.9,0.419,0.625,0.869,0.89,2.43,140.8,0.786,0.858
WLD_007800,-29.8,94.7,8489,10.8915,14.5889,33.95,77.6,73.7,43447,2.45e-06,14.07,3.51,Fatigue Cracking,8489.0,0.195,0.348,0.691,0.89,0.3,70.0,0.656,0.784
WLD_007801,-31.4,114.3,7195,0.8513,1.1144,30.91,86.8,82.4,9677,2.01e-06,8.91,1.81,Fatigue Cracking,5325.7,0.743,0.425,0.776,0.712,0.31,89.5,0.603,0.748
WLD_007802,-37.7,104.9,2806,0.5058,0.5575,10.22,92.8,88.1,9540,1.62e-06,2.26,2.05,Thermal Degradation,2806.0,0.294,0.612,0.664,0.845,4.86,184.9,0.619,0.774
WLD_007803,-31.6,125.7,8873,7.3491,9.963,35.57,76.6,72.8,22305,2.85e-06,1.51,1.97,Fatigue Cracking,8873.0,0.398,0.327,0.903,0.93,4.06,198.4,0.566,0.818
WLD_007804,-30.8,120.3,6119,0.2552,0.3093,21.18,89.2,84.8,8227,7.1e-07,-0.94,2.04,Fatigue Cracking,3343.3,0.744,0.534,0.617,0.942,3.92,186.6,0.708,0.646
WLD_007805,-21.0,143.9,7383,12.2328,15.8541,29.6,77.7,73.9,1763,2.37e-06,-1.66,2.08,Fatigue Cracking,1035.7,1.0,0.393,0.617,0.896,3.55,112.5,0.6,0.922
WLD_007806,-20.9,143.1,249,0.0999,0.1177,17.83,97.5,92.6,15416,1.21e-06,4.58,4.28,Intermetallic Embrittlement,249.0,0.016,0.459,0.926,0.871,1.02,170.2,0.596,0.88
WLD_007807,-38.5,87.3,1835,1.9018,2.2721,19.47,91.0,86.4,5422,1.9e-06,4.77,1.91,Intermetallic Embrittlement,1835.0,0.338,0.41,0.755,0.81,0.59,99.8,0.531,0.836
WLD_007808,-35.3,86.4,6227,0.3324,0.3945,18.69,86.9,82.5,27971,1.43e-06,5.51,1.97,Fatigue Cracking,6227.0,0.223,0.547,0.632,0.8,4.6,149.0,0.571,0.896
WLD_007809,-38.5,130.2,9344,17.1195,25.0742,46.47,67.7,64.3,1969,1.57e-06,11.29,2.04,Fatigue Cracking,1140.0,1.0,0.174,0.884,0.716,4.26,53.5,0.819,0.817
WLD_007810,-38.7,116.5,6402,1.9179,2.6577,38.57,88.3,83.9,20766,-0.0,4.29,1.86,Thermal Degradation,6402.0,0.308,0.306,0.621,0.902,3.31,63.5,0.894,0.821
WLD_007811,-22.2,141.6,5681,4.9221,6.0512,22.94,80.8,76.8,8807,1.63e-06,7.03,3.71,Thermal Degradation,5681.0,0.645,0.425,0.632,0.943,0.77,58.1,0.682,0.862
WLD_007812,-28.4,144.6,5219,2.8153,3.5255,25.23,85.1,80.8,4200,1.1e-06,0.6,3.18,Fatigue Cracking,4798.8,1.0,0.473,0.874,0.846,2.92,173.4,0.579,0.708
WLD_007813,-38.6,97.6,6808,7.5265,8.4597,12.4,80.1,76.1,4600,1.62e-06,0.15,2.39,Thermal Degradation,1213.6,1.0,0.526,0.758,0.946,0.54,192.9,0.895,0.715
WLD_007814,-22.2,115.3,2015,4.9475,5.9094,19.44,82.9,78.7,5095,1.38e-06,3.05,2.03,Interface Delamination,1603.2,0.395,0.42,0.954,0.735,3.38,72.8,0.697,0.738
WLD_007815,-33.4,97.4,2045,0.3307,0.376,13.7,88.9,84.5,7572,2.29e-06,1.74,2.07,Fatigue Cracking,2045.0,0.27,0.607,0.928,0.825,1.6,166.7,0.53,0.807
WLD_007816,-26.4,106.0,516,3.6254,4.0621,12.04,84.6,80.4,8530,4.8e-07,2.36,1.8,Interface Delamination,516.0,0.06,0.503,0.873,0.801,1.87,186.1,0.868,0.802
WLD_007817,-31.1,141.0,8008,0.8314,1.1851,42.54,84.2,80.0,15863,1.34e-06,7.07,1.6,Fatigue Cracking,8008.0,0.505,0.296,0.75,0.907,1.79,63.0,0.824,0.671
WLD_007818,-30.2,96.8,8796,0.8322,1.129,35.67,69.5,66.0,4498,1.87e-06,0.12,1.77,Fatigue Cracking,3248.9,1.0,0.291,0.65,0.943,1.52,186.9,0.544,0.634
WLD_007819,-28.2,98.5,7088,0.1074,0.1316,22.53,85.8,81.5,9087,1.04e-06,2.72,2.35,Fatigue Cracking,4357.8,0.78,0.504,0.907,0.847,3.95,137.5,0.778,0.773
WLD_007820,-25.4,134.4,1471,1.2578,1.5561,23.71,92.8,88.2,18439,7.3e-07,4.98,2.47,Intermetallic Embrittlement,1471.0,0.08,0.377,0.902,0.745,0.73,58.1,0.617,0.806
WLD_007821,-26.0,82.8,7077,44.0937,59.8577,35.75,73.9,70.2,1880,3.58e-06,0.35,3.51,Fatigue Cracking,1736.7,1.0,0.312,0.818,0.759,3.57,171.8,0.699,0.616
WLD_007822,-27.8,126.0,2146,2.2696,2.7144,19.6,91.3,86.8,5080,2.02e-06,5.21,2.09,Intermetallic Embrittlement,2007.9,0.422,0.411,0.605,0.715,4.79,193.9,0.878,0.806
WLD_007823,-26.3,117.4,407,2.4034,2.5946,7.96,100.0,95.0,30161,1.34e-06,6.65,2.69,Intermetallic Embrittlement,407.0,0.013,0.57,0.708,0.851,3.74,139.5,0.758,0.72
WLD_007824,-28.1,92.2,8167,1.7139,2.1503,25.46,79.1,75.2,17266,8.8e-07,8.77,4.15,Fatigue Cracking,5533.1,0.473,0.441,0.731,0.732,3.92,183.5,0.583,0.717
WLD_007825,-22.9,101.9,1949,6.104,7.1204,16.65,92.7,88.0,10658,2.05e-06,6.68,2.49,Interface Delamination,1949.0,0.183,0.497,0.861,0.906,1.93,194.4,0.662,0.812
WLD_007826,-20.1,94.5,7788,3.133,3.9014,24.53,84.5,80.3,23714,1.89e-06,6.54,2.97,Fatigue Cracking,7600.2,0.328,0.477,0.644,0.949,0.59,87.8,0.69,0.873
WLD_007827,-31.9,146.6,9587,1.465,1.9267,31.52,82.7,78.6,2470,1.05e-06,3.37,1.67,Thermal Degradation,904.2,1.0,0.348,0.897,0.781,4.87,89.8,0.723,0.668
WLD_007828,-28.1,114.7,6337,0.9653,1.1699,21.19,83.1,79.0,20909,1.77e-06,1.79,1.64,Thermal Degradation,5783.7,0.303,0.454,0.85,0.789,0.47,199.1,0.509,0.692
WLD_007829,-25.9,134.3,3555,25.7198,30.4242,18.29,82.2,78.1,8040,2.08e-06,4.74,2.07,Intermetallic Embrittlement,2613.4,0.442,0.378,0.812,0.767,4.77,176.1,0.538,0.748
WLD_007830,-25.7,138.9,3412,6.5803,7.7498,17.77,75.3,71.5,11055,1.82e-06,5.6,2.44,Intermetallic Embrittlement,3412.0,0.309,0.349,0.871,0.829,2.33,62.5,0.791,0.614
WLD_007831,-29.0,130.8,9614,0.4393,0.6474,47.37,79.7,75.7,7826,1.84e-06,4.28,2.5,Thermal Degradation,4333.8,1.0,0.175,0.71,0.815,3.86,83.6,0.895,0.787
WLD_007832,-30.8,125.7,3460,0.5793,0.6224,7.45,86.3,82.0,15077,1.3e-06,7.91,2.16,Intermetallic Embrittlement,3460.0,0.229,0.507,0.948,0.836,4.7,197.0,0.849,0.808
WLD_007833,-32.0,124.1,9427,2.0586,2.6031,26.45,72.7,69.0,3958,2.17e-06,5.93,1.78,Fatigue Cracking,1577.9,1.0,0.399,0.833,0.895,0.35,120.7,0.72,0.746
WLD_007834,-38.8,129.4,4093,0.7439,0.8316,11.79,77.9,74.0,4835,1.84e-06,2.45,1.74,Intermetallic Embrittlement,3906.6,0.846,0.421,0.729,0.903,0.84,158.5,0.616,0.83
WLD_007835,-23.1,115.2,3239,52.7019,57.2406,8.61,83.0,78.9,923,7.87e-06,14.17,3.64,Interface Delamination,924.3,1.0,0.529,0.614,0.854,3.79,76.9,0.733,0.795
WLD_007836,-29.4,111.4,587,0.3231,0.3543,9.65,94.2,89.5,21039,1.54e-06,12.96,3.05,Fatigue Cracking,587.0,0.028,0.675,0.87,0.911,4.61,164.9,0.786,0.927
WLD_007837,-37.2,128.2,1529,571.5302,717.9794,25.62,89.0,84.5,1311,2.007e-05,1.61,7.04,Interface Delamination,365.8,1.0,0.389,0.656,0.947,2.72,164.9,0.631,0.761
WLD_007838,-38.3,110.2,7772,1.9368,2.5272,30.49,69.7,66.2,19284,1.5e-06,3.22,1.95,Fatigue Cracking,6214.0,0.403,0.343,0.6,0.855,4.22,88.9,0.53,0.725
WLD_007839,-26.5,84.6,7258,0.8865,1.0885,22.79,91.7,87.2,44151,1.38e-06,1.83,1.93,Fatigue Cracking,7258.0,0.164,0.531,0.89,0.701,4.7,151.4,0.807,0.784
WLD_007840,-35.9,126.5,9501,0.5053,0.6242,23.54,79.8,75.8,21737,1.55e-06,1.49,2.15,Fatigue Cracking,9501.0,0.437,0.463,0.851,0.701,4.58,138.6,0.876,0.618
WLD_007841,-23.9,134.8,4072,1.358,1.3711,0.97,81.6,77.5,2651,2.04e-06,1.06,2.3,Interface Delamination,1589.4,1.0,0.598,0.697,0.725,3.71,128.4,0.533,0.642
WLD_007842,-23.1,87.5,9747,1.9373,2.4127,24.54,74.2,70.5,21180,1.84e-06,8.61,1.47,Thermal Degradation,9747.0,0.46,0.376,0.727,0.841,4.52,112.6,0.689,0.949
WLD_007843,-20.7,142.5,1494,0.3769,0.4587,21.7,95.2,90.4,30224,5.1e-07,10.06,1.81,Intermetallic Embrittlement,1494.0,0.049,0.409,0.796,0.793,2.09,91.5,0.672,0.621
WLD_007844,-25.9,140.1,9558,6.7083,9.4393,40.71,69.4,66.0,2259,7.9e-07,15.07,2.12,Thermal Degradation,1327.1,1.0,0.19,0.664,0.727,3.08,191.4,0.78,0.75
WLD_007845,-31.0,123.9,856,0.6083,0.7022,15.43,92.8,88.2,21313,7e-07,1.51,2.29,Intermetallic Embrittlement,856.0,0.04,0.46,0.641,0.915,1.19,100.2,0.561,0.912
WLD_007846,-36.7,112.2,3661,1.842,2.2893,24.28,85.2,80.9,34886,9.7e-07,2.36,3.32,Interface Delamination,3661.0,0.105,0.383,0.946,0.821,1.52,118.7,0.503,0.912
WLD_007847,-28.8,83.5,2588,0.3666,0.4226,15.27,94.6,89.9,10256,4.3e-07,1.46,1.66,Intermetallic Embrittlement,2588.0,0.252,0.47,0.916,0.798,3.99,167.2,0.847,0.78
WLD_007848,-25.0,94.2,1052,2.7699,3.2473,17.23,92.7,88.0,3761,2.34e-06,2.35,1.39,Fatigue Cracking,1052.0,0.28,0.591,0.606,0.755,1.12,193.3,0.628,0.874
WLD_007849,-25.8,90.4,9069,3.1923,4.0046,25.44,83.2,79.0,18469,1.67e-06,9.4,2.21,Fatigue Cracking,5328.6,0.491,0.461,0.793,0.796,4.38,197.5,0.702,0.713
WLD_007850,-25.4,115.4,7416,0.1119,0.1403,25.35,84.3,80.1,20986,1.7e-06,14.34,1.67,Fatigue Cracking,7416.0,0.353,0.468,0.79,0.875,3.14,92.6,0.594,0.654
WLD_007851,-28.2,100.9,1414,2.6189,3.0035,14.69,90.4,85.9,44070,1.13e-06,12.45,3.42,Intermetallic Embrittlement,1414.0,0.032,0.455,0.698,0.916,0.78,103.8,0.688,0.788
WLD_007852,-22.0,137.9,1289,0.4072,0.4714,15.77,97.2,92.3,6397,1.87e-06,2.53,1.53,Oxidation,1289.0,0.201,0.678,0.86,0.875,4.29,85.1,0.707,0.651
WLD_007853,-23.6,118.6,8096,16.001,22.3718,39.82,76.4,72.6,17626,2.48e-06,7.72,2.73,Fatigue Cracking,8096.0,0.459,0.284,0.918,0.764,4.54,60.3,0.672,0.603
WLD_007854,-29.7,101.0,8255,2.1687,2.797,28.97,76.6,72.8,4323,2.03e-06,3.12,1.69,Fatigue Cracking,2235.0,1.0,0.393,0.902,0.819,4.73,156.3,0.826,0.647
WLD_007855,-21.2,110.3,3289,2.3523,2.6251,11.6,77.7,73.8,21470,2.79e-06,7.29,2.39,Intermetallic Embrittlement,3289.0,0.153,0.422,0.956,0.942,2.21,51.2,0.593,0.825
WLD_007856,-32.8,87.7,8441,9.5945,11.4958,19.82,72.2,68.6,7643,2.02e-06,12.89,1.46,Fatigue Cracking,4342.5,1.0,0.463,0.64,0.929,4.8,76.6,0.787,0.921
WLD_007857,-32.7,115.8,5464,1.456,2.0441,40.39,83.3,79.1,22060,1.68e-06,13.41,1.8,Fatigue Cracking,5464.0,0.248,0.312,0.934,0.914,0.24,189.0,0.64,0.918
WLD_007858,-30.7,147.1,2213,0.388,0.4605,18.69,94.5,89.8,7921,2.07e-06,3.7,2.15,Intermetallic Embrittlement,2213.0,0.279,0.436,0.619,0.738,2.1,66.7,0.552,0.663
WLD_007859,-37.8,125.5,3496,0.8315,1.0481,26.05,90.5,86.0,20332,8.8e-07,8.15,1.76,Intermetallic Embrittlement,3496.0,0.172,0.342,0.643,0.806,2.9,98.7,0.66,0.883
WLD_007860,-30.1,81.2,9072,0.9255,1.1985,29.49,68.5,65.1,46094,8.8e-07,13.98,4.21,Fatigue Cracking,9072.0,0.197,0.348,0.845,0.948,4.36,158.2,0.817,0.772
WLD_007861,-31.4,146.9,6270,2.5092,3.3438,33.26,78.7,74.7,14803,1.35e-06,8.46,2.2,Fatigue Cracking,6270.0,0.424,0.361,0.799,0.84,2.1,63.0,0.559,0.777
WLD_007862,-33.3,139.3,1214,9.7623,11.862,21.51,84.2,80.0,9446,2.32e-06,3.09,3.81,Intermetallic Embrittlement,1214.0,0.129,0.356,0.708,0.864,3.23,167.7,0.742,0.644
WLD_007863,-22.1,145.1,1978,3.3771,3.7327,10.53,89.6,85.1,15981,8.9e-07,2.88,1.82,Intermetallic Embrittlement,1978.0,0.124,0.493,0.79,0.887,0.99,101.5,0.694,0.778
WLD_007864,-24.7,133.2,5416,14.971,16.8587,12.61,83.9,79.7,2532,2.86e-06,10.24,1.89,Fatigue Cracking,949.1,1.0,0.593,0.916,0.74,2.78,175.2,0.848,0.874
WLD_007865,-30.6,134.8,2130,0.7034,0.7803,10.93,95.6,90.8,15034,1.06e-06,4.31,1.7,Interface Delamination,2130.0,0.142,0.569,0.682,0.882,1.93,54.0,0.734,0.712
WLD_007866,-35.0,136.0,9720,0.8911,1.3528,51.81,78.9,74.9,5937,2.21e-06,5.67,1.5,Fatigue Cracking,2658.0,1.0,0.194,0.689,0.824,2.03,89.6,0.54,0.604
WLD_007867,-21.3,94.5,8241,0.1784,0.2212,24.0,78.1,74.2,80913,1.65e-06,5.04,2.96,Fatigue Cracking,8241.0,0.102,0.451,0.75,0.902,4.25,174.3,0.735,0.864
WLD_007868,-20.5,95.7,1870,1.4017,1.7567,25.33,87.1,82.7,12351,1.55e-06,3.18,2.52,Oxidation,1870.0,0.151,0.532,0.795,0.917,4.76,147.2,0.766,0.806
WLD_007869,-28.8,91.7,8108,2.5348,3.0545,20.5,78.9,74.9,23829,1.31e-06,-1.92,1.82,Fatigue Cracking,8108.0,0.34,0.489,0.883,0.76,1.01,167.5,0.677,0.881
WLD_007870,-34.7,84.9,4813,1.1414,1.3059,14.41,87.9,83.5,30302,1.39e-06,13.15,2.04,Intermetallic Embrittlement,4813.0,0.159,0.445,0.74,0.75,3.87,101.8,0.787,0.829
WLD_007871,-36.7,138.3,5404,16.7429,21.7386,29.84,79.0,75.1,1049,2.81e-06,-0.77,2.53,Thermal Degradation,378.4,1.0,0.347,0.928,0.857,4.79,173.1,0.82,0.848
WLD_007872,-22.7,83.7,8886,0.041,0.0509,24.24,73.6,69.9,17511,1.32e-06,-0.45,2.06,Fatigue Cracking,5147.2,0.507,0.426,0.725,0.851,1.82,181.9,0.762,0.7
WLD_007873,-24.3,115.4,7599,21.212,25.8419,21.83,71.0,67.4,4000,1.28e-06,2.4,2.44,Fatigue Cracking,2532.8,1.0,0.437,0.738,0.863,4.53,79.5,0.816,0.629
WLD_007874,-25.1,143.6,5408,2.1982,2.9877,35.91,84.0,79.8,6633,1.88e-06,2.57,2.39,Fatigue Cracking,2644.7,0.815,0.361,0.888,0.85,1.51,169.0,0.662,0.616
WLD_007875,-20.5,148.8,5253,7.9143,9.4167,18.98,77.1,73.2,1331,2.22e-06,6.19,1.76,Fatigue Cracking,1094.9,1.0,0.495,0.682,0.908,3.38,80.2,0.74,0.87
WLD_007876,-22.6,134.3,8154,1.052,1.3896,32.09,77.4,73.5,9065,2.03e-06,2.16,4.43,Fatigue Cracking,5409.6,0.899,0.366,0.632,0.799,0.5,166.9,0.727,0.677
WLD_007877,-28.3,122.4,7001,0.9452,1.261,33.41,87.2,82.8,11567,1.79e-06,0.49,2.37,Fatigue Cracking,4407.5,0.605,0.402,0.853,0.882,4.91,187.5,0.641,0.808
WLD_007878,-26.1,110.9,1990,4.6966,5.9242,26.14,89.8,85.3,5788,1.09e-06,12.34,1.65,Intermetallic Embrittlement,1990.0,0.344,0.338,0.633,0.945,1.6,114.2,0.892,0.659
WLD_007879,-21.4,95.9,5786,1.5366,1.696,10.37,78.9,74.9,52605,1.41e-06,4.59,1.97,Fatigue Cracking,5786.0,0.11,0.591,0.668,0.759,2.82,117.4,0.759,0.658
WLD_007880,-22.3,107.7,7879,0.2741,0.3428,25.05,80.3,76.3,14888,7.4e-07,0.94,1.74,Fatigue Cracking,7879.0,0.529,0.451,0.916,0.86,0.56,124.7,0.553,0.845
WLD_007881,-35.8,133.4,4338,1.1853,1.4837,25.18,89.9,85.4,26168,1.55e-06,5.3,1.79,Intermetallic Embrittlement,4338.0,0.166,0.348,0.749,0.923,4.3,113.0,0.686,0.89
WLD_007882,-24.3,100.4,4836,1.1511,1.2741,10.69,84.0,79.8,7894,6e-07,-0.99,2.03,Interface Delamination,3613.8,0.613,0.513,0.916,0.842,2.01,52.8,0.505,0.822
WLD_007883,-39.4,139.1,1607,0.3879,0.4721,21.7,88.8,84.3,10871,1.16e-06,6.2,2.54,Interface Delamination,1607.0,0.148,0.427,0.837,0.768,3.91,122.4,0.881,0.938
WLD_007884,-35.5,106.7,4057,1.4337,1.7491,22.0,92.4,87.8,34135,1.01e-06,5.32,3.83,Intermetallic Embrittlement,4057.0,0.119,0.392,0.971,0.821,4.65,84.4,0.809,0.796
WLD_007885,-25.7,112.6,9018,6.9582,10.1543,45.93,82.1,78.0,17279,9.2e-07,10.95,1.76,Fatigue Cracking,5936.8,0.522,0.251,0.656,0.916,0.81,65.5,0.825,0.668
WLD_007886,-34.1,149.9,6574,7.9702,10.2634,28.77,76.4,72.6,622,1.89e-06,4.29,1.69,Thermal Degradation,305.9,1.0,0.344,0.873,0.872,2.75,100.7,0.51,0.719
WLD_007887,-29.5,118.6,4768,0.6243,0.7411,18.71,91.4,86.8,18648,5.1e-07,2.92,1.96,Interface Delamination,4768.0,0.256,0.47,0.643,0.886,3.63,89.8,0.763,0.935
WLD_007888,-35.4,125.1,2166,0.1271,0.1511,18.92,73.3,69.6,5570,1.38e-06,1.09,2.6,Oxidation,2166.0,0.389,0.527,0.81,0.942,2.08,162.6,0.785,0.689
WLD_007889,-35.0,117.3,4155,1.8299,2.1302,16.41,93.3,88.7,3713,2.54e-06,11.03,2.64,Intermetallic Embrittlement,3166.6,1.0,0.453,0.725,0.753,4.89,106.6,0.522,0.927
WLD_007890,-39.3,141.7,4586,2.4946,2.998,20.18,88.5,84.1,1785,2.39e-06,11.44,3.35,Thermal Degradation,655.3,1.0,0.491,0.923,0.787,1.06,180.5,0.579,0.723
WLD_007891,-20.7,113.1,1624,2.8149,3.2932,16.99,93.1,88.5,34710,1.78e-06,6.23,1.95,Intermetallic Embrittlement,1624.0,0.047,0.446,0.711,0.943,0.89,74.4,0.768,0.934
WLD_007892,-38.4,136.6,3311,0.282,0.3589,27.26,84.8,80.6,8092,2.09e-06,6.51,1.77,Intermetallic Embrittlement,2619.0,0.409,0.302,0.686,0.788,4.94,56.2,0.538,0.729
WLD_007893,-25.1,114.7,7491,1.8856,2.3808,26.26,86.1,81.8,6442,9e-07,2.91,2.1,Thermal Degradation,7491.0,1.0,0.418,0.86,0.855,1.58,138.2,0.89,0.67
WLD_007894,-37.3,89.3,2651,2.229,2.758,23.73,88.1,83.7,84922,2.13e-06,10.07,1.57,Intermetallic Embrittlement,2651.0,0.031,0.353,0.745,0.91,2.99,121.7,0.891,0.75
WLD_007895,-30.9,93.3,7967,5.3495,6.6795,24.86,79.6,75.6,14716,2.51e-06,0.32,1.79,Thermal Degradation,7967.0,0.541,0.399,0.816,0.853,4.77,171.0,0.709,0.657
WLD_007896,-22.9,107.4,8091,8.3145,11.1702,34.35,72.0,68.4,11215,2.28e-06,10.96,1.63,Fatigue Cracking,3133.7,0.721,0.317,0.709,0.915,4.43,60.4,0.528,0.638
WLD_007897,-20.3,136.9,4247,11.8532,14.8557,25.33,77.2,73.3,6861,1.47e-06,7.21,1.58,Interface Delamination,2903.9,0.619,0.333,0.678,0.937,1.68,91.4,0.586,0.852
WLD_007898,-23.6,96.1,6697,0.3824,0.4667,22.04,82.2,78.1,9721,1.74e-06,3.59,1.67,Fatigue Cracking,3995.1,0.689,0.491,0.88,0.841,1.58,58.3,0.663,0.796
WLD_007899,-33.4,85.9,7000,3.9296,5.2433,33.43,77.8,73.9,15114,1.96e-06,5.01,1.44,Fatigue Cracking,5864.5,0.463,0.354,0.604,0.726,4.52,89.7,0.835,0.681
WLD_007900,-33.0,116.2,717,8.7195,9.9775,14.43,88.1,83.7,2851,2.24e-06,11.59,1.86,Interface Delamination,717.0,0.251,0.496,0.609,0.891,0.73,102.8,0.872,0.945
WLD_007901,-35.3,143.0,8728,2.3949,3.5133,46.7,67.4,64.0,4109,1.43e-06,1.26,2.18,Fatigue Cracking,2157.9,1.0,0.17,0.717,0.884,4.89,70.4,0.843,0.638
WLD_007902,-31.1,146.3,4881,0.6312,0.8492,34.53,80.1,76.1,6287,9.1e-07,6.11,2.76,Mechanical Wear,2784.5,0.776,0.455,0.702,0.937,4.75,69.2,0.741,0.793
WLD_007903,-24.8,121.2,7942,0.2699,0.3474,28.72,82.6,78.5,11172,2.24e-06,5.77,3.73,Thermal Degradation,5883.0,0.711,0.376,0.877,0.783,3.53,160.5,0.767,0.884
WLD_007904,-31.4,81.5,7146,1.303,1.5368,17.95,83.4,79.2,77962,9.9e-07,7.7,2.47,Fatigue Cracking,7146.0,0.092,0.537,0.949,0.853,0.3,124.6,0.769,0.644
WLD_007905,-21.4,113.5,8007,0.1871,0.2231,19.26,77.7,73.8,35976,1.55e-06,1.0,2.56,Fatigue Cracking,8007.0,0.223,0.496,0.939,0.729,4.34,117.4,0.74,0.752
WLD_007906,-22.2,131.3,578,1.5596,1.8473,18.45,100.0,95.0,24326,9.7e-07,4.72,1.78,Intermetallic Embrittlement,578.0,0.024,0.466,0.936,0.812,3.0,69.1,0.836,0.832
WLD_007907,-29.7,92.0,9655,17.1032,25.2389,47.57,67.2,63.9,3167,3.06e-06,8.34,2.07,Thermal Degradation,1598.8,1.0,0.111,0.662,0.942,3.95,72.0,0.799,0.773
WLD_007908,-35.6,139.5,2801,21.2704,25.3286,19.08,84.0,79.8,5102,1.59e-06,11.84,2.53,Interface Delamination,2215.0,0.549,0.429,0.682,0.837,1.75,86.9,0.596,0.664
WLD_007909,-32.5,102.0,149,10.0504,10.7586,7.05,94.5,89.8,4186,2.14e-06,5.37,1.97,Intermetallic Embrittlement,149.0,0.036,0.552,0.883,0.847,2.76,82.2,0.647,0.949
WLD_007910,-36.6,126.5,9325,0.774,1.0636,37.41,76.5,72.7,5655,1.69e-06,3.5,2.25,Fatigue Cracking,5016.3,1.0,0.308,0.942,0.778,0.41,85.0,0.606,0.617
WLD_007911,-35.1,115.9,4569,2.9413,3.6794,25.1,76.2,72.4,2426,9.8e-07,3.43,1.96,Intermetallic Embrittlement,2322.9,1.0,0.28,0.612,0.885,4.61,113.1,0.631,0.905
WLD_007912,-31.6,88.6,614,10.8346,13.4266,23.92,94.8,90.1,5517,2.29e-06,2.92,1.92,Interface Delamination,614.0,0.111,0.435,0.877,0.858,3.84,73.0,0.759,0.757
WLD_007913,-27.4,131.8,5248,2.7562,3.535,28.26,86.6,82.3,20509,1.31e-06,6.56,2.56,Fatigue Cracking,5248.0,0.256,0.451,0.774,0.733,0.25,95.4,0.626,0.828
WLD_007914,-29.2,130.4,4564,0.8932,0.989,10.72,83.5,79.3,9397,1.73e-06,1.78,2.18,Interface Delamination,4385.7,0.486,0.51,0.946,0.865,1.15,148.6,0.685,0.86
