sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um
WLD_009458,Brass,Aluminum,269.2,Anodized,Bare,Cold Welding,468.9,,194.8,3.953,,,76.9,28.9,61.3,Tungsten,Helium,1.32
WLD_009459,Aluminum,Steel,195.7,Electropolished,Passivated,Friction Stir Welding,3324.7,89.1,657.0,2.613,156.5,468.7,48.8,30.5,32.9,Copper,Nitrogen,4.7
WLD_009460,Brass,Aluminum,75.2,Bare,Electropolished,Cold Welding,3614.5,49.4,704.3,0.576,,,113.2,29.6,38.6,Molybdenum,Air,3.17
WLD_009461,Copper,Nickel,433.1,Bare,Bare,Resistance Spot Welding,3694.9,,2162.6,0.652,,,58.1,25.0,59.3,Molybdenum,Argon,3.98
WLD_009462,Aluminum,Steel,171.0,Passivated,Electropolished,Electron Beam Welding,3497.0,54.7,1962.7,3.467,,177.0,101.6,20.7,54.8,Graphite,None,1.25
WLD_009463,Brass,Aluminum,423.8,Passivated,Nickel-plated,Friction Stir Welding,2982.2,,587.3,0.36,231.0,400.6,90.7,26.6,73.2,Molybdenum,Air,2.17
WLD_009464,Titanium,Copper,352.7,Anodized,Tin-plated,Ultrasonic Welding,1861.1,30.6,1507.7,0.723,,,149.2,19.2,58.4,Copper,Air,1.56
WLD_009465,Copper,Nickel,320.2,Bare,Nickel-plated,Ultrasonic Welding,2362.5,32.9,181.2,1.087,,,53.3,28.1,73.6,Copper,Air,1.17
WLD_009466,Nickel,Copper,251.0,Tin-plated,Passivated,Resistance Spot Welding,5762.0,,4253.4,0.929,,,58.4,18.7,33.9,Tungsten,None,0.85
WLD_009467,Nickel,Copper,87.1,Nickel-plated,Bare,Ultrasonic Welding,2943.2,25.2,507.1,1.899,,,95.4,20.2,32.7,Molybdenum,Argon,2.47
WLD_009468,Titanium,Copper,95.9,Anodized,Nickel-plated,Cold Welding,3368.0,34.9,2052.0,1.926,,,51.5,22.5,54.6,Graphite,None,0.1
WLD_009469,Copper,Aluminum,237.9,Silver-plated,Anodized,Resistance Spot Welding,1332.4,,4653.6,0.38,,,84.3,24.3,64.8,Graphite,Argon,1.67
WLD_009470,Aluminum,Steel,132.7,Tin-plated,Bare,Friction Stir Welding,2532.6,15.4,1795.9,2.592,92.7,375.8,128.8,32.9,38.9,Tungsten,None,2.53
WLD_009471,Copper,Nickel,248.3,Nickel-plated,Bare,Resistance Spot Welding,4839.8,,1444.4,0.46,,,132.4,27.8,31.4,Molybdenum,None,1.73
WLD_009472,Aluminum,Aluminum,111.3,Electropolished,Passivated,Laser Welding,602.2,,309.2,0.017,40.7,914.7,28.1,31.9,38.5,Tungsten,None,1.06
WLD_009473,Titanium,Copper,239.4,Bare,Silver-plated,Laser Welding,156.7,,254.3,0.086,186.1,843.6,119.3,28.2,37.9,Molybdenum,None,0.5
WLD_009474,Copper,Steel,182.5,Passivated,Nickel-plated,Ultrasonic Welding,1700.5,16.6,571.6,0.607,,,126.9,21.6,44.0,Graphite,Helium,4.43
WLD_009475,Titanium,Copper,384.8,Tin-plated,Tin-plated,Cold Welding,3229.2,,212.5,0.527,,,129.5,34.3,79.1,Tungsten,None,2.08
WLD_009476,Aluminum,Steel,238.4,Nickel-plated,Tin-plated,Resistance Spot Welding,7315.4,,1419.0,0.417,,,100.5,24.0,44.7,Copper,Nitrogen,1.88
WLD_009477,Titanium,Copper,140.7,Tin-plated,Tin-plated,Electron Beam Welding,3456.9,,804.3,3.567,96.9,332.1,36.7,21.8,37.2,Copper,Argon,3.62
WLD_009478,Copper,Nickel,116.7,Bare,Nickel-plated,Cold Welding,2588.5,70.2,1563.3,4.235,293.7,218.5,118.0,18.5,66.0,Graphite,Argon,3.15
WLD_009479,Titanium,Copper,272.4,Bare,Tin-plated,Friction Stir Welding,599.8,,2979.5,0.195,,,135.7,19.3,71.7,Molybdenum,None,2.23
WLD_009480,Aluminum,Aluminum,269.3,Nickel-plated,Tin-plated,Ultrasonic Welding,2389.4,15.0,768.9,0.299,,,71.5,31.2,72.8,Tungsten,Argon,2.05
WLD_009481,Brass,Aluminum,334.6,Electropolished,Bare,Laser Welding,994.9,,180.2,0.017,33.8,507.7,41.7,31.1,67.5,Graphite,Air,3.13
WLD_009482,Brass,Aluminum,444.1,Nickel-plated,Passivated,Resistance Spot Welding,3486.0,,2983.3,0.415,,,30.5,18.2,43.1,Molybdenum,Helium,4.07
WLD_009483,Aluminum,Aluminum,372.7,Anodized,Oxide-cleaned,Resistance Spot Welding,2679.4,,3320.1,0.739,,,53.0,34.5,64.8,Graphite,Helium,0.3
WLD_009484,Copper,Aluminum,462.6,Bare,Bare,Laser Welding,1920.3,,392.2,0.051,78.1,955.6,109.6,31.7,68.2,Copper,Nitrogen,2.56
WLD_009485,Titanium,Copper,261.3,Nickel-plated,Passivated,Cold Welding,682.8,,1360.3,2.793,,,60.5,30.4,53.1,Molybdenum,None,3.44
WLD_009486,Aluminum,Aluminum,474.7,Nickel-plated,Passivated,Cold Welding,3452.7,,1744.7,3.687,162.9,177.1,75.2,27.9,49.4,Tungsten,Nitrogen,2.42
WLD_009487,Copper,Nickel,142.4,Electropolished,Oxide-cleaned,Friction Stir Welding,2461.8,80.8,2061.8,1.332,,395.3,133.1,25.5,51.9,Copper,Air,1.79
WLD_009488,Aluminum,Steel,224.5,Silver-plated,Silver-plated,Electron Beam Welding,985.0,45.1,131.1,1.649,,,115.6,32.7,38.8,Copper,Argon,2.81
WLD_009489,Copper,Steel,393.3,Nickel-plated,Tin-plated,Electron Beam Welding,1649.8,34.5,1037.7,4.148,,,94.5,28.4,36.7,Graphite,Argon,1.15
WLD_009490,Copper,Aluminum,323.1,Bare,Electropolished,Cold Welding,595.0,97.3,1736.6,4.707,255.1,299.8,54.7,27.7,31.7,Graphite,Helium,1.04
WLD_009491,Titanium,Copper,314.1,Tin-plated,Oxide-cleaned,Cold Welding,3842.9,,1301.3,0.778,146.9,366.3,73.7,18.9,44.3,Copper,Helium,0.9
WLD_009492,Aluminum,Steel,69.5,Passivated,Oxide-cleaned,Friction Stir Welding,2540.0,92.3,2178.4,1.753,,231.9,113.4,18.9,46.3,Copper,Argon,0.49
WLD_009493,Aluminum,Aluminum,101.0,Oxide-cleaned,Electropolished,Laser Welding,794.3,,364.9,0.032,85.7,352.9,41.5,27.5,48.2,Molybdenum,Nitrogen,0.83
WLD_009494,Aluminum,Aluminum,249.1,Bare,Electropolished,Friction Stir Welding,2008.7,44.7,1634.3,3.418,,270.8,146.1,24.1,36.2,Graphite,Nitrogen,1.99
WLD_009495,Aluminum,Steel,426.4,Anodized,Bare,Resistance Spot Welding,5067.0,,3163.9,0.748,,,111.5,33.5,66.9,Tungsten,Air,4.35
WLD_009496,Aluminum,Steel,311.9,Passivated,Tin-plated,Friction Stir Welding,755.4,,611.0,4.037,,322.9,139.2,22.6,53.3,Tungsten,Nitrogen,0.14
WLD_009497,Nickel,Copper,353.9,Silver-plated,Bare,Electron Beam Welding,1313.7,14.2,219.4,2.618,,348.5,140.6,19.1,71.3,Tungsten,Nitrogen,1.08
WLD_009498,Aluminum,Steel,84.7,Nickel-plated,Silver-plated,Laser Welding,531.5,,457.5,0.005,15.7,759.3,57.0,23.1,67.2,Graphite,Nitrogen,0.19
WLD_009499,Brass,Aluminum,372.8,Passivated,Bare,Laser Welding,709.1,,486.3,0.008,46.9,755.0,47.5,33.9,65.6,Molybdenum,None,4.04
WLD_009500,Brass,Aluminum,276.8,Tin-plated,Anodized,Resistance Spot Welding,2455.0,,4703.6,0.172,,,68.7,21.0,61.3,Tungsten,None,1.37
WLD_009501,Aluminum,Steel,464.1,Oxide-cleaned,Bare,Resistance Spot Welding,7568.0,,2249.5,0.977,,,59.7,30.9,48.2,Graphite,None,0.6
WLD_009502,Copper,Steel,335.5,Electropolished,Bare,Ultrasonic Welding,1247.1,46.5,1188.3,0.512,,,71.0,25.8,40.1,Copper,Nitrogen,1.0
WLD_009503,Aluminum,Steel,311.9,Tin-plated,Electropolished,Cold Welding,903.8,,2898.8,1.543,103.9,288.0,106.6,30.5,31.9,Molybdenum,Argon,3.25
WLD_009504,Copper,Steel,465.2,Tin-plated,Anodized,Ultrasonic Welding,791.4,15.3,323.8,1.381,,,56.5,31.9,78.0,Tungsten,None,2.63
WLD_009505,Copper,Nickel,423.7,Oxide-cleaned,Electropolished,Ultrasonic Welding,1446.7,30.9,341.4,0.987,,,45.5,33.9,74.0,Tungsten,Helium,0.77
WLD_009506,Copper,Steel,245.5,Bare,Silver-plated,Laser Welding,1384.1,,147.1,0.032,141.0,543.0,20.9,19.7,71.0,Copper,None,3.21
WLD_009507,Titanium,Copper,472.4,Anodized,Oxide-cleaned,Friction Stir Welding,3963.8,90.1,2369.2,2.323,205.7,99.6,67.2,25.3,64.4,Graphite,Air,3.66
WLD_009508,Copper,Aluminum,434.3,Nickel-plated,Bare,Electron Beam Welding,1414.2,33.2,2975.5,2.401,,467.6,147.8,21.9,41.1,Copper,Helium,4.16
WLD_009509,Nickel,Copper,387.9,Tin-plated,Bare,Laser Welding,1690.3,,12.5,0.044,32.4,472.6,24.7,34.0,56.5,Molybdenum,Argon,2.87
WLD_009510,Brass,Aluminum,141.9,Oxide-cleaned,Silver-plated,Resistance Spot Welding,3849.4,,1347.2,0.439,,,78.1,28.5,62.8,Tungsten,Nitrogen,0.72
WLD_009511,Copper,Aluminum,288.9,Oxide-cleaned,Oxide-cleaned,Friction Stir Welding,2531.8,,2837.1,2.892,17.7,128.3,87.4,20.6,35.2,Copper,None,4.14
WLD_009512,Aluminum,Aluminum,156.4,Passivated,Oxide-cleaned,Ultrasonic Welding,2303.3,15.6,254.1,0.833,,,34.6,21.1,65.5,Graphite,Argon,3.57
WLD_009513,Nickel,Copper,466.9,Silver-plated,Electropolished,Resistance Spot Welding,3946.7,,3765.5,0.761,,,55.4,22.3,52.0,Copper,Argon,2.51
WLD_009514,Titanium,Copper,496.5,Electropolished,Anodized,Electron Beam Welding,2389.0,,1935.9,0.979,63.9,122.2,145.2,33.6,61.5,Graphite,Helium,2.31
WLD_009515,Copper,Nickel,282.4,Silver-plated,Bare,Ultrasonic Welding,1773.6,28.5,852.4,0.498,,,40.8,27.0,74.4,Tungsten,Helium,0.48
WLD_009516,Nickel,Copper,161.5,Silver-plated,Silver-plated,Ultrasonic Welding,1273.7,46.6,1891.7,0.585,,,92.5,33.2,35.1,Molybdenum,Argon,0.88
WLD_009517,Aluminum,Aluminum,343.6,Bare,Passivated,Laser Welding,320.7,,157.0,0.077,85.6,850.4,57.6,24.7,52.5,Copper,Nitrogen,4.89
WLD_009518,Brass,Aluminum,485.7,Silver-plated,Silver-plated,Electron Beam Welding,867.4,79.8,1253.9,3.709,,405.2,109.6,19.3,48.2,Molybdenum,Nitrogen,1.61
WLD_009519,Aluminum,Aluminum,146.1,Tin-plated,Anodized,Resistance Spot Welding,4504.2,,2122.9,0.972,,,98.7,27.2,73.3,Molybdenum,None,1.72
WLD_009520,Copper,Aluminum,448.1,Passivated,Oxide-cleaned,Laser Welding,262.1,,121.2,0.095,132.7,799.6,149.3,18.3,66.4,Tungsten,Nitrogen,3.51
WLD_009521,Aluminum,Aluminum,143.5,Oxide-cleaned,Anodized,Laser Welding,629.6,,45.8,0.084,195.4,464.4,96.7,30.8,77.5,Tungsten,Helium,1.06
WLD_009522,Copper,Aluminum,194.9,Anodized,Silver-plated,Cold Welding,2911.9,,2851.9,4.493,18.3,,127.1,33.1,38.5,Copper,Air,2.91
WLD_009523,Copper,Nickel,433.4,Passivated,Nickel-plated,Resistance Spot Welding,6470.4,,1251.0,0.866,,,128.0,33.3,76.2,Tungsten,Air,2.61
WLD_009524,Brass,Aluminum,280.7,Electropolished,Anodized,Friction Stir Welding,3833.8,65.3,2036.4,3.843,,,74.2,23.1,56.4,Copper,None,0.49
WLD_009525,Aluminum,Aluminum,311.9,Bare,Electropolished,Electron Beam Welding,3847.9,74.5,2373.0,3.61,58.1,400.8,94.5,31.2,38.3,Molybdenum,Argon,2.41
WLD_009526,Brass,Aluminum,152.0,Oxide-cleaned,Bare,Laser Welding,1609.0,,492.1,0.03,28.9,811.0,29.0,30.4,56.4,Graphite,None,2.87
WLD_009527,Copper,Aluminum,431.7,Passivated,Tin-plated,Laser Welding,1345.6,,339.9,0.018,14.3,74.7,108.8,23.3,34.7,Copper,Argon,2.8
WLD_009528,Nickel,Copper,496.0,Tin-plated,Anodized,Ultrasonic Welding,915.0,12.2,1076.2,1.251,,,95.1,18.7,39.6,Copper,Argon,2.28
WLD_009529,Titanium,Copper,291.3,Passivated,Tin-plated,Laser Welding,1264.5,,116.1,0.085,26.7,117.8,70.0,32.0,75.0,Copper,None,3.53
WLD_009530,Copper,Aluminum,114.1,Tin-plated,Silver-plated,Ultrasonic Welding,1733.1,35.5,424.8,1.257,,,68.3,33.5,57.1,Graphite,Air,2.19
WLD_009531,Copper,Nickel,315.4,Tin-plated,Tin-plated,Electron Beam Welding,206.1,,2792.1,1.946,,,119.8,23.7,68.1,Copper,Nitrogen,4.83
WLD_009532,Copper,Aluminum,102.8,Oxide-cleaned,Passivated,Cold Welding,3953.7,,2023.4,4.11,,,32.7,18.9,41.3,Graphite,Helium,3.3
WLD_009533,Aluminum,Aluminum,459.6,Passivated,Bare,Cold Welding,1769.3,,2014.9,2.168,,30.2,67.5,20.1,43.9,Molybdenum,Argon,1.16
WLD_009534,Brass,Aluminum,418.3,Nickel-plated,Tin-plated,Resistance Spot Welding,6998.4,,4080.0,0.98,,,22.9,20.9,55.0,Molybdenum,None,1.0
WLD_009535,Aluminum,Aluminum,299.1,Oxide-cleaned,Anodized,Friction Stir Welding,1305.2,,2024.4,4.568,181.4,,142.8,19.5,51.4,Molybdenum,Helium,4.63
WLD_009536,Copper,Aluminum,390.7,Nickel-plated,Bare,Resistance Spot Welding,1853.7,,2207.0,0.679,,,140.8,18.8,43.8,Copper,Helium,2.11
WLD_009537,Titanium,Copper,455.6,Bare,Anodized,Ultrasonic Welding,2213.4,47.7,1163.1,0.993,,,50.8,32.2,35.1,Copper,Nitrogen,0.75
WLD_009538,Aluminum,Steel,85.2,Passivated,Passivated,Resistance Spot Welding,3437.9,,1729.8,0.541,,,96.1,26.6,34.0,Molybdenum,Argon,1.79
WLD_009539,Aluminum,Aluminum,224.6,Tin-plated,Tin-plated,Resistance Spot Welding,3137.7,,2140.0,0.526,,,119.1,27.1,32.2,Graphite,Helium,1.74
WLD_009540,Brass,Aluminum,440.7,Bare,Anodized,Ultrasonic Welding,642.4,30.0,807.0,1.439,,,27.2,18.0,47.7,Copper,Air,0.51
WLD_009541,Nickel,Copper,465.8,Passivated,Bare,Friction Stir Welding,531.5,,74.6,3.75,168.8,25.4,91.1,32.3,68.5,Molybdenum,Air,1.96
WLD_009542,Aluminum,Aluminum,459.3,Nickel-plated,Silver-plated,Ultrasonic Welding,542.5,23.9,1514.9,1.244,,,72.0,34.2,33.9,Tungsten,Argon,1.84
WLD_009543,Titanium,Copper,125.0,Nickel-plated,Tin-plated,Cold Welding,3773.0,,1081.7,3.712,,,89.3,18.4,61.4,Graphite,Argon,3.49
WLD_009544,Nickel,Copper,455.2,Passivated,Bare,Friction Stir Welding,555.8,,786.4,3.133,,364.6,78.8,32.7,64.5,Molybdenum,Nitrogen,3.23
WLD_009545,Titanium,Copper,173.2,Passivated,Nickel-plated,Friction Stir Welding,262.7,12.2,1380.9,2.148,68.0,56.8,27.7,19.2,77.9,Graphite,None,3.8
WLD_009546,Copper,Nickel,413.6,Passivated,Oxide-cleaned,Ultrasonic Welding,915.7,38.0,1687.2,0.53,,,139.8,30.6,33.7,Graphite,Air,3.73
WLD_009547,Aluminum,Aluminum,85.1,Tin-plated,Silver-plated,Laser Welding,1920.7,,233.9,0.051,38.4,188.8,123.5,30.9,52.8,Graphite,Argon,4.71
WLD_009548,Nickel,Copper,89.5,Bare,Nickel-plated,Cold Welding,3250.5,,2178.5,3.355,179.3,53.9,27.2,32.3,30.5,Copper,Helium,0.64
WLD_009549,Copper,Aluminum,184.1,Bare,Tin-plated,Resistance Spot Welding,5606.8,,2368.6,0.452,,,131.1,30.0,74.9,Tungsten,Air,4.19
WLD_009550,Titanium,Copper,259.3,Oxide-cleaned,Tin-plated,Cold Welding,806.8,84.6,796.6,1.535,100.1,478.2,63.4,31.6,34.8,Tungsten,Helium,3.51
WLD_009551,Brass,Aluminum,95.0,Passivated,Passivated,Electron Beam Welding,1550.2,58.3,1837.2,2.478,54.3,233.6,140.3,21.4,62.0,Molybdenum,Air,3.43
WLD_009552,Aluminum,Aluminum,65.8,Anodized,Nickel-plated,Friction Stir Welding,2504.3,81.1,1545.6,0.852,,434.0,148.2,31.7,51.0,Copper,Helium,4.61
WLD_009553,Nickel,Copper,290.5,Anodized,Anodized,Cold Welding,2659.9,42.3,2134.8,2.197,10.6,,128.9,19.7,51.6,Copper,Nitrogen,2.0
WLD_009554,Aluminum,Steel,485.9,Passivated,Anodized,Resistance Spot Welding,2383.6,,963.1,0.937,,,112.1,19.2,35.9,Copper,Air,1.81
WLD_009555,Copper,Steel,450.5,Bare,Oxide-cleaned,Laser Welding,979.0,,441.5,0.08,139.3,858.3,115.8,25.6,65.9,Tungsten,Helium,4.05
WLD_009556,Brass,Aluminum,320.0,Nickel-plated,Electropolished,Electron Beam Welding,3470.6,39.7,2939.6,4.093,255.9,252.2,78.0,26.3,68.1,Graphite,Nitrogen,3.24
WLD_009557,Aluminum,Steel,157.7,Silver-plated,Silver-plated,Cold Welding,228.1,,611.5,1.996,174.5,,134.2,34.2,32.4,Graphite,Nitrogen,2.25
WLD_009558,Brass,Aluminum,81.4,Bare,Tin-plated,Cold Welding,255.0,,2782.0,0.321,46.5,226.8,77.4,21.0,70.3,Copper,Air,3.47
WLD_009559,Copper,Steel,86.3,Electropolished,Bare,Ultrasonic Welding,2743.5,30.4,1638.5,1.82,,,27.7,20.1,42.0,Graphite,Argon,2.55
WLD_009560,Copper,Nickel,180.5,Electropolished,Nickel-plated,Cold Welding,2364.4,,1795.1,0.875,288.9,398.4,99.4,20.3,49.0,Graphite,Air,0.7
WLD_009561,Copper,Steel,313.5,Passivated,Oxide-cleaned,Resistance Spot Welding,4864.8,,2108.7,0.36,,,32.4,25.7,34.0,Graphite,Nitrogen,2.94
WLD_009562,Titanium,Copper,188.7,Anodized,Anodized,Friction Stir Welding,2991.7,,1114.0,0.349,205.2,,130.0,24.1,48.1,Copper,Air,4.97
WLD_009563,Copper,Nickel,387.8,Electropolished,Nickel-plated,Friction Stir Welding,3500.2,66.6,2854.6,3.822,,169.7,72.9,32.5,73.4,Molybdenum,Helium,3.31
WLD_009564,Titanium,Copper,178.4,Tin-plated,Passivated,Friction Stir Welding,499.6,,1781.9,4.912,,271.0,38.4,34.4,31.3,Molybdenum,Argon,4.28
WLD_009565,Titanium,Copper,412.1,Tin-plated,Oxide-cleaned,Ultrasonic Welding,2678.5,27.5,658.1,1.726,,,137.5,28.2,34.9,Graphite,Helium,4.19
WLD_009566,Titanium,Copper,299.9,Anodized,Tin-plated,Laser Welding,1140.2,,318.0,0.006,162.2,904.0,57.7,21.5,44.4,Molybdenum,Helium,0.2
WLD_009567,Copper,Steel,358.7,Nickel-plated,Bare,Electron Beam Welding,3021.3,,2042.7,4.307,290.7,256.7,53.9,21.0,69.4,Tungsten,Argon,0.66
WLD_009568,Aluminum,Steel,184.1,Anodized,Bare,Cold Welding,2431.9,39.2,1648.0,4.812,,135.0,131.6,21.4,39.5,Molybdenum,Air,0.91
WLD_009569,Aluminum,Steel,137.8,Oxide-cleaned,Electropolished,Ultrasonic Welding,2074.4,28.1,1873.6,0.806,,,33.9,28.4,77.3,Copper,Helium,0.42
WLD_009570,Copper,Nickel,431.0,Electropolished,Silver-plated,Laser Welding,1793.0,,64.6,0.089,186.1,14.5,108.7,27.6,44.1,Molybdenum,Air,2.96
WLD_009571,Aluminum,Steel,70.0,Tin-plated,Passivated,Laser Welding,1120.1,,101.5,0.021,133.6,508.9,66.6,34.8,58.4,Tungsten,None,3.5
WLD_009572,Brass,Aluminum,370.4,Electropolished,Oxide-cleaned,Cold Welding,698.2,27.9,76.9,1.529,,,32.2,19.4,42.6,Graphite,Helium,3.59
WLD_009573,Brass,Aluminum,459.0,Nickel-plated,Oxide-cleaned,Laser Welding,1517.5,,253.8,0.06,138.6,497.5,148.9,19.9,32.4,Molybdenum,None,4.62
WLD_009574,Aluminum,Aluminum,100.1,Electropolished,Electropolished,Cold Welding,3475.1,69.0,118.4,0.191,113.2,,44.9,30.1,43.0,Graphite,Helium,1.94
WLD_009575,Nickel,Copper,104.4,Anodized,Nickel-plated,Ultrasonic Welding,500.6,23.5,1811.2,1.177,,,61.3,30.1,38.2,Graphite,Air,3.96
WLD_009576,Nickel,Copper,420.4,Oxide-cleaned,Bare,Resistance Spot Welding,2291.9,,3247.4,0.755,,,146.3,30.4,61.0,Tungsten,Air,3.53
WLD_009577,Brass,Aluminum,325.8,Anodized,Passivated,Cold Welding,2537.6,,780.6,3.621,135.1,200.4,35.7,34.4,48.2,Graphite,Argon,4.23
WLD_009578,Aluminum,Steel,247.4,Tin-plated,Tin-plated,Electron Beam Welding,3181.0,,1358.4,4.225,,223.9,38.2,18.0,53.3,Molybdenum,Air,1.16
WLD_009579,Copper,Steel,265.6,Silver-plated,Passivated,Electron Beam Welding,2317.0,22.1,2080.3,0.166,,,29.7,28.2,46.8,Copper,None,0.2
WLD_009580,Copper,Steel,326.4,Oxide-cleaned,Anodized,Electron Beam Welding,3618.7,,1136.3,0.394,,246.2,61.4,23.2,58.5,Tungsten,Air,0.46
WLD_009581,Copper,Aluminum,490.3,Silver-plated,Oxide-cleaned,Cold Welding,3755.6,55.6,2725.3,3.499,124.4,421.0,42.3,25.1,37.8,Tungsten,None,3.38
WLD_009582,Nickel,Copper,223.2,Electropolished,Silver-plated,Cold Welding,3964.4,80.6,925.6,3.965,,231.2,120.2,28.7,57.3,Molybdenum,Helium,4.49
WLD_009583,Nickel,Copper,170.1,Anodized,Tin-plated,Resistance Spot Welding,2211.5,,1901.4,0.783,,,103.7,25.9,60.4,Molybdenum,Nitrogen,1.24
WLD_009584,Aluminum,Steel,193.5,Electropolished,Anodized,Electron Beam Welding,1764.8,,2143.6,3.336,,,62.1,21.0,65.8,Graphite,Nitrogen,1.15
WLD_009585,Copper,Nickel,146.2,Nickel-plated,Electropolished,Friction Stir Welding,2778.2,6.5,2521.7,3.439,,388.8,58.7,18.6,53.8,Copper,Nitrogen,1.39
WLD_009586,Aluminum,Aluminum,334.6,Oxide-cleaned,Passivated,Cold Welding,3565.8,93.8,1567.3,2.958,,32.2,82.9,25.4,40.4,Tungsten,Argon,2.17
WLD_009587,Brass,Aluminum,267.4,Oxide-cleaned,Bare,Laser Welding,925.8,,174.0,0.09,89.5,580.5,84.0,21.6,60.1,Tungsten,Argon,2.39
WLD_009588,Aluminum,Steel,429.4,Nickel-plated,Nickel-plated,Electron Beam Welding,1045.6,,1126.4,0.828,103.6,371.4,140.6,20.4,37.5,Graphite,Argon,1.38
WLD_009589,Titanium,Copper,251.8,Tin-plated,Bare,Electron Beam Welding,2983.5,74.1,1964.6,4.964,33.2,,125.3,23.0,52.9,Copper,Nitrogen,4.92
WLD_009590,Nickel,Copper,256.4,Tin-plated,Nickel-plated,Ultrasonic Welding,2611.2,15.9,1818.9,1.39,,,149.1,28.7,56.8,Graphite,None,2.07
WLD_009591,Aluminum,Aluminum,93.0,Oxide-cleaned,Silver-plated,Laser Welding,1754.6,,196.1,0.042,11.5,851.0,69.1,23.9,79.3,Graphite,Argon,0.92
WLD_009592,Aluminum,Steel,409.6,Silver-plated,Silver-plated,Ultrasonic Welding,2098.3,33.3,1598.7,1.331,,,70.2,28.9,72.2,Copper,Helium,1.9
WLD_009593,Titanium,Copper,176.0,Anodized,Tin-plated,Cold Welding,2993.5,,1189.3,4.023,,13.5,138.1,30.3,77.6,Molybdenum,Argon,0.69
WLD_009594,Nickel,Copper,186.7,Tin-plated,Silver-plated,Laser Welding,397.3,,422.7,0.077,82.3,569.3,65.9,20.3,42.1,Molybdenum,Air,1.43
WLD_009595,Brass,Aluminum,318.6,Oxide-cleaned,Nickel-plated,Electron Beam Welding,227.0,,346.4,2.067,,105.9,74.7,34.8,64.5,Graphite,Nitrogen,3.12
WLD_009596,Aluminum,Steel,491.2,Nickel-plated,Nickel-plated,Ultrasonic Welding,2315.8,22.9,1949.4,0.282,,,31.3,25.2,76.1,Tungsten,Air,0.58
WLD_009597,Aluminum,Steel,464.6,Electropolished,Bare,Resistance Spot Welding,5894.9,,3416.2,0.622,,,68.7,32.8,49.0,Tungsten,Nitrogen,3.83
WLD_009598,Aluminum,Aluminum,350.8,Oxide-cleaned,Electropolished,Laser Welding,785.7,,142.4,0.049,144.7,553.6,103.1,28.6,76.8,Molybdenum,None,1.94
WLD_009599,Copper,Steel,171.3,Electropolished,Nickel-plated,Resistance Spot Welding,3333.7,,3990.1,0.223,,,113.9,25.2,52.3,Tungsten,Nitrogen,4.67
WLD_009600,Copper,Aluminum,358.7,Nickel-plated,Bare,Electron Beam Welding,1716.7,20.2,2119.7,4.082,99.6,443.9,52.9,30.5,73.5,Tungsten,Helium,4.99
WLD_009601,Nickel,Copper,168.5,Oxide-cleaned,Tin-plated,Ultrasonic Welding,537.1,45.7,764.6,0.485,,,60.1,18.1,39.9,Molybdenum,Air,0.96
WLD_009602,Nickel,Copper,158.1,Oxide-cleaned,Tin-plated,Laser Welding,370.6,,253.5,0.037,100.3,673.0,45.4,33.8,37.9,Copper,Helium,2.66
WLD_009603,Copper,Aluminum,229.4,Oxide-cleaned,Oxide-cleaned,Laser Welding,938.0,,450.0,0.01,151.6,579.4,132.6,25.1,32.2,Tungsten,Nitrogen,2.98
WLD_009604,Nickel,Copper,304.1,Nickel-plated,Bare,Ultrasonic Welding,1672.1,45.5,1007.1,0.34,,,38.5,32.6,61.0,Tungsten,Helium,0.33
WLD_009605,Copper,Nickel,120.4,Anodized,Tin-plated,Friction Stir Welding,2851.2,83.8,2890.5,4.497,213.1,,138.1,26.5,55.4,Graphite,Air,1.13
WLD_009606,Titanium,Copper,406.2,Tin-plated,Bare,Laser Welding,293.0,,369.6,0.019,88.7,71.3,100.1,25.8,72.6,Molybdenum,Air,3.53
WLD_009607,Nickel,Copper,428.1,Anodized,Bare,Electron Beam Welding,705.7,98.8,1632.6,2.717,,,146.6,20.5,51.3,Molybdenum,Nitrogen,3.69
WLD_009608,Copper,Aluminum,436.7,Bare,Silver-plated,Cold Welding,1372.3,,315.9,3.001,,,37.3,24.9,52.0,Tungsten,None,2.15
WLD_009609,Aluminum,Steel,292.6,Bare,Silver-plated,Cold Welding,3694.5,,1166.7,0.954,248.8,19.6,68.8,30.5,48.7,Tungsten,Nitrogen,4.39
WLD_009610,Brass,Aluminum,88.5,Nickel-plated,Anodized,Cold Welding,3342.1,,1698.0,2.69,25.7,161.3,119.7,29.7,37.5,Graphite,None,3.38
WLD_009611,Titanium,Copper,106.7,Passivated,Silver-plated,Friction Stir Welding,2253.2,,1528.7,3.032,168.8,283.5,55.2,28.5,73.8,Molybdenum,None,2.56
WLD_009612,Aluminum,Aluminum,457.4,Oxide-cleaned,Oxide-cleaned,Resistance Spot Welding,7097.8,,1045.2,0.553,,,25.2,22.4,73.6,Graphite,Nitrogen,0.9
WLD_009613,Nickel,Copper,188.8,Passivated,Electropolished,Resistance Spot Welding,7678.3,,3324.5,0.83,,,32.9,18.1,53.8,Molybdenum,Nitrogen,0.92
