sample_id,anode_material,cathode_material,tab_thickness_um,anode_surface_finish,cathode_surface_finish,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,electrode_material,shielding_gas,surface_roughness_um,weld_width_mm,weld_depth_mm,nugget_diameter_mm,tensile_strength_MPa,shear_strength_MPa,peel_strength_N_mm,contact_resistance_mohm,electrical_conductivity_MS_m,grain_size_um,porosity_percent,intermetallic_thickness_um,thermal_conductivity_W_mK,heat_affected_zone_mm,weld_quality_score,surface_roughness_post_weld_um,hardness_HV,crack_density_per_mm2,void_fraction_percent,oxidation_level,weld_penetration_percent,fusion_zone_area_mm2,min_cycle_temperature_C,max_cycle_temperature_C,total_cycles_tested,initial_contact_resistance_mohm,final_contact_resistance_mohm,resistance_drift_percent,tensile_strength_retention_percent,shear_strength_retention_percent,fatigue_life_cycles,crack_growth_rate_mm_cycle,thermal_expansion_mismatch_ppm_K,stress_concentration_factor,primary_failure_mode,time_to_failure_hours,cycle_life_score,reliability_score,temperature_stability_index,corrosion_resistance_score,dimensional_stability_um,interface_adhesion_strength_MPa,oxidation_resistance_score,creep_resistance_score
WLD_009475,Titanium,Copper,384.8,Tin-plated,Tin-plated,Cold Welding,3229.2,,212.5,0.527,,,129.5,34.3,79.1,Tungsten,None,2.08,1.519,0.385,1.393,163.7,124.3,23.7,10.4735,28.66,20.7,2.58,4.11,29.1,1.175,0.4,5.59,234.5,0.233,2.476,Low,83.6,0.459,-28.5,91.0,7950,10.4735,14.5402,38.83,81.2,77.1,5706,2.81e-06,12.21,2.17,Fatigue Cracking,4794.4,1.0,0.318,0.827,0.793,3.7,99.0,0.865,0.95
WLD_009476,Aluminum,Steel,238.4,Nickel-plated,Tin-plated,Resistance Spot Welding,7315.4,,1419.0,0.417,,,100.5,24.0,44.7,Copper,Nitrogen,1.88,2.677,0.238,4.786,96.7,78.2,81.0,1.5684,19.89,27.9,0.38,5.68,15.1,2.471,0.63,2.97,216.6,0.0,0.204,Low,61.9,0.501,-30.0,89.9,2651,1.5684,1.9003,21.16,92.9,88.3,14800,1.28e-06,12.14,2.3,Intermetallic Embrittlement,2651.0,0.179,0.403,0.646,0.911,2.2,64.4,0.759,0.905
WLD_009477,Titanium,Copper,140.7,Tin-plated,Tin-plated,Electron Beam Welding,3456.9,,804.3,3.567,96.9,332.1,36.7,21.8,37.2,Copper,Argon,3.62,1.611,0.141,3.757,407.2,229.6,36.0,3.6846,26.17,35.1,0.44,9.8,22.7,1.55,0.64,3.49,222.5,0.0,0.504,Low,92.2,0.178,-25.7,95.1,8713,3.6846,4.6328,25.73,79.1,75.2,35693,7.6e-07,7.8,2.91,Fatigue Cracking,8713.0,0.244,0.438,0.788,0.886,3.13,120.0,0.697,0.899
WLD_009478,Copper,Nickel,116.7,Bare,Nickel-plated,Cold Welding,2588.5,70.2,1563.3,4.235,293.7,218.5,118.0,18.5,66.0,Graphite,Argon,3.15,1.405,0.117,2.151,258.8,165.7,40.8,2.6824,32.92,35.0,0.62,10.85,29.3,1.336,0.62,6.85,125.6,0.0,0.502,Low,86.5,0.129,-39.9,101.8,5933,2.6824,3.329,24.11,83.6,79.4,37202,1.65e-06,4.87,2.8,Fatigue Cracking,5933.0,0.159,0.477,0.651,0.889,4.79,169.4,0.574,0.924
WLD_009479,Titanium,Copper,272.4,Bare,Tin-plated,Friction Stir Welding,599.8,,2979.5,0.195,,,135.7,19.3,71.7,Molybdenum,None,2.23,0.653,0.272,2.04,50.0,39.4,212.0,1.0314,30.81,14.9,0.0,1.83,25.8,0.343,0.72,5.54,173.7,0.091,-0.37,Low,65.7,0.14,-39.7,123.3,7972,1.0314,1.2641,22.56,85.3,81.1,2520,1.06e-06,10.6,1.93,Thermal Degradation,1834.6,1.0,0.451,0.953,0.743,2.37,80.6,0.865,0.839
WLD_009480,Aluminum,Aluminum,269.3,Nickel-plated,Tin-plated,Ultrasonic Welding,2389.4,15.0,768.9,0.299,,,71.5,31.2,72.8,Tungsten,Argon,2.05,0.673,0.269,1.962,50.0,37.0,51.3,1.8102,31.55,13.9,0.49,0.2,32.5,0.992,0.72,3.93,257.1,0.0,0.991,Medium,71.7,0.142,-35.8,114.0,9496,1.8102,2.3991,32.53,74.7,71.0,4118,3.5e-07,4.32,1.78,Fatigue Cracking,2544.9,1.0,0.348,0.974,0.726,2.9,117.0,0.661,0.67
WLD_009481,Brass,Aluminum,334.6,Electropolished,Bare,Laser Welding,994.9,,180.2,0.017,33.8,507.7,41.7,31.1,67.5,Graphite,Air,3.13,0.566,0.335,3.421,50.0,33.5,12.0,24.2222,34.11,10.9,2.61,1.75,24.7,0.458,0.37,7.84,259.9,0.136,2.547,Low,74.9,0.149,-24.8,94.7,9577,24.2222,30.9386,27.73,70.7,67.2,1474,2.4e-06,4.78,1.48,Thermal Degradation,2965.6,1.0,0.326,0.942,0.795,2.67,178.7,0.692,0.907
WLD_009482,Brass,Aluminum,444.1,Nickel-plated,Passivated,Resistance Spot Welding,3486.0,,2983.3,0.415,,,30.5,18.2,43.1,Molybdenum,Helium,4.07,1.537,0.444,4.697,78.4,40.5,304.1,0.6418,28.86,17.8,0.2,3.31,25.7,1.215,0.71,4.96,114.0,0.006,-0.012,High,77.7,0.536,-32.4,120.3,4069,0.6418,0.8306,29.41,85.2,80.9,6550,1.54e-06,-0.15,1.64,Interface Delamination,2109.4,0.621,0.332,0.884,0.827,1.4,74.2,0.758,0.606
WLD_009483,Aluminum,Aluminum,372.7,Anodized,Oxide-cleaned,Resistance Spot Welding,2679.4,,3320.1,0.739,,,53.0,34.5,64.8,Graphite,Helium,0.3,1.327,0.373,4.301,72.2,45.9,310.1,0.1058,35.64,20.4,0.24,0.43,36.9,1.086,0.78,1.34,271.4,0.102,0.165,High,92.0,0.388,-20.3,83.4,8518,0.1058,0.1272,20.19,84.3,80.1,14900,1.57e-06,-0.31,1.72,Fatigue Cracking,8518.0,0.572,0.52,0.979,0.752,2.41,151.5,0.524,0.767
WLD_009484,Copper,Aluminum,462.6,Bare,Bare,Laser Welding,1920.3,,392.2,0.051,78.1,955.6,109.6,31.7,68.2,Copper,Nitrogen,2.56,0.846,0.463,3.292,50.0,33.7,51.2,6.8746,44.98,12.5,1.18,2.06,35.9,0.656,0.51,6.06,266.2,0.094,1.215,Low,92.4,0.307,-39.8,92.4,9490,6.8746,9.2272,34.22,75.7,71.9,3231,1.31e-06,7.31,1.82,Fatigue Cracking,2981.9,1.0,0.336,0.787,0.717,0.99,180.3,0.643,0.772
WLD_009485,Titanium,Copper,261.3,Nickel-plated,Passivated,Cold Welding,682.8,,1360.3,2.793,,,60.5,30.4,53.1,Molybdenum,None,3.44,0.767,0.261,3.339,99.7,80.0,96.4,2.3947,29.59,26.8,0.14,7.17,22.3,0.618,0.59,0.64,150.9,0.0,-0.154,Low,72.7,0.157,-21.4,129.1,988,2.3947,2.6454,10.47,90.7,86.2,5753,2.18e-06,7.31,1.95,Intermetallic Embrittlement,988.0,0.172,0.499,0.811,0.862,3.43,86.6,0.705,0.812
WLD_009486,Aluminum,Aluminum,474.7,Nickel-plated,Passivated,Cold Welding,3452.7,,1744.7,3.687,162.9,177.1,75.2,27.9,49.4,Tungsten,Nitrogen,2.42,1.598,0.475,2.444,113.7,75.7,203.4,0.8784,38.8,37.5,0.06,0.47,31.4,1.626,0.81,7.55,284.3,0.0,-0.038,Medium,64.9,0.595,-29.8,140.4,9319,0.8784,1.1171,27.17,81.2,77.2,4882,2.5e-07,3.87,2.07,Thermal Degradation,2991.7,1.0,0.385,0.815,0.917,0.36,64.7,0.762,0.779
WLD_009487,Copper,Nickel,142.4,Electropolished,Oxide-cleaned,Friction Stir Welding,2461.8,80.8,2061.8,1.332,,395.3,133.1,25.5,51.9,Copper,Air,1.79,1.286,0.142,2.03,313.9,164.6,71.8,1.4029,32.8,20.1,0.14,4.49,23.6,1.056,0.85,7.07,249.3,0.0,-0.048,High,63.9,0.144,-25.5,85.3,3465,1.4029,1.6268,15.96,83.3,79.1,42050,1.46e-06,4.65,2.73,Intermetallic Embrittlement,3465.0,0.082,0.407,0.625,0.728,0.73,80.3,0.539,0.769
WLD_009488,Aluminum,Steel,224.5,Silver-plated,Silver-plated,Electron Beam Welding,985.0,45.1,131.1,1.649,,,115.6,32.7,38.8,Copper,Argon,2.81,0.903,0.225,1.454,159.2,96.8,3.4,28.8959,20.35,19.7,3.92,4.27,23.9,0.656,0.33,3.97,278.1,0.238,3.727,Low,69.8,0.159,-28.7,126.4,395,28.8959,35.8801,24.17,99.8,94.8,4607,2.7e-06,12.23,2.0,Interface Delamination,395.0,0.086,0.457,0.734,0.772,4.32,54.3,0.588,0.915
WLD_009489,Copper,Steel,393.3,Nickel-plated,Tin-plated,Electron Beam Welding,1649.8,34.5,1037.7,4.148,,,94.5,28.4,36.7,Graphite,Argon,1.15,1.045,0.393,1.418,202.3,211.0,80.5,1.1849,28.29,32.3,0.32,9.95,25.7,1.153,0.62,4.9,91.0,0.0,0.345,Medium,96.0,0.323,-39.3,91.2,6635,1.1849,1.4524,22.57,96.8,92.0,16358,4.3e-07,7.73,1.64,Fatigue Cracking,6635.0,0.406,0.558,0.743,0.856,0.62,88.0,0.57,0.65
WLD_009490,Copper,Aluminum,323.1,Bare,Electropolished,Cold Welding,595.0,97.3,1736.6,4.707,255.1,299.8,54.7,27.7,31.7,Graphite,Helium,1.04,0.85,0.323,3.817,50.0,34.6,150.6,0.5861,45.92,29.7,0.6,11.1,40.4,0.777,0.5,5.35,231.4,0.0,0.642,Low,76.0,0.216,-29.5,130.2,2972,0.5861,0.6774,15.58,92.8,88.2,2685,1.73e-06,6.37,2.0,Intermetallic Embrittlement,1059.0,1.0,0.458,0.88,0.892,3.72,168.3,0.581,0.943
WLD_009491,Titanium,Copper,314.1,Tin-plated,Oxide-cleaned,Cold Welding,3842.9,,1301.3,0.778,146.9,366.3,73.7,18.9,44.3,Copper,Helium,0.9,1.7,0.314,1.245,266.8,168.2,94.8,0.6139,27.8,23.3,0.29,4.39,25.9,1.325,0.83,3.04,188.3,0.0,0.38,Low,60.7,0.419,-34.9,122.4,1218,0.6139,0.6933,12.93,90.6,86.1,21222,8.5e-07,6.45,2.02,Interface Delamination,1218.0,0.057,0.524,0.902,0.762,3.2,149.9,0.61,0.799
WLD_009492,Aluminum,Steel,69.5,Passivated,Oxide-cleaned,Friction Stir Welding,2540.0,92.3,2178.4,1.753,,231.9,113.4,18.9,46.3,Copper,Argon,0.49,1.256,0.07,3.331,269.2,197.9,49.0,0.4451,19.43,21.3,0.0,5.73,22.3,1.106,0.82,1.28,216.4,0.131,0.119,Low,68.4,0.069,-25.9,119.2,7918,0.4451,0.5688,27.8,79.9,75.9,9347,8.8e-07,11.01,3.34,Fatigue Cracking,5024.4,0.847,0.421,0.857,0.945,1.35,85.6,0.58,0.606
WLD_009493,Aluminum,Aluminum,101.0,Oxide-cleaned,Electropolished,Laser Welding,794.3,,364.9,0.032,85.7,352.9,41.5,27.5,48.2,Molybdenum,Nitrogen,0.83,0.632,0.101,2.237,50.0,31.9,9.3,2.6688,35.47,10.3,1.31,0.33,28.6,0.524,0.65,1.64,81.3,0.083,1.075,Medium,84.4,0.05,-27.5,85.0,1381,2.6688,2.9744,11.45,83.3,79.1,5309,9.5e-07,-0.26,2.13,Oxidation,1381.0,0.26,0.652,0.868,0.78,1.28,139.0,0.779,0.828
WLD_009494,Aluminum,Aluminum,249.1,Bare,Electropolished,Friction Stir Welding,2008.7,44.7,1634.3,3.418,,270.8,146.1,24.1,36.2,Graphite,Nitrogen,1.99,1.199,0.249,3.828,76.1,68.4,114.2,2.0453,35.88,29.7,0.85,0.06,32.2,1.136,0.72,5.99,292.8,0.196,0.473,Low,83.5,0.234,-31.9,112.0,9548,2.0453,2.6077,27.5,75.3,71.5,10217,1.66e-06,-3.82,2.1,Fatigue Cracking,4511.9,0.934,0.401,0.689,0.791,1.22,104.3,0.72,0.763
WLD_009495,Aluminum,Steel,426.4,Anodized,Bare,Resistance Spot Welding,5067.0,,3163.9,0.748,,,111.5,33.5,66.9,Tungsten,Air,4.35,2.103,0.426,4.996,191.1,133.9,341.8,2.6166,18.06,22.4,0.3,4.82,13.9,1.826,0.71,5.79,171.2,0.253,0.403,Low,73.9,0.704,-28.0,121.8,5190,2.6166,3.0286,15.75,91.2,86.6,18286,1.59e-06,15.79,2.16,Thermal Degradation,5190.0,0.284,0.549,0.684,0.866,0.79,153.3,0.733,0.631
WLD_009496,Aluminum,Steel,311.9,Passivated,Tin-plated,Friction Stir Welding,755.4,,611.0,4.037,,322.9,139.2,22.6,53.3,Tungsten,Nitrogen,0.14,0.779,0.312,2.848,91.5,72.4,61.0,0.613,20.37,31.7,0.74,9.51,7.8,0.741,0.54,0.72,220.7,0.0,0.912,Medium,72.0,0.191,-26.9,134.2,2279,0.613,0.7191,17.3,84.1,79.9,6439,1.68e-06,13.89,1.71,Intermetallic Embrittlement,2210.6,0.354,0.398,0.947,0.802,4.45,185.6,0.625,0.695
WLD_009497,Nickel,Copper,353.9,Silver-plated,Bare,Electron Beam Welding,1313.7,14.2,219.4,2.618,,348.5,140.6,19.1,71.3,Tungsten,Nitrogen,1.08,1.029,0.354,2.797,197.4,173.5,19.5,2.6365,34.51,25.8,2.27,7.04,30.1,0.878,0.56,5.28,159.2,0.24,2.282,Low,74.3,0.286,-21.5,91.6,7307,2.6365,3.4719,31.69,78.7,74.8,30675,1.07e-06,6.03,2.48,Thermal Degradation,7307.0,0.238,0.327,0.774,0.761,3.68,126.0,0.604,0.774
WLD_009498,Aluminum,Steel,84.7,Nickel-plated,Silver-plated,Laser Welding,531.5,,457.5,0.005,15.7,759.3,57.0,23.1,67.2,Graphite,Nitrogen,0.19,0.561,0.085,3.634,50.0,35.0,14.0,0.5412,19.75,11.9,0.72,1.04,13.9,0.365,0.72,5.36,204.2,0.0,0.992,Medium,90.1,0.037,-23.0,104.4,6327,0.5412,0.6384,17.95,82.0,77.9,6792,1.37e-06,15.85,2.42,Fatigue Cracking,3410.9,0.932,0.53,0.669,0.798,1.25,126.7,0.51,0.619
WLD_009499,Brass,Aluminum,372.8,Passivated,Bare,Laser Welding,709.1,,486.3,0.008,46.9,755.0,47.5,33.9,65.6,Molybdenum,None,4.04,0.574,0.373,1.722,50.0,31.8,37.6,11.997,33.55,12.4,1.36,1.1,21.9,0.401,0.45,2.03,144.2,0.098,1.648,High,67.7,0.168,-34.3,101.5,6150,11.997,16.9616,41.38,84.2,80.0,3228,2.59e-06,4.65,1.68,Fatigue Cracking,2572.9,1.0,0.307,0.811,0.706,4.36,147.0,0.899,0.675
WLD_009500,Brass,Aluminum,276.8,Tin-plated,Anodized,Resistance Spot Welding,2455.0,,4703.6,0.172,,,68.7,21.0,61.3,Tungsten,None,1.37,1.259,0.277,5.02,50.0,39.4,325.1,0.3251,32.36,18.0,0.0,2.17,29.9,0.942,0.73,3.76,111.1,0.064,-0.112,Low,89.1,0.274,-24.7,147.8,7760,0.3251,0.3987,22.65,85.3,81.1,2968,1.23e-06,2.55,2.03,Fatigue Cracking,1789.7,1.0,0.5,0.67,0.939,1.24,199.3,0.643,0.888
WLD_009501,Aluminum,Steel,464.1,Oxide-cleaned,Bare,Resistance Spot Welding,7568.0,,2249.5,0.977,,,59.7,30.9,48.2,Graphite,None,0.6,2.798,0.464,5.215,262.2,163.9,263.6,0.703,19.34,32.0,0.0,6.9,23.0,2.609,0.78,5.07,114.7,0.078,-0.206,Low,74.6,1.019,-31.4,118.9,9950,0.703,0.9886,40.63,78.0,74.1,10237,8.2e-07,13.2,2.15,Fatigue Cracking,9950.0,0.972,0.284,0.623,0.768,1.8,109.5,0.816,0.778
WLD_009502,Copper,Steel,335.5,Electropolished,Bare,Ultrasonic Welding,1247.1,46.5,1188.3,0.512,,,71.0,25.8,40.1,Copper,Nitrogen,1.0,0.877,0.336,3.802,103.7,70.6,100.8,1.4425,33.81,14.3,0.56,2.57,21.9,0.632,0.71,1.28,104.0,0.198,0.758,Medium,83.1,0.231,-36.2,132.4,5925,1.4425,1.8515,28.35,86.5,82.1,9912,1.69e-06,8.3,1.88,Fatigue Cracking,1623.8,0.598,0.449,0.848,0.913,3.15,150.1,0.826,0.802
WLD_009503,Aluminum,Steel,311.9,Tin-plated,Electropolished,Cold Welding,903.8,,2898.8,1.543,103.9,288.0,106.6,30.5,31.9,Molybdenum,Argon,3.25,0.79,0.312,1.331,109.2,95.7,242.2,0.7894,20.69,21.0,0.0,4.72,17.0,0.556,0.7,6.84,149.9,0.0,-0.081,Medium,60.5,0.193,-35.0,125.7,8992,0.7894,1.1434,44.85,78.3,74.4,6228,1.48e-06,12.21,1.49,Fatigue Cracking,3694.7,1.0,0.243,0.826,0.765,1.89,124.7,0.848,0.712
WLD_009504,Copper,Steel,465.2,Tin-plated,Anodized,Ultrasonic Welding,791.4,15.3,323.8,1.381,,,56.5,31.9,78.0,Tungsten,None,2.63,0.583,0.465,2.654,143.9,100.2,26.4,6.8003,28.0,20.5,1.7,4.35,26.8,0.509,0.51,5.82,218.1,0.133,1.921,Low,84.9,0.213,-28.4,87.6,211,6.8003,7.8175,14.96,98.0,93.1,15141,2.02e-06,5.4,1.67,Interface Delamination,211.0,0.014,0.541,0.638,0.843,0.46,103.1,0.673,0.852
WLD_009505,Copper,Nickel,423.7,Oxide-cleaned,Electropolished,Ultrasonic Welding,1446.7,30.9,341.4,0.987,,,45.5,33.9,74.0,Tungsten,Helium,0.77,0.796,0.424,2.396,190.4,134.5,38.0,3.2298,37.33,18.3,0.95,3.62,25.5,0.764,0.69,4.8,103.3,0.109,0.76,Low,83.6,0.265,-29.1,99.2,3830,3.2298,4.2303,30.98,87.3,82.9,15567,9.1e-07,-0.07,1.81,Interface Delamination,3830.0,0.246,0.326,0.916,0.854,0.43,110.0,0.595,0.845
WLD_009506,Copper,Steel,245.5,Bare,Silver-plated,Laser Welding,1384.1,,147.1,0.032,141.0,543.0,20.9,19.7,71.0,Copper,None,3.21,0.77,0.245,1.937,50.0,36.9,-3.6,36.4969,30.21,13.1,3.28,2.24,25.5,0.61,0.32,6.41,136.1,0.384,3.149,Low,90.1,0.148,-23.0,137.4,9510,36.4969,49.069,34.45,72.0,68.4,1524,1.75e-06,7.15,2.04,Thermal Degradation,755.2,1.0,0.265,0.836,0.945,0.3,135.1,0.62,0.693
WLD_009507,Titanium,Copper,472.4,Anodized,Oxide-cleaned,Friction Stir Welding,3963.8,90.1,2369.2,2.323,205.7,99.6,67.2,25.3,64.4,Graphite,Air,3.66,1.773,0.472,2.063,307.3,262.8,268.6,2.0049,27.04,29.5,0.21,7.35,23.7,1.614,0.76,2.52,136.3,0.029,0.392,Medium,70.4,0.658,-24.3,90.1,3032,2.0049,2.3968,19.55,93.7,89.0,33801,1.74e-06,7.25,2.03,Intermetallic Embrittlement,3032.0,0.09,0.423,0.753,0.711,0.92,70.3,0.793,0.626
WLD_009508,Copper,Aluminum,434.3,Nickel-plated,Bare,Electron Beam Welding,1414.2,33.2,2975.5,2.401,,467.6,147.8,21.9,41.1,Copper,Helium,4.16,0.963,0.434,2.017,125.0,82.3,330.8,0.7186,48.11,24.6,0.35,6.69,41.3,0.865,0.65,3.87,232.7,0.0,0.22,Low,61.8,0.328,-31.7,83.3,2390,0.7186,0.8497,18.25,97.1,92.2,20799,1.19e-06,6.41,1.96,Intermetallic Embrittlement,2390.0,0.115,0.453,0.919,0.778,3.09,92.8,0.724,0.782
WLD_009509,Nickel,Copper,387.9,Tin-plated,Bare,Laser Welding,1690.3,,12.5,0.044,32.4,472.6,24.7,34.0,56.5,Molybdenum,Argon,2.87,0.749,0.388,3.541,50.0,38.1,17.7,222.782,37.95,16.4,40.02,1.55,25.7,0.682,0.25,2.72,194.4,4.073,40.088,Medium,92.0,0.228,-23.9,89.1,5944,222.782,245.221,10.07,92.3,87.7,2499,1.582e-05,5.51,5.86,Fatigue Cracking,932.8,1.0,0.661,0.735,0.724,1.8,87.1,0.855,0.854
WLD_009510,Brass,Aluminum,141.9,Oxide-cleaned,Silver-plated,Resistance Spot Welding,3849.4,,1347.2,0.439,,,78.1,28.5,62.8,Tungsten,Nitrogen,0.72,1.704,0.142,3.813,67.1,42.8,45.4,1.0085,29.13,19.5,0.29,3.88,33.1,1.409,0.67,1.99,230.6,0.099,0.209,Low,89.1,0.19,-36.0,119.8,4429,1.0085,1.3126,30.16,82.8,78.7,4621,1.38e-06,3.29,2.62,Oxidation,3605.8,0.958,0.462,0.773,0.813,1.43,77.0,0.696,0.653
WLD_009511,Copper,Aluminum,288.9,Oxide-cleaned,Oxide-cleaned,Friction Stir Welding,2531.8,,2837.1,2.892,17.7,128.3,87.4,20.6,35.2,Copper,None,4.14,1.401,0.289,1.304,140.8,85.9,208.5,1.8487,44.61,27.0,0.3,8.23,31.2,1.164,0.6,2.69,164.9,0.0,0.579,Medium,68.5,0.318,-37.9,139.4,9280,1.8487,2.4992,35.19,77.4,73.6,7026,2.6e-07,5.85,2.18,Fatigue Cracking,2666.4,1.0,0.335,0.634,0.908,0.21,195.3,0.666,0.728
WLD_009512,Aluminum,Aluminum,156.4,Passivated,Oxide-cleaned,Ultrasonic Welding,2303.3,15.6,254.1,0.833,,,34.6,21.1,65.5,Graphite,Argon,3.57,0.792,0.156,2.091,64.4,47.5,3.5,16.2014,33.86,22.5,1.74,0.21,28.4,0.949,0.46,6.68,273.3,0.095,1.594,Medium,78.6,0.097,-22.4,107.7,6900,16.2014,19.4008,19.75,82.0,77.9,6094,1.05e-06,0.63,2.08,Fatigue Cracking,2101.7,1.0,0.513,0.64,0.925,4.58,161.7,0.627,0.747
WLD_009513,Nickel,Copper,466.9,Silver-plated,Electropolished,Resistance Spot Welding,3946.7,,3765.5,0.761,,,55.4,22.3,52.0,Copper,Argon,2.51,1.717,0.467,5.002,239.2,169.0,465.4,0.3911,34.35,22.2,0.22,4.56,37.3,1.469,0.81,1.89,123.1,0.0,0.325,Low,94.1,0.629,-26.2,103.8,237,0.3911,0.4405,12.64,93.1,88.5,28987,1.34e-06,3.08,2.07,Fatigue Cracking,237.0,0.008,0.639,0.927,0.862,1.14,69.5,0.597,0.894
WLD_009514,Titanium,Copper,496.5,Electropolished,Anodized,Electron Beam Welding,2389.0,,1935.9,0.979,63.9,122.2,145.2,33.6,61.5,Graphite,Helium,2.31,1.305,0.496,2.14,291.8,226.3,238.5,1.839,28.49,23.1,0.23,4.01,29.7,1.005,0.84,7.23,200.0,0.095,0.367,High,90.1,0.509,-37.5,126.6,2940,1.839,2.0704,12.59,89.9,85.4,23327,1.46e-06,4.88,1.94,Mechanical Wear,2940.0,0.126,0.724,0.781,0.765,0.49,145.4,0.798,0.707
WLD_009515,Copper,Nickel,282.4,Silver-plated,Bare,Ultrasonic Welding,1773.6,28.5,852.4,0.498,,,40.8,27.0,74.4,Tungsten,Helium,0.48,0.754,0.282,2.452,147.8,84.6,53.6,0.4685,35.44,14.0,0.28,2.91,22.1,0.727,0.77,2.2,160.7,0.0,0.342,Medium,95.2,0.167,-28.1,87.5,2008,0.4685,0.5281,12.73,87.2,82.8,21705,1.17e-06,5.14,1.93,Mechanical Wear,2008.0,0.093,0.709,0.703,0.839,3.77,97.3,0.703,0.786
WLD_009516,Nickel,Copper,161.5,Silver-plated,Silver-plated,Ultrasonic Welding,1273.7,46.6,1891.7,0.585,,,92.5,33.2,35.1,Molybdenum,Argon,0.88,0.773,0.162,2.369,116.0,85.3,71.5,0.2925,37.19,14.5,0.21,2.83,30.3,0.682,0.76,7.14,292.2,0.0,0.118,Low,91.2,0.098,-28.5,105.2,2046,0.2925,0.337,15.22,96.3,91.5,13879,2.1e-07,1.24,2.07,Mechanical Wear,2046.0,0.147,0.729,0.895,0.801,1.79,107.4,0.629,0.704
WLD_009517,Aluminum,Aluminum,343.6,Bare,Passivated,Laser Welding,320.7,,157.0,0.077,85.6,850.4,57.6,24.7,52.5,Copper,Nitrogen,4.89,0.518,0.334,3.628,50.0,39.4,18.3,37.7413,36.71,8.4,2.93,0.49,26.6,0.32,0.38,1.83,296.6,0.224,2.984,Low,65.0,0.136,-32.8,125.8,8440,37.7413,55.4424,46.9,81.0,77.0,1756,2.1e-06,0.74,2.15,Fatigue Cracking,814.2,1.0,0.236,0.716,0.8,4.25,193.8,0.875,0.838
WLD_009518,Brass,Aluminum,485.7,Silver-plated,Silver-plated,Electron Beam Welding,867.4,79.8,1253.9,3.709,,405.2,109.6,19.3,48.2,Molybdenum,Nitrogen,1.61,0.781,0.486,2.029,78.2,47.7,150.1,0.9195,29.59,30.5,0.48,8.98,30.4,0.868,0.54,2.86,278.5,0.159,0.502,Low,82.9,0.298,-20.4,104.0,2962,0.9195,1.1102,20.74,76.2,72.4,10209,1.34e-06,3.05,1.51,Intermetallic Embrittlement,2962.0,0.29,0.324,0.638,0.775,0.46,68.4,0.878,0.722
WLD_009519,Aluminum,Aluminum,146.1,Tin-plated,Anodized,Resistance Spot Welding,4504.2,,2122.9,0.972,,,98.7,27.2,73.3,Molybdenum,None,1.72,1.863,0.146,4.385,90.1,68.1,79.3,0.5715,33.6,23.0,0.21,0.19,27.7,1.667,0.8,5.74,181.5,0.059,0.49,Low,88.2,0.214,-24.7,88.2,4207,0.5715,0.6283,9.94,96.1,91.3,17072,1.3e-06,0.88,2.58,Mechanical Wear,4207.0,0.246,0.781,0.677,0.932,3.63,106.0,0.712,0.753
WLD_009520,Copper,Aluminum,448.1,Passivated,Oxide-cleaned,Laser Welding,262.1,,121.2,0.095,132.7,799.6,149.3,18.3,66.4,Tungsten,Nitrogen,3.51,0.536,0.373,1.919,50.0,32.3,-5.8,33.6895,44.1,11.0,4.21,1.33,40.3,0.186,0.3,3.56,102.3,0.386,4.286,Low,82.6,0.157,-33.4,96.4,2676,33.6895,41.9563,24.54,85.5,81.2,1594,2.53e-06,9.27,2.0,Interface Delamination,1595.9,1.0,0.382,0.687,0.924,0.83,109.5,0.635,0.924
WLD_009521,Aluminum,Aluminum,143.5,Oxide-cleaned,Anodized,Laser Welding,629.6,,45.8,0.084,195.4,464.4,96.7,30.8,77.5,Tungsten,Helium,1.06,0.541,0.143,1.132,50.0,33.4,2.9,25.7735,35.3,8.8,11.33,0.42,34.0,0.43,0.28,5.92,215.0,1.134,11.314,Low,92.9,0.061,-28.3,94.5,8875,25.7735,33.0145,28.09,73.6,69.9,2323,6.21e-06,2.18,3.02,Fatigue Cracking,1000.7,1.0,0.387,0.932,0.855,4.07,77.2,0.792,0.758
WLD_009522,Copper,Aluminum,194.9,Anodized,Silver-plated,Cold Welding,2911.9,,2851.9,4.493,18.3,,127.1,33.1,38.5,Copper,Air,2.91,1.451,0.195,2.051,141.2,125.2,168.4,1.3904,43.3,37.3,0.48,11.32,38.9,1.479,0.56,2.71,280.4,0.0,0.691,Low,72.2,0.222,-21.0,94.9,6260,1.3904,1.7516,25.98,87.1,82.8,10456,2.84e-06,7.84,2.38,Fatigue Cracking,6260.0,0.599,0.476,0.872,0.878,3.61,58.5,0.603,0.824
WLD_009523,Copper,Nickel,433.4,Passivated,Nickel-plated,Resistance Spot Welding,6470.4,,1251.0,0.866,,,128.0,33.3,76.2,Tungsten,Air,2.61,2.471,0.433,4.651,214.1,176.8,140.2,2.3318,32.04,29.1,0.5,6.09,27.6,2.293,0.69,6.91,130.5,0.014,0.106,Medium,75.6,0.841,-31.5,86.3,487,2.3318,2.5153,7.87,92.5,87.8,29018,1.94e-06,4.82,2.05,Intermetallic Embrittlement,487.0,0.017,0.534,0.794,0.917,2.18,199.0,0.577,0.752
